country,region,start_yr,end_yr,start,end,pop_start,pop_end,mean_end,mean_start,scaling,change,log_change,mean_lin_diff,mean_log_diff,label_color,label_txt_linear,label_txt_log,label_final,x_text,mean_start_end_lin,mean_start_end_log,mean_label_val,mean_label_txt,region_lab,period_lab_T_F,period_lab,x_start,x_end,type_scale,sel_var
Portugal,Southern Europe,1995,2024,11.72718047,19.81390805,10031702,10701636,24309.323664905445,16239.80684397011,0.001,8.086727579999998,0.5244748532488175,8.069516820935336,0.4033945258515609,black,$8k,0.52,$8k,15.77054426,16 → 24,2.79 → 3.19,8,+8k (16 → 24),"Southern Europe
+8k (16 → 24)",FALSE,,11.72718047,19.81390805,linear,value
Chile,Latin America,1995,2024,4.183854172999999,10.93140856,14527329,19764771,7289.974793600483,3301.0178290080453,0.001,6.747554387,0.960407292216808,3.988956964592438,0.792269234397131,black,$7k,0.96,$7k,7.557631366499999,3 → 7,1.19 → 1.99,4,+4k (3 → 7),"Latin America
+4k (3 → 7)",FALSE,,4.183854172999999,10.93140856,linear,value
Costa Rica,Latin America,1995,2024,8.510492247,13.468669850000001,3535133,5129910,7289.974793600483,3301.0178290080453,0.001,4.958177603000001,0.45906645220107806,3.988956964592438,0.792269234397131,black,$5k,0.46,$5k,10.9895810485,3 → 7,1.19 → 1.99,4,+4k (3 → 7),"Latin America
+4k (3 → 7)",FALSE,,8.510492247,13.468669850000001,linear,value
Brazil,Latin America,1995,2024,2.606243988,6.7118321,161735036,211998573,7289.974793600483,3301.0178290080453,0.001,4.1055881119999995,0.9459618541536142,3.988956964592438,0.792269234397131,black,$4k,0.95,$4k,4.659038044,3 → 7,1.19 → 1.99,4,+4k (3 → 7),"Latin America
+4k (3 → 7)",FALSE,,2.606243988,6.7118321,linear,value
Colombia,Latin America,1995,2024,7.046999138,11.10741,35804622,52886363,7289.974793600483,3301.0178290080453,0.001,4.0604108619999995,0.4550105811384214,3.988956964592438,0.792269234397131,black,$4k,0.46,$4k,9.077204569,3 → 7,1.19 → 1.99,4,+4k (3 → 7),"Latin America
+4k (3 → 7)",FALSE,,7.046999138,11.10741,linear,value
Mexico,Latin America,1995,2024,2.7177665120000003,5.891597261,90862395,130861007,7289.974793600483,3301.0178290080453,0.001,3.173830749,0.7737167350364291,3.988956964592438,0.792269234397131,black,$3k,0.77,$3k,4.3046818865,3 → 7,1.19 → 1.99,4,+4k (3 → 7),"Latin America
+4k (3 → 7)",FALSE,,2.7177665120000003,5.891597261,linear,value
Greece,Southern Europe,1995,2024,16.99742057,19.984197690000002,10519187,10388805,24309.323664905445,16239.80684397011,0.001,2.986777120000003,0.1618802443808176,8.069516820935336,0.4033945258515609,black,$3k,0.16,$3k,18.490809130000002,16 → 24,2.79 → 3.19,8,+8k (16 → 24),"Southern Europe
+8k (16 → 24)",FALSE,,16.99742057,19.984197690000002,linear,value
Romania,CEE,1996,2024,9.022667602290461,62.90725485448347,22541865,19069340,65.64933856858575,20.612179284110102,1,53.88458725219301,1.941921463155348,45.03715928447565,1.1584453971078383,black,+54%,1.94,+54%,35.96496122838697,21 → 66,3.03 → 4.18,45,+45% (21 → 66),"CEE
+45% (21 → 66)",TRUE,(1996-2024),9.022667602290461,62.90725485448347,linear,% of W_EUR3
Lithuania,CEE,1995,2024,11.483256827800263,64.45552109362393,3626997,2888055,65.64933856858575,20.612179284110102,1,52.97226426582367,1.7250853440149356,45.03715928447565,1.1584453971078383,black,+53%,1.73,+53%,37.969388960712095,21 → 66,3.03 → 4.18,45,+45% (21 → 66),"CEE
+45% (21 → 66)",FALSE,,11.483256827800263,64.45552109362393,linear,% of W_EUR3
"South
Korea",Asia,1995,2023,31.93321682127921,83.84830619009736,45368368,51748695,83.84830619009736,31.933216821279206,1,51.91508936881815,0.9653625398902027,51.91508936881816,0.9653625398902029,black,+52%,0.97,+52%,57.89076150568829,32 → 84,3.46 → 4.43,52,+52% (32 → 84),"Asia
+52% (32 → 84)",TRUE,(1995-2023),31.93321682127921,83.84830619009736,linear,% of W_EUR3
