country,region,start_yr,end_yr,start,end,pop_start,pop_end,mean_end,mean_start,scale_flag,scaling,change,log_change,mean_lin_diff,mean_log_diff,label_color,label_txt_linear,label_txt_log,label_final,x_text,mean_start_end_lin,mean_start_end_log,mean_label_val,mean_label_txt,region_lab,period_lab_T_F,period_lab,x_start,x_end,type_scale,sel_var
Slovenia,CEE,2005,2023,39.61084,51.474453,2118353,1996858,45.77661955120762,26.822660952896424,FALSE,1,11.863612999999994,0.26198280816473096,18.953958598311193,0.5345263824493995,black,$12,0.26,$12,45.542646500000004,27 → 46,3.29 → 3.82,19,+19 (27 → 46),"CEE
+19 (27 → 46)",FALSE,,39.61084,51.474453,linear,value
Argentina,Latin America,2005,2023,21.956108,33.81828,45538356,39216734,23.15919863828814,17.107780762123383,FALSE,1,11.862172000000001,0.43195611509205656,6.051417876164756,0.30285867564659485,black,$12,0.43,$12,27.887194,17 → 23,2.84 → 3.14,6,+6 (17 → 23),"Latin America
+6 (17 → 23)",FALSE,,21.956108,33.81828,linear,value
"North
Macedonia",ex-USSR/Balkans,2005,2023,16.79049,27.96674,1831749,2089764,32.228450630130936,14.341691389794603,FALSE,1,11.176250000000003,0.5102032922691406,17.886759240336332,0.8096788450878547,black,$11,0.51,$11,22.378615,14 → 32,2.66 → 3.47,18,+18 (14 → 32),"ex-USSR/Balkans
+18 (14 → 32)",FALSE,,16.79049,27.96674,linear,value
Slovakia,CEE,2005,2023,32.93329,43.989033,5518008,5376650,45.77661955120762,26.822660952896424,FALSE,1,11.055743,0.28945635255494434,18.953958598311193,0.5345263824493995,black,$11,0.29,$11,38.4611615,27 → 46,3.29 → 3.82,19,+19 (27 → 46),"CEE
+19 (27 → 46)",FALSE,,32.93329,43.989033,linear,value
Moldova,ex-USSR/Balkans,2005,2023,6.8527308,17.567554,3067017,3988618,32.228450630130936,14.341691389794603,FALSE,1,10.714823200000001,0.9414064481715902,17.886759240336332,0.8096788450878547,black,$11,0.94,$11,12.2101424,14 → 32,2.66 → 3.47,18,+18 (14 → 32),"ex-USSR/Balkans
+18 (14 → 32)",FALSE,,6.8527308,17.567554,linear,value
Hungary,CEE,2005,2023,32.128788,42.33395,9686418,10065654,45.77661955120762,26.822660952896424,FALSE,1,10.205162000000001,0.2758369139526038,18.953958598311193,0.5345263824493995,black,$10,0.28,$10,37.231369,27 → 46,3.29 → 3.82,19,+19 (27 → 46),"CEE
+19 (27 → 46)",FALSE,,32.128788,42.33395,linear,value
Thailand,Asia,2005,2023,9.0982485,19.039349,71702397,66017363,19.409006059628425,7.743862430083926,FALSE,1,9.941100500000001,0.7384259151320993,11.665143629544499,0.9188366031194388,black,$10,0.74,$10,14.068798750000001,8 → 19,2.05 → 2.97,12,+12 (8 → 19),"Asia
+12 (8 → 19)",FALSE,,9.0982485,19.039349,linear,value
"Dominican
Republic",Latin America,2005,2023,13.452188,23.229465,11331213,9224982,23.15919863828814,17.107780762123383,FALSE,1,9.777277000000002,0.5462797465558106,6.051417876164756,0.30285867564659485,black,$10,0.55,$10,18.3408265,17 → 23,2.84 → 3.14,6,+6 (17 → 23),"Latin America
+6 (17 → 23)",FALSE,,13.452188,23.229465,linear,value
Portugal,Southern Europe,2005,2023,33.0727,42.760372,10430680,10502943,61.39878314432743,47.82907161537171,FALSE,1,9.687672,0.2569036171819717,13.569711528955722,0.24975636904707782,black,$10,0.26,$10,37.916535999999994,48 → 61,3.87 → 4.12,14,+14 (48 → 61),"Southern Europe
+14 (48 → 61)",FALSE,,33.0727,42.760372,linear,value
Malaysia,Asia,2005,2023,20.31742,29.745306,35126249,25836027,19.409006059628425,7.743862430083926,FALSE,1,9.427886,0.3811926918850602,11.665143629544499,0.9188366031194388,black,$9,0.38,$9,25.031363,8 → 19,2.05 → 2.97,12,+12 (8 → 19),"Asia
+12 (8 → 19)",FALSE,,20.31742,29.745306,linear,value
Serbia,ex-USSR/Balkans,2005,2023,16.001125,25.35898,6773156,7539095,32.228450630130936,14.341691389794603,FALSE,1,9.357855,0.46047387567198383,17.886759240336332,0.8096788450878547,black,$9,0.46,$9,20.6800525,14 → 32,2.66 → 3.47,18,+18 (14 → 32),"ex-USSR/Balkans
+18 (14 → 32)",FALSE,,16.001125,25.35898,linear,value
Ukraine,ex-USSR/Balkans,2005,2023,9.985818,19.289892,37732781,47585510,32.228450630130936,14.341691389794603,FALSE,1,9.304073999999998,0.6584153417495238,17.886759240336332,0.8096788450878547,black,$9,0.66,$9,14.637854999999998,14 → 32,2.66 → 3.47,18,+18 (14 → 32),"ex-USSR/Balkans
+18 (14 → 32)",FALSE,,9.985818,19.289892,linear,value
Brazil,Latin America,2005,2023,12.276319,19.95744,211140678,184688047,23.15919863828814,17.107780762123383,FALSE,1,7.681120999999997,0.4859298840617711,6.051417876164756,0.30285867564659485,black,$8,0.49,$8,16.1168795,17 → 23,2.84 → 3.14,6,+6 (17 → 23),"Latin America
+6 (17 → 23)",FALSE,,12.276319,19.95744,linear,value
Ecuador,Latin America,2005,2023,11.528501,18.797377,17980034,13846112,23.15919863828814,17.107780762123383,FALSE,1,7.268876000000001,0.48889502166922844,6.051417876164756,0.30285867564659485,black,$7,0.49,$7,15.162939000000001,17 → 23,2.84 → 3.14,6,+6 (17 → 23),"Latin America
+6 (17 → 23)",FALSE,,11.528501,18.797377,linear,value
Morocco,Africa,2005,2023,7.150038,13.618808,37712463,30358088,23.191506911659534,15.539268095484172,FALSE,1,6.468769999999999,0.6443341071589436,7.6522388161753625,0.4004158845264678,black,$6,0.64,$6,10.384423,16 → 23,2.74 → 3.14,8,+8 (16 → 23),"Africa
+8 (16 → 23)",FALSE,,7.150038,13.618808,linear,value
Paraguay,Latin America,2005,2023,9.919018,16.35828,6844101,5448045,23.15919863828814,17.107780762123383,FALSE,1,6.439262000000001,0.5002802667119848,6.051417876164756,0.30285867564659485,black,$6,0.5,$6,13.138649000000001,17 → 23,2.84 → 3.14,6,+6 (17 → 23),"Latin America
+6 (17 → 23)",FALSE,,9.919018,16.35828,linear,value
Colombia,Latin America,2005,2023,10.149454,16.155731,52321104,42128928,23.15919863828814,17.107780762123383,FALSE,1,6.006276999999999,0.46485493646417275,6.051417876164756,0.30285867564659485,black,$6,0.46,$6,13.1525925,17 → 23,2.84 → 3.14,6,+6 (17 → 23),"Latin America
+6 (17 → 23)",FALSE,,10.149454,16.155731,linear,value
Israel,Asia,2005,2023,42.21452,46.17877,9256261,6728156,19.409006059628425,7.743862430083926,FALSE,1,3.96425,0.08975593097391124,11.665143629544499,0.9188366031194388,black,$4,0.09,$4,44.196645000000004,8 → 19,2.05 → 2.97,12,+12 (8 → 19),"Asia
+12 (8 → 19)",FALSE,,42.21452,46.17877,linear,value
Tunisia,Africa,2005,2023,14.176201,16.799356,12200387,10255431,23.191506911659534,15.539268095484172,FALSE,1,2.623154999999999,0.16977597968502806,7.6522388161753625,0.4004158845264678,black,$3,0.17,$3,15.487778500000001,16 → 23,2.74 → 3.14,8,+8 (16 → 23),"Africa
+8 (16 → 23)",FALSE,,14.176201,16.799356,linear,value
Greece,Southern Europe,2005,2023,35.795254,37.6641,10242850,10981291,61.39878314432743,47.82907161537171,FALSE,1,1.8688459999999978,0.05089207134347125,13.569711528955722,0.24975636904707782,black,$2,0.05,$2,36.729676999999995,48 → 61,3.87 → 4.12,14,+14 (48 → 61),"Southern Europe
+14 (48 → 61)",FALSE,,35.795254,37.6641,linear,value
Algeria,Africa,2005,2023,24.904377,25.869389,46164169,33109211,23.191506911659534,15.539268095484172,FALSE,1,0.9650120000000015,0.038016806673426565,7.6522388161753625,0.4004158845264678,black,$1,0.04,$1,25.386883,16 → 23,2.74 → 3.14,8,+8 (16 → 23),"Africa
+8 (16 → 23)",FALSE,,24.904377,25.869389,linear,value
Jamaica,Latin America,2005,2023,10.069793,10.500006,2839729,2687020,23.15919863828814,17.107780762123383,FALSE,1,0.4302130000000002,0.041835678179943755,6.051417876164756,0.30285867564659485,black,$0,0.04,$0,10.284899500000002,17 → 23,2.84 → 3.14,6,+6 (17 → 23),"Latin America
+6 (17 → 23)",FALSE,,10.069793,10.500006,linear,value
Iran,Asia,2005,2023,22.433914,22.038479,90608663,71828417,19.409006059628425,7.743862430083926,FALSE,1,-0.39543500000000265,-0.0177838607345646,11.665143629544499,0.9188366031194388,red,$0,-0.02,$0,22.2361965,8 → 19,2.05 → 2.97,12,+12 (8 → 19),"Asia
+12 (8 → 19)",FALSE,,22.433914,22.038479,linear,value
Mexico,Latin America,2005,2023,27.390198,26.803362,129739713,105811451,23.15919863828814,17.107780762123383,FALSE,1,-0.5868360000000017,-0.021657884754428352,6.051417876164756,0.30285867564659485,red,$-1,-0.02,$-1,27.096780000000003,17 → 23,2.84 → 3.14,6,+6 (17 → 23),"Latin America
+6 (17 → 23)",FALSE,,27.390198,26.803362,linear,value
"South
Africa",Africa,2005,2023,21.256033,19.420797,63212339,49489992,23.191506911659534,15.539268095484172,FALSE,1,-1.8352359999999983,-0.09029625877329694,7.6522388161753625,0.4004158845264678,red,$-2,-0.09,$-2,20.338414999999998,16 → 23,2.74 → 3.14,8,+8 (16 → 23),"Africa
+8 (16 → 23)",FALSE,,21.256033,19.420797,linear,value
Georgia,ex-USSR/Balkans,2005,2023,22.2122194681306,56.832117845594325,3807436,4026093,39.06423227321421,21.25280181186865,FALSE,1,34.61989837746373,0.9394590570042151,17.81143046134556,0.6087185360583687,black,+35%,0.94,+35%,39.52216865686246,21 → 39,3.06 → 3.67,18,+18% (21 → 39),"ex-USSR/Balkans
+18% (21 → 39)",FALSE,,22.2122194681306,56.832117845594325,linear,% of DE
Romania,CEE,2005,2023,23.709824401281452,57.06296667895942,19118433,21213352,55.48602132176616,39.748219495540255,FALSE,1,33.35314227767797,0.8782658427581885,15.737801826225905,0.33356607341991357,black,+33%,0.88,+33%,40.38639554012043,40 → 55,3.68 → 4.02,16,+16% (40 → 55),"CEE
+16% (40 → 55)",FALSE,,23.709824401281452,57.06296667895942,linear,% of DE
Kazakhstan,ex-USSR/Balkans,2005,2023,20.588610953104645,45.538712630456466,20330063,15968071,39.06423227321421,21.25280181186865,FALSE,1,24.95010167735182,0.7938247346973152,17.81143046134556,0.6087185360583687,black,+25%,0.79,+25%,33.063661791780554,21 → 39,3.06 → 3.67,18,+18% (21 → 39),"ex-USSR/Balkans
+18% (21 → 39)",FALSE,,20.588610953104645,45.538712630456466,linear,% of DE
Russia,ex-USSR/Balkans,2005,2023,23.746068454551526,44.4138316817912,145440454,144597838,39.06423227321421,21.25280181186865,FALSE,1,20.667763227239675,0.6261339672673332,17.81143046134556,0.6087185360583687,black,+21%,0.63,+21%,34.079950068171364,21 → 39,3.06 → 3.67,18,+18% (21 → 39),"ex-USSR/Balkans
+18% (21 → 39)",FALSE,,23.746068454551526,44.4138316817912,linear,% of DE
Latvia,CEE,2005,2023,33.69339839717351,53.32475567772216,1882336,2239738,55.48602132176616,39.748219495540255,FALSE,1,19.63135728054865,0.4590987576785295,15.737801826225905,0.33356607341991357,black,+20%,0.46,+20%,43.50907703744784,40 → 55,3.68 → 4.02,16,+16% (40 → 55),"CEE
+16% (40 → 55)",FALSE,,33.69339839717351,53.32475567772216,linear,% of DE
Belarus,ex-USSR/Balkans,2005,2023,23.06615384398801,42.5815971711918,9115626,9667778,39.06423227321421,21.25280181186865,FALSE,1,19.515443327203794,0.613055827142307,17.81143046134556,0.6087185360583687,black,+20%,0.61,+20%,32.823875507589904,21 → 39,3.06 → 3.67,18,+18% (21 → 39),"ex-USSR/Balkans
+18% (21 → 39)",FALSE,,23.06615384398801,42.5815971711918,linear,% of DE
Lithuania,CEE,2005,2023,39.1668906172166,58.18078591001885,2854061,3322225,55.48602132176616,39.748219495540255,FALSE,1,19.013895292802246,0.39572339844026355,15.737801826225905,0.33356607341991357,black,+19%,0.4,+19%,48.673838263617725,40 → 55,3.68 → 4.02,16,+16% (40 → 55),"CEE
+16% (40 → 55)",FALSE,,39.1668906172166,58.18078591001885,linear,% of DE
Azerbaijan,ex-USSR/Balkans,2005,2023,10.106904249118072,28.393462274931235,10318161,8597205,39.06423227321421,21.25280181186865,FALSE,1,18.286558025813164,1.0329401377515255,17.81143046134556,0.6087185360583687,black,+18%,1.03,+18%,19.250183262024652,21 → 39,3.06 → 3.67,18,+18% (21 → 39),"ex-USSR/Balkans
+18% (21 → 39)",FALSE,,10.106904249118072,28.393462274931235,linear,% of DE
Uruguay,Latin America,2005,2023,28.903747794855814,46.95087069972033,3388029,3285727,28.07135612103481,25.351840595108122,FALSE,1,18.04712290486452,0.4851304825439,2.7195155259266883,0.10189836661710917,black,+18%,0.49,+18%,37.92730924728807,25 → 28,3.23 → 3.33,3,+3% (25 → 28),"Latin America
+3% (25 → 28)",FALSE,,28.903747794855814,46.95087069972033,linear,% of DE
Egypt,Africa,2005,2023,17.066912423220526,34.897515095997115,114535724,81100965,28.11051710676791,23.027478151553538,FALSE,1,17.83060267277659,0.7152739829139764,5.0830389552143735,0.19945557549698192,black,+18%,0.72,+18%,25.98221375960882,23 → 28,3.14 → 3.34,5,+5% (23 → 28),"Africa
+5% (23 → 28)",FALSE,,17.066912423220526,34.897515095997115,linear,% of DE
Estonia,CEE,2005,2023,38.79443399341878,55.943472320242705,1367143,1354799,55.48602132176616,39.748219495540255,FALSE,1,17.149038326823927,0.36606497551110356,15.737801826225905,0.33356607341991357,black,+17%,0.37,+17%,47.36895315683074,40 → 55,3.68 → 4.02,16,+16% (40 → 55),"CEE
+16% (40 → 55)",FALSE,,38.79443399341878,55.943472320242705,linear,% of DE
"South
Korea",Asia,2005,2023,49.663451781501614,64.97916423614572,51748695,47851594,23.52573288759636,11.475548386298549,FALSE,1,15.315712454644107,0.2687973823444818,12.05018450129781,0.7178762940899531,black,+15%,0.27,+15%,57.321308008823664,11 → 24,2.44 → 3.16,12,+12% (11 → 24),"Asia
+12% (11 → 24)",FALSE,,49.663451781501614,64.97916423614572,linear,% of DE
Poland,CEE,2005,2023,41.48301573107203,56.59147642442668,38762796,38124333,55.48602132176616,39.748219495540255,FALSE,1,15.108460693354651,0.3105742966859424,15.737801826225905,0.33356607341991357,black,+15%,0.31,+15%,49.03724607774936,40 → 55,3.68 → 4.02,16,+16% (40 → 55),"CEE
+16% (40 → 55)",FALSE,,41.48301573107203,56.59147642442668,linear,% of DE
Bulgaria,CEE,2005,2023,31.188839178905777,45.1545023449666,6795757,7695001,55.48602132176616,39.748219495540255,FALSE,1,13.965663166060825,0.37002968240859346,15.737801826225905,0.33356607341991357,black,+14%,0.37,+14%,38.17167076193619,40 → 55,3.68 → 4.02,16,+16% (40 → 55),"CEE
+16% (40 → 55)",FALSE,,31.188839178905777,45.1545023449666,linear,% of DE
China,Asia,2005,2023,7.806264880485982,21.445647289265878,1422584878,1310027084,23.52573288759636,11.475548386298549,FALSE,1,13.639382408779895,1.0105951000877815,12.05018450129781,0.7178762940899531,black,+14%,1.01,+14%,14.62595608487593,11 → 24,2.44 → 3.16,12,+12% (11 → 24),"Asia
+12% (11 → 24)",FALSE,,7.806264880485982,21.445647289265878,linear,% of DE
Costa Rica,Latin America,2005,2023,21.149064523913733,33.072788357256734,5105469,4261187,28.07135612103481,25.351840595108122,FALSE,1,11.923723833343,0.44711516629354936,2.7195155259266883,0.10189836661710917,black,+12%,0.45,+12%,27.11092644058523,25 → 28,3.23 → 3.33,3,+3% (25 → 28),"Latin America
+3% (25 → 28)",FALSE,,21.149064523913733,33.072788357256734,linear,% of DE
Moldova,ex-USSR/Balkans,2005,2023,10.154989784965238,21.29370157455333,3067017,3988618,39.06423227321421,21.25280181186865,FALSE,1,11.138711789588093,0.7404461391421043,17.81143046134556,0.6087185360583687,black,+11%,0.74,+11%,15.724345679759285,21 → 39,3.06 → 3.67,18,+18% (21 → 39),"ex-USSR/Balkans
+18% (21 → 39)",FALSE,,10.154989784965238,21.29370157455333,linear,% of DE
Chile,Latin America,2005,2023,28.86805204069891,38.80833697217039,19658791,16348730,28.07135612103481,25.351840595108122,FALSE,1,9.940284931471478,0.2958995760439385,2.7195155259266883,0.10189836661710917,black,+10%,0.3,+10%,33.83819450643465,25 → 28,3.23 → 3.33,3,+3% (25 → 28),"Latin America
+3% (25 → 28)",FALSE,,28.86805204069891,38.80833697217039,linear,% of DE
Thailand,Asia,2005,2023,13.482598875557072,23.077670105910613,71702397,66017363,23.52573288759636,11.475548386298549,FALSE,1,9.595071230353541,0.5374656061026134,12.05018450129781,0.7178762940899531,black,+10%,0.54,+10%,18.280134490733843,11 → 24,2.44 → 3.16,12,+12% (11 → 24),"Asia
+12% (11 → 24)",FALSE,,13.482598875557072,23.077670105910613,linear,% of DE
Czechia,CEE,2005,2023,52.037388368338156,61.42682937546041,10809674,10280103,55.48602132176616,39.748219495540255,FALSE,1,9.389441007122251,0.16588423292294208,15.737801826225905,0.33356607341991357,black,+9%,0.17,+9%,56.732108871899285,40 → 55,3.68 → 4.02,16,+16% (40 → 55),"CEE
+16% (40 → 55)",FALSE,,52.037388368338156,61.42682937546041,linear,% of DE
"North
Macedonia",ex-USSR/Balkans,2005,2023,24.881650747839235,33.898595989693476,1831749,2089764,39.06423227321421,21.25280181186865,FALSE,1,9.016945241854241,0.30924298323965466,17.81143046134556,0.6087185360583687,black,+9%,0.31,+9%,29.390123368766353,21 → 39,3.06 → 3.67,18,+18% (21 → 39),"ex-USSR/Balkans
+18% (21 → 39)",FALSE,,24.881650747839235,33.898595989693476,linear,% of DE
Ukraine,ex-USSR/Balkans,2005,2023,14.797878793738988,23.381354265560457,37732781,47585510,39.06423227321421,21.25280181186865,FALSE,1,8.583475471821469,0.45745503272003785,17.81143046134556,0.6087185360583687,black,+9%,0.46,+9%,19.089616529649724,21 → 39,3.06 → 3.67,18,+18% (21 → 39),"ex-USSR/Balkans
+18% (21 → 39)",FALSE,,14.797878793738988,23.381354265560457,linear,% of DE
Argentina,Latin America,2005,2023,32.53652579751032,40.99127073038657,45538356,39216734,28.07135612103481,25.351840595108122,FALSE,1,8.454744932876245,0.23099580606257078,2.7195155259266883,0.10189836661710917,black,+8%,0.23,+8%,36.76389826394845,25 → 28,3.23 → 3.33,3,+3% (25 → 28),"Latin America
+3% (25 → 28)",FALSE,,32.53652579751032,40.99127073038657,linear,% of DE
Spain,Southern Europe,2005,2023,69.12774428337048,77.57120792522045,47911535,43958840,74.42170750213852,70.87739878509025,FALSE,1,8.443463641849974,0.11524016709193458,3.544308717048267,0.04879606001759204,black,+8%,0.12,+8%,73.34947610429546,71 → 74,4.26 → 4.31,4,+4% (71 → 74),"Southern Europe
+4% (71 → 74)",FALSE,,69.12774428337048,77.57120792522045,linear,% of DE
"Dominican
Republic",Latin America,2005,2023,19.934656082715513,28.156526255535148,11331213,9224982,28.07135612103481,25.351840595108122,FALSE,1,8.221870172819635,0.3453194375263248,2.7195155259266883,0.10189836661710917,black,+8%,0.35,+8%,24.04559116912533,25 → 28,3.23 → 3.33,3,+3% (25 → 28),"Latin America
+3% (25 → 28)",FALSE,,19.934656082715513,28.156526255535148,linear,% of DE
Croatia,CEE,2005,2023,43.03181401871908,50.37734311056782,3895973,4313901,55.48602132176616,39.748219495540255,FALSE,1,7.345529091848739,0.15760182951442814,15.737801826225905,0.33356607341991357,black,+7%,0.16,+7%,46.704578564643455,40 → 55,3.68 → 4.02,16,+16% (40 → 55),"CEE
+16% (40 → 55)",FALSE,,43.03181401871908,50.37734311056782,linear,% of DE
Serbia,ex-USSR/Balkans,2005,2023,23.711899046574523,30.73771979611199,6773156,7539095,39.06423227321421,21.25280181186865,FALSE,1,7.025820749537466,0.25951356664249803,17.81143046134556,0.6087185360583687,black,+7%,0.26,+7%,27.224809421343256,21 → 39,3.06 → 3.67,18,+18% (21 → 39),"ex-USSR/Balkans
+18% (21 → 39)",FALSE,,23.711899046574523,30.73771979611199,linear,% of DE
