STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,PL,Poland,2025-Q3,,202.827,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,PL,Poland,2025-Q4,,205.238,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2022-Q2,,186.648,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2022-Q3,,193.600,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2022-Q4,,191.239,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2023-Q1,,190.189,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2023-Q2,,190.775,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2023-Q3,,193.394,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2023-Q4,,196.571,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2024-Q1,,196.402,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2024-Q2,,199.582,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2024-Q3,,197.131,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2024-Q4,,204.875,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2025-Q1,,200.254,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2025-Q2,,202.766,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2025-Q3,,203.878,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,RO,Romania,2025-Q4,,200.131,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2022-Q2,,131.358,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2022-Q3,,129.168,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2022-Q4,,129.110,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2023-Q1,,129.236,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2023-Q2,,129.445,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2023-Q3,,131.848,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2023-Q4,,134.420,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2024-Q1,,134.000,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2024-Q2,,136.039,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2024-Q3,,132.813,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2024-Q4,,136.122,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2025-Q1,,136.667,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2025-Q2,,136.751,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2025-Q3,,138.251,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SI,Slovenia,2025-Q4,,142.882,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2022-Q2,,146.087,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2022-Q3,,146.337,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2022-Q4,,150.971,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2023-Q1,,134.300,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2023-Q2,,138.488,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2023-Q3,,145.394,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2023-Q4,,145.533,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2024-Q1,,145.092,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2024-Q2,,148.101,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2024-Q3,,147.413,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2024-Q4,,147.458,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2025-Q1,,148.954,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2025-Q2,,147.950,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2025-Q3,,147.305,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P5,Final consumption expenditure and gross capital formation,SK,Slovakia,2025-Q4,,147.547,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2022-Q2,,182.159,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2022-Q3,,182.268,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2022-Q4,,182.545,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2023-Q1,,180.981,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2023-Q2,,178.059,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2023-Q3,,179.257,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2023-Q4,,181.580,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2024-Q1,,181.500,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2024-Q2,,186.448,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2024-Q3,,187.679,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2024-Q4,,188.844,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2025-Q1,,190.239,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2025-Q2,,191.955,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2025-Q3,,194.353,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",BG,Bulgaria,2025-Q4,,198.045,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2022-Q2,,168.306,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2022-Q3,,169.429,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2022-Q4,,170.233,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2023-Q1,,169.159,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2023-Q2,,169.229,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2023-Q3,,167.420,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2023-Q4,,167.283,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2024-Q1,,167.824,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2024-Q2,,168.444,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2024-Q3,,170.869,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2024-Q4,,171.144,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2025-Q1,,173.817,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2025-Q2,,175.300,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2025-Q3,,176.290,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",CZ,Czechia,2025-Q4,,177.496,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2022-Q2,,187.221,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2022-Q3,,186.867,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2022-Q4,,183.821,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2023-Q1,,177.098,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2023-Q2,,172.498,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",SCA,Seasonally and calendar adjusted data,P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2023-Q3,,173.848,,,,,
