megye,telepules,AL,B,C,EL,FL,IL,JL,OL,KL,L,M,NL,MKKP,TISZA,Mi_Hazank,DK,FIDESZ_KDNP,reszvetel_pct
Komárom-Esztergom,Tardos,1300,0,0,1300,1051,0,1051,0,1051,0,8,1043,4,638,56,10,327,80.8462
Komárom-Esztergom,Tarján,2101,0,0,2101,1773,0,1773,0,1773,0,10,1763,11,868,102,17,554,84.3884
Komárom-Esztergom,Tata,17341,0,0,17341,14506,0,14506,0,14503,0,62,14441,121,8578,789,176,4732,83.6515
Komárom-Esztergom,Tatabánya,50611,1693,759,53063,39260,2341,41601,4,41587,0,187,41400,347,24886,1965,660,13398,78.3993
Komárom-Esztergom,Tokod,3295,0,0,3295,2491,0,2491,0,2489,0,15,2474,17,1377,140,16,923,75.5994
Komárom-Esztergom,Tokodaltáró,2214,0,0,2214,1702,0,1702,0,1681,0,5,1676,7,894,110,17,644,76.8744
Komárom-Esztergom,Tárkány,1148,0,0,1148,872,0,872,0,875,0,19,856,6,370,42,5,431,75.9582
Komárom-Esztergom,Tát,4237,0,0,4237,3449,0,3449,2,3449,0,14,3435,23,2057,182,30,1121,81.4019
Komárom-Esztergom,Várgesztes,509,0,0,509,437,0,437,0,437,0,4,433,5,251,31,3,108,85.8546
Komárom-Esztergom,Vérteskethely,460,0,0,460,345,0,345,0,345,0,0,345,1,176,24,2,142,75.0
Komárom-Esztergom,Vértessomló,1134,0,0,1134,978,0,978,0,979,0,5,974,5,555,59,8,269,86.2434
Komárom-Esztergom,Vértesszőlős,2797,0,0,2797,2169,0,2169,0,2162,0,7,2155,19,1256,111,38,728,77.5474
Komárom-Esztergom,Vértestolna,446,0,0,446,373,0,373,0,373,0,1,372,2,212,25,5,101,83.6323
Komárom-Esztergom,Ács,5463,0,0,5463,4058,0,4058,0,4057,0,29,4028,23,1977,226,42,1759,74.2815
Komárom-Esztergom,Ácsteszér,549,0,0,549,426,0,426,0,426,0,5,421,5,182,21,6,207,77.5956
Komárom-Esztergom,Ászár,1347,0,0,1347,1080,0,1080,0,1079,0,3,1076,9,575,71,3,418,80.1782
Komárom-Esztergom,Úny,575,0,0,575,464,0,464,0,464,0,2,462,5,228,32,1,196,80.6957
Nógrád,Alsópetény,477,0,0,477,379,0,379,0,379,0,2,377,2,191,31,7,146,79.4549
Nógrád,Alsótold,174,0,0,174,149,0,149,0,149,0,2,147,0,79,8,0,60,85.6322
Nógrád,Balassagyarmat,10870,2474,511,13855,8904,2819,11723,1,11718,0,83,11635,68,6909,872,117,3607,84.6121
Nógrád,Becske,406,0,0,406,320,0,320,0,320,0,4,316,0,123,40,2,144,78.8177
Nógrád,Bercel,1259,0,0,1259,985,0,985,0,985,0,1,984,6,365,87,12,513,78.2367
Nógrád,Berkenye,614,0,0,614,520,0,520,0,520,0,2,518,3,223,46,3,170,84.6906
Nógrád,Bokor,80,0,0,80,71,0,71,0,71,0,0,71,1,32,6,1,31,88.75
Nógrád,Borsosberény,703,0,0,703,517,0,517,0,517,0,8,509,2,264,31,3,187,73.542
Nógrád,Buják,1542,0,0,1542,1145,0,1145,1,1144,0,14,1130,2,401,106,12,609,74.2542
Nógrád,Bánk,590,0,0,590,490,0,490,0,485,0,3,482,5,227,54,8,181,83.0508
Nógrád,Bárna,729,0,0,729,548,0,548,0,548,0,2,546,3,192,47,3,301,75.1715
Nógrád,Bátonyterenye,8694,0,0,8694,6119,0,6119,0,6116,0,45,6071,24,3331,365,90,2200,70.3819
Nógrád,Bér,269,0,0,269,215,0,215,0,215,0,2,213,2,76,15,0,116,79.9257
Nógrád,Cered,773,0,0,773,541,0,541,0,541,0,5,536,4,225,24,11,271,69.9871
Nógrád,Cserháthaláp,266,0,0,266,223,0,223,0,223,0,0,223,2,104,31,0,86,83.8346
Nógrád,Cserhátsurány,581,0,0,581,444,0,444,0,444,0,4,440,2,160,23,3,246,76.42
Nógrád,Cserhátszentiván,96,0,0,96,78,0,78,0,78,0,0,78,2,33,6,1,36,81.25
Nógrád,Csesztve,252,0,0,252,205,0,205,0,204,0,2,202,2,96,34,1,60,81.3492
Nógrád,Csitár,308,0,0,308,248,0,248,0,248,0,0,248,0,102,17,4,117,80.5195
Nógrád,Csécse,663,0,0,663,523,0,523,0,521,0,2,519,1,205,52,8,248,78.8839
Nógrád,Debercsény,70,0,0,70,54,0,54,0,54,0,0,54,0,18,13,0,23,77.1429
Nógrád,Dejtár,1078,0,0,1078,798,0,798,0,798,0,13,785,1,352,49,9,346,74.026
Nógrád,Diósjenő,2224,0,0,2224,1662,0,1662,0,1662,0,5,1657,12,705,138,15,783,74.7302
Nógrád,Dorogháza,769,0,0,769,590,0,590,0,590,0,8,582,3,265,35,7,265,76.723
Nógrád,Drégelypalánk,1046,0,0,1046,718,0,718,0,718,0,16,702,1,252,76,6,345,68.6424
Nógrád,Ecseg,866,0,0,866,618,0,618,0,618,0,3,615,1,214,38,3,340,71.3626
Nógrád,Egyházasdengeleg,315,0,0,315,250,0,250,0,244,0,1,243,0,120,23,3,96,79.3651
Nógrád,Egyházasgerge,529,0,0,529,368,0,368,0,366,0,3,363,1,132,12,3,214,69.5652
Nógrád,Endrefalva,861,0,0,861,575,0,575,0,575,0,16,559,3,129,4,3,361,66.7828
Nógrád,Erdőkürt,418,0,0,418,343,0,343,0,342,0,4,338,1,151,38,2,145,82.0574
Nógrád,Erdőtarcsa,422,0,0,422,299,0,299,0,299,0,5,294,0,96,36,1,144,70.8531
Nógrád,Etes,996,0,0,996,638,0,638,0,637,0,2,635,0,295,29,7,293,64.0562
Nógrád,Felsőpetény,457,0,0,457,392,0,392,0,392,0,2,390,1,130,36,3,218,85.7768
Nógrád,Felsőtold,112,0,0,112,84,0,84,0,84,0,1,83,0,47,5,1,30,75.0
Nógrád,Galgaguta,483,0,0,483,392,0,392,0,392,0,2,390,2,170,39,2,174,81.1594
Nógrád,Garáb,28,0,0,28,24,0,24,0,24,0,0,24,0,9,5,0,10,85.7143
Nógrád,Herencsény,443,0,0,443,330,0,330,0,330,0,4,326,1,107,24,4,186,74.4921
Nógrád,Hollókő,246,0,0,246,205,0,205,0,205,0,1,204,0,109,15,0,79,83.3333
Nógrád,Hont,379,0,0,379,289,0,289,0,289,0,5,284,3,89,20,0,171,76.2533
Nógrád,Horpács,137,0,0,137,115,0,115,0,114,0,0,114,1,55,12,1,44,83.9416
Nógrád,Hugyag,623,0,0,623,422,0,422,0,422,0,13,409,0,111,6,1,267,67.7368
Nógrád,Héhalom,748,0,0,748,579,0,579,0,579,0,15,564,2,236,30,0,283,77.4064
Nógrád,Iliny,112,0,0,112,93,0,93,0,93,0,0,93,0,30,16,0,47,83.0357
Nógrád,Ipolyszög,428,0,0,428,319,0,319,0,320,0,4,316,1,135,36,4,127,74.5327
Nógrád,Ipolytarnóc,297,0,0,297,195,0,195,0,195,0,2,193,0,61,10,3,118,65.6566
Nógrád,Ipolyvece,608,0,0,608,441,0,441,0,441,0,3,438,4,138,32,1,251,72.5329
Nógrád,Jobbágyi,1498,0,0,1498,1090,0,1090,0,1090,0,21,1069,3,473,79,15,458,72.7637
Nógrád,Karancsalja,1122,0,0,1122,865,0,865,0,865,0,1,864,5,445,76,9,328,77.0945
Nógrád,Karancsberény,635,0,0,635,505,0,505,0,505,0,4,501,3,250,38,6,204,79.5276
Nógrád,Karancskeszi,1309,0,0,1309,873,0,873,0,873,0,4,869,4,332,59,11,460,66.6921
Nógrád,Karancslapujtő,1915,0,0,1915,1437,0,1437,0,1437,0,4,1433,12,605,99,16,699,75.0392
Nógrád,Karancsság,894,0,0,894,577,0,577,0,577,0,9,568,2,168,13,0,369,64.5414
Nógrád,Kazár,1329,0,0,1329,902,0,902,0,902,0,13,889,5,400,47,7,417,67.8706
Nógrád,Keszeg,592,0,0,592,506,0,506,0,506,0,0,506,3,186,63,2,252,85.473
Nógrád,Kisbágyon,325,0,0,325,251,0,251,0,251,0,0,251,1,118,33,1,97,77.2308
Nógrád,Kisbárkány,128,0,0,128,115,0,115,0,115,0,1,114,1,31,11,0,71,89.8438
Nógrád,Kisecset,166,0,0,166,126,0,126,0,126,0,0,126,2,49,15,2,58,75.9036
Nógrád,Kishartyán,417,0,0,417,341,0,341,0,341,0,2,339,4,169,28,3,128,81.7746
Nógrád,Kozárd,125,0,0,125,111,0,111,0,111,0,0,111,0,31,18,2,60,88.8
Nógrád,Kutasó,68,0,0,68,54,0,54,0,54,0,2,52,0,26,0,2,24,79.4118
Nógrád,Kálló,1055,0,0,1055,662,0,662,0,660,0,11,649,3,214,58,3,357,62.7488
Nógrád,Kétbodony,371,0,0,371,311,0,311,0,311,0,1,310,0,121,29,5,154,83.8275
Nógrád,Legénd,365,0,0,365,278,0,278,0,278,0,3,275,3,108,19,1,138,76.1644
Nógrád,Litke,549,0,0,549,409,0,409,0,409,0,7,402,1,100,20,1,275,74.4991
Nógrád,Lucfalva,448,0,0,448,346,0,346,0,340,0,7,333,0,96,27,2,181,77.2321
Nógrád,Ludányhalászi,970,0,0,970,620,0,620,1,619,0,5,614,4,215,32,7,340,63.9175
Nógrád,Magyargéc,583,0,0,583,446,0,446,0,446,0,8,438,4,141,10,3,251,76.5009
Nógrád,Magyarnándor,869,0,0,869,686,0,686,0,686,0,9,677,2,336,57,6,265,78.9413
Nógrád,Mihálygerge,423,0,0,423,315,0,315,0,315,0,2,313,0,158,12,5,137,74.4681
Nógrád,Mohora,688,0,0,688,486,0,486,0,486,0,17,469,3,183,43,6,200,70.6395
Nógrád,Márkháza,194,0,0,194,165,0,165,0,165,0,0,165,2,41,8,2,110,85.0515
Nógrád,Mátramindszent,570,0,0,570,439,0,439,0,439,0,2,437,2,195,23,4,195,77.0175
Nógrád,Mátranovák,1245,0,0,1245,907,0,907,0,907,0,2,905,6,441,72,4,381,72.8514
Nógrád,Mátraszele,707,0,0,707,530,0,530,0,526,0,5,521,1,257,30,3,228,74.9646
Nógrád,Mátraszőlős,1148,0,0,1148,887,0,887,0,887,0,5,882,6,452,56,6,361,77.2648
Nógrád,Mátraterenye,1301,0,0,1301,942,0,942,0,942,0,6,936,6,403,69,18,438,72.4058
Nógrád,Mátraverebély,1316,0,0,1316,887,0,887,0,887,0,7,880,3,334,53,6,459,67.4012
Nógrád,Nagybárkány,472,0,0,472,390,0,390,0,390,0,5,385,0,80,17,0,266,82.6271
Nógrád,Nagykeresztúr,197,0,0,197,159,0,159,0,159,0,0,159,2,66,10,0,81,80.7107
Nógrád,Nagylóc,1077,0,0,1077,743,0,743,0,743,0,7,736,2,250,76,8,376,68.9879
Nógrád,Nagyoroszi,1494,0,0,1494,1126,0,1126,2,1124,0,9,1115,4,542,94,15,449,75.3681
Nógrád,Nemti,541,0,0,541,424,0,424,0,424,0,2,422,3,196,30,7,186,78.3734
Nógrád,Nézsa,948,0,0,948,772,0,772,0,772,0,6,766,2,313,61,6,366,81.4346
Nógrád,Nógrád,1254,0,0,1254,1064,0,1064,0,1064,0,1,1063,4,534,86,4,434,84.8485
Nógrád,Nógrádkövesd,466,0,0,466,386,0,386,0,385,0,3,382,1,175,22,5,178,82.8326
Nógrád,Nógrádmarcal,337,0,0,337,260,0,260,0,260,0,7,253,0,96,24,1,125,77.1513
Nógrád,Nógrádmegyer,1222,0,0,1222,811,0,811,0,811,0,29,782,2,239,28,6,451,66.3666
Nógrád,Nógrádsipek,542,0,0,542,439,0,439,1,438,0,2,436,2,164,57,2,211,80.9963
Nógrád,Nógrádszakál,413,0,0,413,279,0,279,0,278,0,1,277,0,65,13,1,195,67.5545
Nógrád,Nógrádsáp,713,0,0,713,590,0,590,0,590,0,3,587,1,223,52,2,304,82.7489
Nógrád,Nőtincs,956,0,0,956,799,0,799,0,796,0,6,790,8,362,47,10,362,83.5774
Nógrád,Palotás,1280,0,0,1280,1055,0,1055,0,1055,0,2,1053,5,544,78,12,412,82.4219
Nógrád,Patak,688,0,0,688,529,0,529,0,528,0,4,524,1,196,51,4,266,76.8895
Nógrád,Patvarc,580,0,0,580,461,0,461,0,474,0,49,425,0,209,25,0,180,79.4828
Nógrád,Piliny,438,0,0,438,325,0,325,0,325,0,3,322,0,118,31,2,166,74.2009
Nógrád,Pusztaberki,144,0,0,144,123,0,123,0,123,0,1,122,1,59,11,1,50,85.4167
Nógrád,Pásztó,6848,0,0,6848,5671,0,5671,0,5670,0,34,5636,23,2887,406,53,2258,82.8125
Nógrád,Rimóc,1150,0,0,1150,851,0,851,0,851,0,4,847,5,241,74,9,517,74.0
Nógrád,Romhány,1697,0,0,1697,1264,0,1264,0,1264,0,11,1253,7,570,126,13,534,74.4844
Nógrád,Rákóczibánya,470,0,0,470,359,0,359,0,358,0,1,357,2,207,15,2,127,76.383
Nógrád,Rétság,2042,0,0,2042,1705,0,1705,0,1700,0,3,1697,14,808,167,21,668,83.4966
Nógrád,Salgótarján,24641,2528,536,27705,18029,2945,20974,2,20953,0,148,20805,124,11654,1177,314,7338,75.7047
Nógrád,Somoskőújfalu,1699,0,0,1699,1275,0,1275,0,1275,0,3,1272,9,621,112,13,516,75.0441
Nógrád,Szalmatercs,345,0,0,345,258,0,258,0,264,0,23,241,0,64,19,0,135,74.7826
Nógrád,Szanda,436,0,0,436,353,0,353,0,353,0,8,345,0,166,25,4,148,80.9633
Nógrád,Szarvasgede,330,0,0,330,280,0,280,1,270,0,3,267,1,106,17,2,140,84.8485
Nógrád,Szendehely,1304,0,0,1304,1107,0,1107,0,1106,0,15,1091,12,428,58,5,338,84.8926
Nógrád,Szente,226,0,0,226,178,0,178,0,178,0,1,177,1,57,14,2,103,78.7611
Nógrád,Szilaspogony,201,0,0,201,132,0,132,0,129,0,1,128,0,33,9,1,84,65.6716
Nógrád,Szirák,766,0,0,766,504,0,504,0,503,0,3,500,2,164,19,2,283,65.7963
Nógrád,Szuha,438,0,0,438,367,0,367,0,367,0,0,367,0,220,28,6,113,83.79
Nógrád,Szurdokpüspöki,1477,0,0,1477,1193,0,1193,0,1193,0,5,1188,13,535,136,5,498,80.7718
Nógrád,Szátok,355,0,0,355,218,0,218,0,218,0,6,212,2,53,3,0,129,61.4085
Nógrád,Szécsénke,165,0,0,165,143,0,143,0,143,0,1,142,0,56,11,1,74,86.6667
Nógrád,Szécsény,4158,0,0,4158,3310,0,3310,0,3312,0,36,3276,9,1578,269,27,1362,79.6056
Nógrád,Szécsényfelfalu,324,0,0,324,236,0,236,0,236,0,2,234,1,80,20,2,126,72.8395
Nógrád,Szügy,1110,0,0,1110,937,0,937,0,937,0,6,931,6,466,124,14,317,84.4144
Nógrád,Ságújfalu,690,0,0,690,467,0,467,0,467,0,3,464,5,200,27,5,213,67.6812
Nógrád,Sámsonháza,188,0,0,188,161,0,161,0,161,0,2,159,1,71,16,0,56,85.6383
Nógrád,Sóshartyán,621,0,0,621,426,0,426,0,426,0,15,411,1,81,13,2,282,68.599
Nógrád,Tar,1454,0,0,1454,1087,0,1087,0,1084,0,6,1078,8,510,71,7,476,74.7593
Nógrád,Tereske,565,0,0,565,412,0,412,0,412,0,7,405,1,150,29,3,211,72.9204
Nógrád,Terény,260,0,0,260,219,0,219,0,220,0,6,214,1,65,30,4,112,84.2308
Nógrád,Tolmács,595,0,0,595,502,0,502,0,502,0,0,502,2,251,30,5,212,84.3697
Nógrád,Vanyarc,913,0,0,913,653,0,653,0,653,0,10,643,0,235,80,6,312,71.5225
Nógrád,Varsány,1197,0,0,1197,916,0,916,0,915,0,9,906,3,259,89,4,491,76.5246
Nógrád,Vizslás,948,0,0,948,698,0,698,0,696,0,5,691,4,365,34,10,274,73.6287
Nógrád,Zabar,309,0,0,309,195,0,195,0,195,0,2,193,0,53,8,1,128,63.1068
Nógrád,Érsekvadkert,2714,0,0,2714,2091,0,2091,0,2091,0,10,2081,8,930,155,17,966,77.045
Nógrád,Őrhalom,817,0,0,817,626,0,626,0,626,0,7,619,2,295,71,8,239,76.6218
Nógrád,Ősagárd,253,0,0,253,237,0,237,0,237,0,2,235,1,105,29,5,94,93.6759
Pest,Abony,11246,0,0,11246,8503,0,8503,0,8501,0,51,8450,52,4073,665,75,3571,75.6091
Pest,Acsa,1061,0,0,1061,795,0,795,1,794,0,4,790,1,344,53,6,368,74.9293
Pest,Albertirsa,10757,0,0,10757,8550,0,8550,1,8545,0,32,8513,61,4527,620,92,3199,79.4831
Pest,Alsónémedi,4207,0,0,4207,3486,0,3486,0,3484,0,21,3463,19,1609,293,23,1514,82.8619
Pest,Apaj,883,0,0,883,677,0,677,0,677,0,0,677,2,337,44,15,277,76.6704
Pest,Aszód,4694,0,0,4694,3939,0,3939,0,3940,0,29,3911,26,2283,237,36,1320,83.9156
Pest,Bag,2932,0,0,2932,2264,0,2264,0,2264,0,12,2252,19,1122,154,30,927,77.2169
Pest,Bernecebaráti,606,0,0,606,493,0,493,0,493,0,1,492,3,194,46,4,245,81.3531
Pest,Biatorbágy,11224,0,0,11224,9651,0,9651,0,9656,0,76,9580,120,5621,602,83,3065,85.9854
Pest,Budajenő,1910,0,0,1910,1710,0,1710,0,1709,0,3,1706,14,983,100,13,563,89.5288
Pest,Budakalász,9025,0,0,9025,7856,0,7856,0,7855,0,32,7823,91,4585,498,70,2525,87.0471
Pest,Budakeszi,11662,0,0,11662,10131,0,10131,0,10123,0,49,10074,111,6027,536,109,3171,86.8719
Pest,Budaörs,21374,1702,1835,24911,18399,3339,21738,2,21734,0,90,21644,238,14267,957,250,5660,87.2627
Pest,Bugyi,4229,0,0,4229,3368,0,3368,0,3368,0,15,3353,22,1482,297,28,1518,79.6406
Pest,Bénye,1007,0,0,1007,830,0,830,0,830,0,5,825,13,356,82,13,360,82.423
Pest,Cegléd,27733,1643,503,29879,21758,2053,23811,3,23805,0,144,23661,163,13163,1666,213,8342,79.6914
Pest,Ceglédbercel,3496,0,0,3496,2773,0,2773,0,2772,0,15,2757,26,1359,225,33,1030,79.3192
Pest,Csemő,3368,0,0,3368,2318,0,2318,1,2317,0,15,2302,10,1030,244,15,996,68.8242
Pest,Csobánka,2767,0,0,2767,2217,0,2217,0,2219,0,22,2197,26,1235,105,14,792,80.1229
Pest,Csomád,1417,0,0,1417,1203,0,1203,0,1203,0,3,1200,9,714,89,12,373,84.8977
Pest,Csévharaszt,1663,0,0,1663,1276,0,1276,0,1277,0,7,1270,2,628,115,4,521,76.7288
Pest,Csömör,7619,0,0,7619,6577,0,6577,0,6572,0,26,6546,70,4123,390,38,1895,86.3237
Pest,Csörög,1675,0,0,1675,1235,0,1235,0,1235,0,9,1226,10,545,81,12,572,73.7313
Pest,Csővár,503,0,0,503,426,0,426,0,426,0,4,422,4,167,44,0,202,84.6918
Pest,Dabas,13484,1568,448,15500,11146,1918,13064,2,13060,0,59,13001,85,6993,820,88,4998,84.2839
Pest,Diósd,8445,0,0,8445,7459,0,7459,0,7462,0,41,7421,72,4686,403,100,2133,88.3245
Pest,Domony,1746,0,0,1746,1390,0,1390,0,1391,0,16,1375,8,664,84,8,589,79.6105
Pest,Dunabogdány,2549,0,0,2549,2142,0,2142,0,2141,0,17,2124,21,883,139,18,935,84.033
Pest,Dunaharaszti,17900,0,0,17900,15014,0,15014,0,15007,0,45,14962,135,9151,785,192,4465,83.8771
Pest,Dunakeszi,31795,1579,1269,34643,27389,2683,30072,1,30051,0,108,29943,299,19669,1511,367,7973,86.8054
Pest,Dunavarsány,6879,0,0,6879,5680,0,5680,0,5684,0,54,5630,34,3345,351,56,1807,82.5701
Pest,Dánszentmiklós,2131,0,0,2131,1608,0,1608,0,1608,0,4,1604,6,718,151,16,712,75.4575
Pest,Dány,3563,0,0,3563,2777,0,2777,0,2777,0,26,2751,17,1120,178,22,1413,77.9399
Pest,Délegyháza,4450,0,0,4450,3606,0,3606,0,3607,0,15,3592,22,2113,222,40,1188,81.0337
Pest,Dömsöd,4757,0,0,4757,3531,0,3531,0,3530,0,9,3521,25,1568,261,29,1635,74.2275
Pest,Ecser,3244,0,0,3244,2748,0,2748,0,2748,0,8,2740,33,1616,181,30,878,84.7102
Pest,Erdőkertes,7529,0,0,7529,6042,0,6042,2,6033,0,20,6013,47,3431,409,81,2026,80.2497
Pest,Farmos,2766,0,0,2766,2066,0,2066,0,2067,0,8,2059,19,981,159,22,878,74.6927
Pest,Felsőpakony,2941,0,0,2941,2411,0,2411,0,2411,0,5,2406,30,1266,205,20,885,81.9789
Pest,Fót,16035,0,0,16035,13455,0,13455,0,13453,0,61,13392,120,7977,815,155,4315,83.9102
Pest,Galgagyörk,716,0,0,716,559,0,559,0,559,0,3,556,0,240,49,2,265,78.0726
Pest,Galgahévíz,2015,0,0,2015,1599,0,1599,0,1598,0,5,1593,19,723,118,24,708,79.3548
Pest,Galgamácsa,1512,0,0,1512,1224,0,1224,0,1224,0,7,1217,6,598,101,11,500,80.9524
Pest,Gomba,2497,0,0,2497,1953,0,1953,0,1952,0,11,1941,24,989,155,15,754,78.2139
Pest,Gyál,18874,0,0,18874,15026,0,15026,2,15020,0,37,14983,116,8865,915,180,4898,79.6122
Pest,Gyömrő,15001,0,0,15001,12415,0,12415,0,12413,0,37,12376,111,7611,726,110,3809,82.7611
Pest,Göd,16251,0,0,16251,14177,0,14177,0,14171,0,37,14134,168,8863,780,133,4187,87.2377
Pest,Gödöllő,23620,1735,1165,26520,20117,2792,22909,1,22902,0,82,22820,242,13975,1310,219,7023,86.3839
Pest,Halásztelek,9192,0,0,9192,7757,0,7757,1,7744,0,26,7718,75,4718,431,67,2413,84.3886
Pest,Herceghalom,1981,0,0,1981,1740,0,1740,0,1740,0,9,1731,17,1153,65,16,479,87.8344
Pest,Hernád,3280,0,0,3280,2526,0,2526,0,2524,0,11,2513,14,1374,167,15,941,77.0122
Pest,Hévízgyörk,2678,0,0,2678,2276,0,2276,0,2277,0,16,2261,12,1242,158,34,813,84.9888
Pest,Iklad,1571,0,0,1571,1368,0,1368,0,1368,0,11,1357,11,703,84,14,416,87.0783
Pest,Inárcs,3777,0,0,3777,3082,0,3082,1,3083,0,33,3050,16,1602,242,31,1155,81.5992
Pest,Ipolydamásd,327,0,0,327,250,0,250,0,250,0,1,249,2,119,10,1,117,76.4526
Pest,Ipolytölgyes,194,0,0,194,151,0,151,0,151,0,0,151,1,65,8,0,77,77.8351
Pest,Isaszeg,8999,0,0,8999,7219,0,7219,0,7219,0,37,7182,56,3846,477,115,2678,80.22
Pest,Jászkarajenő,2004,0,0,2004,1389,0,1389,0,1395,0,47,1348,0,586,88,3,655,69.3114
Pest,Kakucs,2426,0,0,2426,1932,0,1932,0,1932,0,12,1920,9,941,155,24,787,79.6373
Pest,Kartal,4671,0,0,4671,3848,0,3848,0,3848,0,16,3832,15,1883,298,27,1606,82.3806
Pest,Kemence,721,0,0,721,549,0,549,0,549,0,8,541,5,218,35,6,276,76.1442
Pest,Kerepes,8738,0,0,8738,7355,0,7355,0,7352,0,30,7322,62,4323,486,64,2351,84.1726
Pest,Kiskunlacháza,7456,0,0,7456,5685,0,5685,0,5683,0,28,5655,38,2963,426,38,2186,76.2473
Pest,Kismaros,1996,0,0,1996,1771,0,1771,0,1770,0,8,1762,22,984,132,19,562,88.7275
Pest,Kisnémedi,561,0,0,561,471,0,471,0,470,0,3,467,3,255,33,3,173,83.9572
Pest,Kisoroszi,798,0,0,798,688,0,688,0,688,0,2,686,10,347,47,10,272,86.2155
Pest,Kistarcsa,10330,0,0,10330,8855,0,8855,0,8846,0,23,8823,71,5358,545,70,2768,85.7212
Pest,Kocsér,1424,0,0,1424,1097,0,1097,0,1097,0,9,1088,9,457,69,11,542,77.0365
Pest,Kosd,1989,0,0,1989,1648,0,1648,0,1649,0,11,1638,10,740,111,8,769,82.8557
Pest,Káva,512,0,0,512,426,0,426,1,412,0,6,406,3,236,28,3,136,83.2031
Pest,Kóka,3633,0,0,3633,2723,0,2723,0,2725,0,18,2707,27,1293,244,25,1112,74.9518
Pest,Kóspallag,576,0,0,576,483,0,483,0,483,0,1,482,6,216,65,9,185,83.8542
Pest,Kőröstetétlen,640,0,0,640,529,0,529,0,522,0,10,512,3,231,24,2,252,82.6562
Pest,Letkés,846,0,0,846,703,0,703,0,684,0,6,678,5,276,71,8,316,83.0969
Pest,Leányfalu,3092,0,0,3092,2661,0,2661,0,2660,0,11,2649,26,1509,171,27,915,86.0608
Pest,Lórév,239,0,0,239,188,0,188,0,188,0,3,185,3,97,5,2,78,78.6611
Pest,Maglód,9619,0,0,9619,8043,0,8043,0,8041,0,42,7999,66,4680,522,118,2606,83.6158
Pest,Majosháza,1372,0,0,1372,1142,0,1142,0,1140,0,6,1134,10,599,69,13,443,83.2362
Pest,Makád,989,0,0,989,746,0,746,0,746,0,3,743,6,316,72,3,345,75.4297
Pest,Mende,3448,0,0,3448,2789,0,2789,0,2790,0,14,2776,35,1570,203,33,935,80.8875
Pest,Mikebuda,542,0,0,542,377,0,377,0,377,0,2,375,7,151,36,2,179,69.5572
Pest,Mogyoród,6315,0,0,6315,5356,0,5356,0,5355,0,15,5340,40,3006,327,48,1917,84.8139
Pest,Monor,14689,1979,427,17095,11651,2260,13911,2,13889,0,74,13815,116,7642,956,120,4969,81.3747
Pest,Monorierdő,4142,0,0,4142,3258,0,3258,0,3252,0,25,3227,16,1692,260,40,1215,78.6577
Pest,Márianosztra,602,0,0,602,511,0,511,0,492,0,4,488,2,224,49,3,209,84.8837
Pest,Nagybörzsöny,481,0,0,481,368,0,368,0,346,0,1,345,2,114,22,4,162,76.5073
Pest,Nagykovácsi,6098,0,0,6098,5385,0,5385,0,5384,0,16,5368,72,3369,326,38,1533,88.3076
Pest,Nagykáta,9569,0,0,9569,7381,0,7381,0,7377,0,40,7337,30,3548,500,52,3205,77.1345
Pest,Nagykőrös,17909,0,0,17909,13693,0,13693,1,13682,0,79,13603,80,7062,821,149,5426,76.4588
Pest,Nagymaros,3851,0,0,3851,3261,0,3261,1,3258,0,15,3243,38,1551,215,35,1380,84.6793
Pest,Nagytarcsa,4724,0,0,4724,4172,0,4172,0,4171,0,7,4164,44,2496,276,31,1306,88.315
Pest,Nyáregyháza,3084,0,0,3084,2396,0,2396,0,2398,0,16,2382,11,1113,262,12,980,77.6913
Pest,Nyársapát,1549,0,0,1549,1084,0,1084,0,1084,0,13,1071,4,512,79,10,466,69.9806
Pest,Penc,1184,0,0,1184,1007,0,1007,0,1007,0,2,1005,10,470,93,9,423,85.0507
Pest,Perbál,1672,0,0,1672,1394,0,1394,0,1397,0,19,1378,5,680,86,5,568,83.3732
Pest,Perőcsény,301,0,0,301,247,0,247,0,247,0,4,243,7,103,28,9,96,82.0598
Pest,Pilis,9339,0,0,9339,6747,0,6747,1,6745,0,43,6702,50,3159,804,52,2628,72.2454
Pest,Pilisborosjenő,3268,0,0,3268,2837,0,2837,0,2836,0,16,2820,45,1764,153,22,784,86.8115
Pest,Piliscsaba,6269,0,0,6269,5309,0,5309,0,5299,0,28,5271,90,2908,342,44,1771,84.6866
Pest,Pilisjászfalu,1610,0,0,1610,1386,0,1386,0,1385,0,4,1381,22,867,91,20,378,86.087
Pest,Pilisszentiván,3373,0,0,3373,2909,0,2909,0,2906,0,14,2892,33,1468,185,27,1068,86.2437
Pest,Pilisszentkereszt,1723,0,0,1723,1505,0,1505,0,1499,0,14,1485,8,756,118,9,571,87.3476
Pest,Pilisszentlászló,959,0,0,959,820,0,820,0,820,0,4,816,16,472,65,5,251,85.5057
Pest,Pilisszántó,2177,0,0,2177,1826,0,1826,0,1826,0,7,1819,17,954,131,13,680,83.8769
Pest,Pilisvörösvár,11357,1814,1613,14784,9495,3235,12730,6,12714,0,73,12641,125,7182,624,100,4082,86.1066
Pest,Pomáz,14017,0,0,14017,11864,0,11864,1,11845,0,39,11806,153,6841,659,153,3921,84.6401
