megye,telepules,AL,B,C,EL,FL,IL,JL,OL,KL,L,M,NL,MKKP,TISZA,Mi_Hazank,DK,FIDESZ_KDNP,reszvetel_pct
Baranya,Sósvertike,106,0,0,106,79,0,79,0,79,0,2,77,0,25,0,0,46,74.5283
Baranya,Tarrós,70,0,0,70,57,0,57,0,57,0,1,56,0,20,4,0,32,81.4286
Baranya,Teklafalu,209,0,0,209,137,0,137,0,137,0,2,135,0,52,6,3,62,65.5502
Baranya,Tengeri,46,0,0,46,35,0,35,0,35,0,0,35,0,19,1,1,14,76.087
Baranya,Tormás,188,0,0,188,139,0,139,0,139,0,2,137,0,51,6,1,78,73.9362
Baranya,Tékes,165,0,0,165,115,0,115,0,115,0,5,110,0,36,2,5,54,69.697
Baranya,Tésenfa,129,0,0,129,89,0,89,0,89,0,2,87,2,24,4,1,47,68.9922
Baranya,Téseny,219,0,0,219,136,0,136,0,136,0,3,133,0,50,6,0,55,62.1005
Baranya,Tófű,86,0,0,86,67,0,67,0,68,0,3,65,0,30,5,0,29,77.907
Baranya,Tótszentgyörgy,114,0,0,114,95,0,95,1,95,0,0,95,2,36,5,2,49,83.3333
Baranya,Töttös,390,0,0,390,298,0,298,0,298,0,1,297,0,106,19,2,164,76.4103
Baranya,Túrony,207,0,0,207,156,0,156,0,156,0,1,155,2,76,3,12,62,75.3623
Baranya,Udvar,96,0,0,96,82,0,82,0,82,0,1,81,0,24,3,1,43,85.4167
Baranya,Vajszló,1326,0,0,1326,994,0,994,0,995,0,8,987,4,451,51,11,431,74.9623
Baranya,Varga,57,0,0,57,46,0,46,0,46,0,1,45,0,12,3,0,30,80.7018
Baranya,Vejti,115,0,0,115,88,0,88,0,88,0,1,87,1,27,5,1,53,76.5217
Baranya,Velény,103,0,0,103,69,0,69,0,69,0,2,67,0,45,4,0,17,66.9903
Baranya,Versend,663,0,0,663,445,0,445,0,445,0,27,418,0,106,5,10,237,67.1192
Baranya,Villány,1695,0,0,1695,1342,0,1342,0,1343,0,14,1329,3,625,71,4,562,79.174
Baranya,Villánykövesd,173,0,0,173,148,0,148,0,148,0,1,147,3,51,13,0,61,85.5491
Baranya,Vokány,652,0,0,652,473,0,473,0,473,0,6,467,4,202,23,4,177,72.546
Baranya,Várad,112,0,0,112,76,0,76,0,76,0,1,75,0,43,1,0,31,67.8571
Baranya,Vásárosbéc,148,0,0,148,117,0,117,0,117,0,4,113,1,62,7,0,37,79.0541
Baranya,Vásárosdombó,802,0,0,802,566,0,566,0,566,0,7,559,4,251,21,5,270,70.5736
Baranya,Vázsnok,92,0,0,92,66,0,66,0,66,0,0,66,1,25,4,1,35,71.7391
Baranya,Vékény,112,0,0,112,92,0,92,0,92,0,0,92,2,47,7,0,36,82.1429
Baranya,Véménd,1007,0,0,1007,700,0,700,0,700,0,15,685,1,198,40,5,234,69.5134
Baranya,Zaláta,167,0,0,167,111,0,111,0,111,0,4,107,1,32,1,0,66,66.4671
Baranya,Zengővárkony,323,0,0,323,287,0,287,4,285,0,1,284,1,98,14,2,128,88.8545
Baranya,Zádor,231,0,0,231,166,0,166,0,166,0,2,164,0,73,4,0,69,71.8615
Baranya,Zók,220,0,0,220,164,0,164,0,164,0,0,164,0,79,10,6,68,74.5455
Baranya,Ág,128,0,0,128,101,0,101,0,101,0,3,98,0,43,0,2,52,78.9062
Baranya,Áta,147,0,0,147,121,0,121,0,121,0,0,121,0,61,13,0,46,82.3129
Baranya,Óbánya,85,0,0,85,72,0,72,0,72,0,1,71,0,26,5,0,23,84.7059
Baranya,Ócsárd,288,0,0,288,221,0,221,0,221,0,2,219,2,103,19,1,93,76.7361
Baranya,Ófalu,259,0,0,259,209,0,209,0,209,0,4,205,1,60,11,2,72,80.695
Baranya,Ózdfalu,110,0,0,110,84,0,84,0,84,0,2,82,0,44,0,1,37,76.3636
Baranya,Újpetre,762,0,0,762,578,0,578,0,578,0,9,569,5,310,28,2,180,75.853
Borsod-Abaúj-Zemplén,Abaújalpár,65,0,0,65,49,0,49,0,49,0,0,49,1,20,6,0,22,75.3846
Borsod-Abaúj-Zemplén,Abaújkér,451,0,0,451,335,0,335,0,335,0,3,332,2,135,15,5,166,74.2794
Borsod-Abaúj-Zemplén,Abaújlak,64,0,0,64,45,0,45,0,46,0,4,42,1,11,2,0,27,70.3125
Borsod-Abaúj-Zemplén,Abaújszolnok,131,0,0,131,78,0,78,0,78,0,2,76,0,23,0,0,28,59.542
Borsod-Abaúj-Zemplén,Abaújszántó,2114,0,0,2114,1515,0,1515,0,1509,0,12,1497,6,800,108,8,567,71.6651
Borsod-Abaúj-Zemplén,Abaújvár,97,0,0,97,70,0,70,0,70,0,0,70,0,31,1,0,38,72.1649
Borsod-Abaúj-Zemplén,Abod,122,0,0,122,94,0,94,0,94,0,1,93,1,29,4,0,58,77.0492
Borsod-Abaúj-Zemplén,Aggtelek,396,0,0,396,314,0,314,0,314,0,1,313,1,143,12,2,155,79.2929
Borsod-Abaúj-Zemplén,Alacska,541,0,0,541,385,0,385,0,385,0,1,384,0,202,14,4,164,71.1645
Borsod-Abaúj-Zemplén,Alsóberecki,558,0,0,558,418,0,418,0,418,0,3,415,3,235,12,2,163,74.9104
Borsod-Abaúj-Zemplén,Alsódobsza,207,0,0,207,177,0,177,0,177,0,0,177,1,71,20,0,85,85.5072
Borsod-Abaúj-Zemplén,Alsógagy,61,0,0,61,52,0,52,0,52,0,1,51,0,22,7,0,21,85.2459
Borsod-Abaúj-Zemplén,Alsóregmec,144,0,0,144,122,0,122,0,122,0,0,122,0,60,8,0,54,84.7222
Borsod-Abaúj-Zemplén,Alsószuha,310,0,0,310,241,0,241,0,241,0,3,238,0,90,17,3,126,77.7419
Borsod-Abaúj-Zemplén,Alsótelekes,96,0,0,96,74,0,74,0,74,0,0,74,1,35,3,0,34,77.0833
Borsod-Abaúj-Zemplén,Alsóvadász,1041,0,0,1041,600,0,600,1,600,0,6,594,0,253,47,6,277,57.6369
Borsod-Abaúj-Zemplén,Alsózsolca,4103,0,0,4103,2994,0,2994,0,2994,0,32,2962,16,1509,145,35,1193,72.971
Borsod-Abaúj-Zemplén,Arka,45,0,0,45,41,0,41,0,41,0,0,41,0,25,6,0,10,91.1111
Borsod-Abaúj-Zemplén,Arló,2420,0,0,2420,1342,0,1342,0,1342,0,14,1328,4,409,58,6,838,55.4545
Borsod-Abaúj-Zemplén,Arnót,1780,0,0,1780,1459,0,1459,0,1459,0,7,1452,8,734,98,12,599,81.9663
Borsod-Abaúj-Zemplén,Aszaló,1302,0,0,1302,894,0,894,0,892,0,16,876,1,396,33,2,419,68.6636
Borsod-Abaúj-Zemplén,Baktakék,528,0,0,528,325,0,325,0,325,0,0,325,1,108,21,2,187,61.553
Borsod-Abaúj-Zemplén,Balajt,342,0,0,342,182,0,182,0,180,0,2,178,2,42,3,2,129,53.2164
Borsod-Abaúj-Zemplén,Baskó,134,0,0,134,121,0,121,0,121,0,2,119,0,33,15,0,67,90.2985
Borsod-Abaúj-Zemplén,Becskeháza,21,0,0,21,21,0,21,0,21,0,0,21,1,9,4,0,7,100.0
Borsod-Abaúj-Zemplén,Bekecs,1867,0,0,1867,1516,0,1516,0,1514,0,9,1505,6,885,101,11,501,81.1998
Borsod-Abaúj-Zemplén,Berente,830,0,0,830,609,0,609,0,609,0,6,603,3,350,54,8,187,73.3735
Borsod-Abaúj-Zemplén,Beret,205,0,0,205,142,0,142,0,142,0,8,134,0,16,0,0,85,69.2683
Borsod-Abaúj-Zemplén,Berzék,719,0,0,719,499,0,499,0,499,0,5,494,3,195,27,3,265,69.4019
Borsod-Abaúj-Zemplén,Bodroghalom,921,0,0,921,621,0,621,0,621,0,14,607,5,293,27,6,263,67.4267
Borsod-Abaúj-Zemplén,Bodrogkeresztúr,687,0,0,687,558,0,558,0,558,0,1,557,2,277,30,2,245,81.2227
Borsod-Abaúj-Zemplén,Bodrogkisfalud,604,0,0,604,492,0,492,0,492,0,2,490,4,265,35,6,178,81.457
Borsod-Abaúj-Zemplén,Bodrogolaszi,684,0,0,684,523,0,523,0,523,0,2,521,7,288,24,5,197,76.462
Borsod-Abaúj-Zemplén,Bogács,1584,0,0,1584,1216,0,1216,0,1216,0,13,1203,6,597,93,11,494,76.7677
Borsod-Abaúj-Zemplén,Boldogkőváralja,637,0,0,637,477,0,477,1,475,0,2,473,2,231,16,2,216,74.8823
Borsod-Abaúj-Zemplén,Boldogkőújfalu,388,0,0,388,215,0,215,0,215,0,5,210,0,102,2,0,106,55.4124
Borsod-Abaúj-Zemplén,Boldva,1777,0,0,1777,1205,0,1205,0,1205,0,7,1198,5,569,81,10,530,67.8109
Borsod-Abaúj-Zemplén,Borsodbóta,576,0,0,576,359,0,359,0,359,0,1,358,2,195,25,2,107,62.3264
Borsod-Abaúj-Zemplén,Borsodgeszt,212,0,0,212,172,0,172,1,171,0,1,170,2,78,6,2,82,81.1321
Borsod-Abaúj-Zemplén,Borsodivánka,396,0,0,396,319,0,319,0,319,0,4,315,1,174,17,3,120,80.5556
Borsod-Abaúj-Zemplén,Borsodnádasd,2158,0,0,2158,1451,0,1451,0,1451,0,12,1439,6,592,86,16,724,67.2382
Borsod-Abaúj-Zemplén,Borsodszentgyörgy,795,0,0,795,568,0,568,0,568,0,6,562,1,235,57,5,263,71.4465
Borsod-Abaúj-Zemplén,Borsodszirák,888,0,0,888,610,0,610,0,610,0,8,602,0,278,27,3,276,68.6937
Borsod-Abaúj-Zemplén,Bánhorváti,991,0,0,991,745,0,745,0,745,0,3,742,6,307,57,8,364,75.1766
Borsod-Abaúj-Zemplén,Bánréve,880,0,0,880,655,0,655,0,655,0,6,649,2,312,41,11,267,74.4318
Borsod-Abaúj-Zemplén,Bódvalenke,187,0,0,187,95,0,95,0,95,0,0,95,0,4,2,0,89,50.8021
Borsod-Abaúj-Zemplén,Bódvarákó,54,0,0,54,38,0,38,0,38,0,0,38,0,10,1,0,27,70.3704
Borsod-Abaúj-Zemplén,Bódvaszilas,645,0,0,645,481,0,481,0,481,0,8,473,1,178,19,3,269,74.5736
Borsod-Abaúj-Zemplén,Bózsva,151,0,0,151,118,0,118,0,118,0,0,118,1,58,10,1,48,78.1457
Borsod-Abaúj-Zemplén,Bükkaranyos,1162,0,0,1162,888,0,888,0,893,0,42,851,3,489,43,1,300,76.42
Borsod-Abaúj-Zemplén,Bükkmogyorósd,97,0,0,97,79,0,79,0,79,0,0,79,0,35,9,2,33,81.4433
Borsod-Abaúj-Zemplén,Bükkszentkereszt,865,0,0,865,711,0,711,0,711,0,4,707,10,344,72,5,270,82.1965
Borsod-Abaúj-Zemplén,Bükkzsérc,778,0,0,778,634,0,634,0,634,0,1,633,2,290,72,3,265,81.491
Borsod-Abaúj-Zemplén,Bükkábrány,1290,0,0,1290,1079,0,1079,0,1079,0,7,1072,14,498,101,7,452,83.6434
Borsod-Abaúj-Zemplén,Büttös,122,0,0,122,90,0,90,0,91,0,5,86,0,22,3,0,61,73.7705
Borsod-Abaúj-Zemplén,Bőcs,1940,0,0,1940,1443,0,1443,1,1422,0,12,1410,6,660,123,6,583,74.3814
Borsod-Abaúj-Zemplén,Cigánd,2146,0,0,2146,1218,0,1218,0,1220,0,30,1190,0,564,46,6,542,56.7568
Borsod-Abaúj-Zemplén,Csenyéte,297,0,0,297,163,0,163,0,163,0,3,160,0,8,0,0,152,54.8822
Borsod-Abaúj-Zemplén,Csernely,479,0,0,479,322,0,322,0,322,0,2,320,2,122,22,1,166,67.2234
Borsod-Abaúj-Zemplén,Cserépfalu,778,0,0,778,664,0,664,0,664,0,2,662,4,341,40,3,274,85.347
Borsod-Abaúj-Zemplén,Cserépváralja,291,0,0,291,247,0,247,0,247,0,3,244,3,126,12,3,100,84.8797
Borsod-Abaúj-Zemplén,Csincse,417,0,0,417,343,0,343,0,343,0,1,342,2,188,24,11,117,82.2542
Borsod-Abaúj-Zemplén,Csobaj,546,0,0,546,367,0,367,0,367,0,1,366,4,159,17,1,183,67.2161
Borsod-Abaúj-Zemplén,Csobád,481,0,0,481,352,0,352,0,351,0,5,346,1,135,21,2,161,73.1809
Borsod-Abaúj-Zemplén,Csokvaomány,498,0,0,498,360,0,360,0,360,0,1,359,1,172,21,5,160,72.2892
Borsod-Abaúj-Zemplén,Damak,170,0,0,170,157,0,157,1,153,0,0,153,0,81,17,0,55,92.3529
Borsod-Abaúj-Zemplén,Debréte,9,0,0,9,8,0,8,0,8,0,0,8,0,2,0,0,6,88.8889
Borsod-Abaúj-Zemplén,Detek,185,0,0,185,144,0,144,0,144,0,2,142,1,48,12,2,77,77.8378
Borsod-Abaúj-Zemplén,Domaháza,566,0,0,566,328,0,328,0,328,0,2,326,0,112,18,3,193,57.9505
Borsod-Abaúj-Zemplén,Dubicsány,226,0,0,226,193,0,193,0,193,0,0,193,0,118,14,1,60,85.3982
Borsod-Abaúj-Zemplén,Dámóc,243,0,0,243,169,0,169,0,169,0,2,167,0,64,5,0,91,69.5473
Borsod-Abaúj-Zemplén,Dédestapolcsány,1053,0,0,1053,810,0,810,0,810,0,3,807,2,464,72,9,260,76.9231
Borsod-Abaúj-Zemplén,Dövény,211,0,0,211,166,0,166,0,166,0,6,160,1,53,12,0,87,78.673
Borsod-Abaúj-Zemplén,Edelény,7026,0,0,7026,5233,0,5233,0,5256,0,139,5117,24,2483,396,44,2090,74.4805
Borsod-Abaúj-Zemplén,Egerlövő,410,0,0,410,352,0,352,0,352,0,2,350,1,178,11,1,158,85.8537
Borsod-Abaúj-Zemplén,Emőd,3845,0,0,3845,2793,0,2793,0,2794,0,17,2777,17,1500,188,14,1041,72.6398
Borsod-Abaúj-Zemplén,Encs,4489,0,0,4489,3325,0,3325,0,3326,0,36,3290,15,1523,189,17,1534,74.0699
Borsod-Abaúj-Zemplén,Erdőbénye,790,0,0,790,564,0,564,0,564,0,1,563,2,244,43,3,265,71.3924
Borsod-Abaúj-Zemplén,Erdőhorváti,392,0,0,392,288,0,288,1,288,0,3,285,3,124,20,3,127,73.4694
Borsod-Abaúj-Zemplén,Fancsal,221,0,0,221,189,0,189,0,191,0,9,182,0,94,14,0,74,85.5204
Borsod-Abaúj-Zemplén,Farkaslyuk,1198,0,0,1198,716,0,716,0,704,0,23,681,2,196,15,9,401,59.7663
Borsod-Abaúj-Zemplén,Felsőberecki,205,0,0,205,153,0,153,0,153,0,0,153,0,83,8,0,62,74.6341
Borsod-Abaúj-Zemplén,Felsődobsza,645,0,0,645,408,0,408,0,408,0,15,393,1,155,15,2,174,63.2558
Borsod-Abaúj-Zemplén,Felsőgagy,155,0,0,155,78,0,78,0,77,0,1,76,1,54,3,0,18,50.3226
Borsod-Abaúj-Zemplén,Felsőkelecsény,294,0,0,294,193,0,193,0,193,0,4,189,0,102,3,3,80,65.6463
Borsod-Abaúj-Zemplén,Felsőnyárád,771,0,0,771,597,0,597,0,597,0,5,592,1,347,35,8,193,77.4319
Borsod-Abaúj-Zemplén,Felsőregmec,198,0,0,198,110,0,110,0,110,0,1,109,0,17,5,0,85,55.5556
Borsod-Abaúj-Zemplén,Felsőtelekes,492,0,0,492,315,0,315,0,316,0,5,311,1,120,7,0,182,64.0244
Borsod-Abaúj-Zemplén,Felsővadász,362,0,0,362,244,0,244,1,244,0,15,229,0,48,3,1,147,67.4033
Borsod-Abaúj-Zemplén,Felsőzsolca,5055,0,0,5055,3843,0,3843,1,3844,0,28,3816,19,2100,222,36,1354,76.0237
Borsod-Abaúj-Zemplén,Filkeháza,59,0,0,59,50,0,50,0,50,0,0,50,0,12,1,0,34,84.7458
Borsod-Abaúj-Zemplén,Fony,209,0,0,209,157,0,157,0,157,0,1,156,0,61,10,2,81,75.1196
Borsod-Abaúj-Zemplén,Forró,1858,0,0,1858,1304,0,1304,0,1304,0,27,1277,2,449,56,6,681,70.183
Borsod-Abaúj-Zemplén,Fulókércs,260,0,0,260,164,0,164,0,164,0,2,162,1,41,1,0,112,63.0769
Borsod-Abaúj-Zemplén,Fáj,292,0,0,292,208,0,208,0,208,0,1,207,0,30,3,0,173,71.2329
Borsod-Abaúj-Zemplén,Füzér,257,0,0,257,223,0,223,0,223,0,1,222,1,102,13,0,96,86.7704
Borsod-Abaúj-Zemplén,Füzérkajata,80,0,0,80,65,0,65,0,65,0,1,64,1,37,3,1,21,81.25
Borsod-Abaúj-Zemplén,Füzérkomlós,200,0,0,200,160,0,160,0,160,0,1,159,0,87,7,2,55,80.0
Borsod-Abaúj-Zemplén,Füzérradvány,219,0,0,219,161,0,161,0,161,0,6,155,0,68,5,0,66,73.516
Borsod-Abaúj-Zemplén,Gadna,170,0,0,170,89,0,89,0,90,0,10,80,0,5,0,0,61,52.3529
Borsod-Abaúj-Zemplén,Gagyapáti,26,0,0,26,22,0,22,0,22,0,1,21,0,10,1,0,10,84.6154
Borsod-Abaúj-Zemplén,Gagybátor,118,0,0,118,67,0,67,0,67,0,3,64,0,16,3,0,36,56.7797
Borsod-Abaúj-Zemplén,Gagyvendégi,149,0,0,149,98,0,98,0,98,0,0,98,0,37,3,0,58,65.7718
Borsod-Abaúj-Zemplén,Galvács,59,0,0,59,53,0,53,0,53,0,1,52,1,17,4,0,30,89.8305
Borsod-Abaúj-Zemplén,Garadna,246,0,0,246,200,0,200,0,200,0,4,196,2,70,20,3,100,81.3008
Borsod-Abaúj-Zemplén,Gelej,407,0,0,407,326,0,326,0,326,0,3,323,1,143,18,2,159,80.0983
Borsod-Abaúj-Zemplén,Gesztely,1923,0,0,1923,1426,0,1426,0,1426,0,14,1412,2,641,74,12,671,74.155
Borsod-Abaúj-Zemplén,Gibárt,279,0,0,279,232,0,232,0,232,0,1,231,1,124,29,6,70,83.1541
Borsod-Abaúj-Zemplén,Girincs,591,0,0,591,405,0,405,0,405,0,15,390,1,120,7,2,253,68.5279
Borsod-Abaúj-Zemplén,Golop,423,0,0,423,342,0,342,0,342,0,2,340,3,153,17,3,164,80.8511
Borsod-Abaúj-Zemplén,Györgytarló,388,0,0,388,249,0,249,0,249,0,7,242,0,168,7,1,56,64.1753
Borsod-Abaúj-Zemplén,Gömörszőlős,59,0,0,59,52,0,52,0,52,0,0,52,1,15,9,0,27,88.1356
Borsod-Abaúj-Zemplén,Gönc,1306,0,0,1306,959,0,959,0,959,0,12,947,0,396,53,8,489,73.4303
Borsod-Abaúj-Zemplén,Göncruszka,404,0,0,404,286,0,286,0,285,0,3,282,4,105,16,0,156,70.7921
Borsod-Abaúj-Zemplén,Halmaj,1235,0,0,1235,960,0,960,0,960,0,14,946,5,423,50,2,445,77.7328
Borsod-Abaúj-Zemplén,Hangony,1083,0,0,1083,703,0,703,0,703,0,3,700,2,272,62,7,354,64.9123
Borsod-Abaúj-Zemplén,Hangács,435,0,0,435,314,0,314,0,314,0,4,310,1,119,16,1,164,72.1839
Borsod-Abaúj-Zemplén,Harsány,1542,0,0,1542,1187,0,1187,0,1187,0,5,1182,7,611,75,6,483,76.978
Borsod-Abaúj-Zemplén,Hegymeg,79,0,0,79,74,0,74,0,74,0,1,73,0,37,2,0,32,93.6709
Borsod-Abaúj-Zemplén,Hejce,166,0,0,166,131,0,131,0,131,0,1,130,1,47,5,0,77,78.9157
Borsod-Abaúj-Zemplén,Hejőbába,1222,0,0,1222,853,0,853,0,853,0,5,848,4,397,32,6,402,69.8036
Borsod-Abaúj-Zemplén,Hejőkeresztúr,775,0,0,775,592,0,592,0,592,0,1,591,6,284,67,10,214,76.3871
Borsod-Abaúj-Zemplén,Hejőkürt,228,0,0,228,192,0,192,0,192,0,2,190,2,112,13,1,62,84.2105
Borsod-Abaúj-Zemplén,Hejőpapi,760,0,0,760,510,0,510,0,511,0,19,492,0,248,25,0,204,67.1053
Borsod-Abaúj-Zemplén,Hejőszalonta,526,0,0,526,413,0,413,0,413,0,1,412,1,146,22,1,242,78.5171
Borsod-Abaúj-Zemplén,Hercegkút,468,0,0,468,427,0,427,0,427,0,5,422,6,169,19,3,109,91.2393
Borsod-Abaúj-Zemplén,Hernádbűd,96,0,0,96,83,0,83,0,83,0,0,83,0,34,6,0,43,86.4583
Borsod-Abaúj-Zemplén,Hernádcéce,157,0,0,157,99,0,99,0,99,0,0,99,0,47,1,0,46,63.0573
Borsod-Abaúj-Zemplén,Hernádkak,1191,0,0,1191,937,0,937,0,937,0,4,933,7,461,86,9,370,78.6734
Borsod-Abaúj-Zemplén,Hernádkércs,217,0,0,217,167,0,167,0,168,0,6,162,1,82,1,0,77,76.9585
Borsod-Abaúj-Zemplén,Hernádnémeti,2609,0,0,2609,1899,0,1899,0,1899,0,17,1882,5,973,126,13,763,72.7865
Borsod-Abaúj-Zemplén,Hernádpetri,147,0,0,147,92,0,92,0,92,0,2,90,0,35,4,0,51,62.585
Borsod-Abaúj-Zemplén,Hernádszentandrás,284,0,0,284,202,0,202,0,202,0,5,197,0,61,7,4,121,71.1268
Borsod-Abaúj-Zemplén,Hernádszurdok,121,0,0,121,107,0,107,0,107,0,7,100,0,25,5,0,61,88.4298
Borsod-Abaúj-Zemplén,Hernádvécse,655,0,0,655,417,0,417,0,415,0,12,403,0,98,9,1,282,63.6641
Borsod-Abaúj-Zemplén,Hidasnémeti,576,0,0,576,450,0,450,0,450,0,7,443,3,222,20,6,191,78.125
Borsod-Abaúj-Zemplén,Hidvégardó,353,0,0,353,263,0,263,0,263,0,0,263,0,102,16,2,143,74.5042
Borsod-Abaúj-Zemplén,Hollóháza,522,0,0,522,398,0,398,0,398,0,1,397,4,194,21,6,156,76.2452
Borsod-Abaúj-Zemplén,Homrogd,687,0,0,687,467,0,467,0,467,0,11,456,0,161,22,7,242,67.9767
Borsod-Abaúj-Zemplén,Háromhuta,107,0,0,107,89,0,89,0,89,0,0,89,0,39,9,0,41,83.1776
Borsod-Abaúj-Zemplén,Hét,366,0,0,366,285,0,285,0,285,0,4,281,0,160,24,3,94,77.8689
Borsod-Abaúj-Zemplén,Igrici,839,0,0,839,576,0,576,0,576,0,10,566,1,289,29,4,230,68.6532
Borsod-Abaúj-Zemplén,Imola,76,0,0,76,61,0,61,1,60,0,1,59,0,31,1,0,27,80.2632
Borsod-Abaúj-Zemplén,Ináncs,873,0,0,873,637,0,637,0,636,0,9,627,1,280,31,4,295,72.9668
Borsod-Abaúj-Zemplén,Irota,62,0,0,62,51,0,51,0,51,0,0,51,0,27,4,2,18,82.2581
Borsod-Abaúj-Zemplén,Izsófalva,1221,0,0,1221,844,0,844,0,843,0,2,841,2,393,46,7,385,69.1237
Borsod-Abaúj-Zemplén,Jákfalva,377,0,0,377,259,0,259,0,259,0,11,248,2,80,9,0,133,68.7003
Borsod-Abaúj-Zemplén,Járdánháza,1230,0,0,1230,748,0,748,0,754,0,37,717,0,287,37,7,370,60.813
Borsod-Abaúj-Zemplén,Jósvafő,201,0,0,201,172,0,172,0,172,0,0,172,1,80,14,0,77,85.5721
Borsod-Abaúj-Zemplén,Karcsa,1271,0,0,1271,844,0,844,0,845,0,17,828,2,419,27,3,366,66.4044
Borsod-Abaúj-Zemplén,Karos,369,0,0,369,263,0,263,0,263,0,2,261,0,93,14,0,144,71.2737
Borsod-Abaúj-Zemplén,Kazincbarcika,19016,2151,503,21670,14192,2511,16703,3,16706,0,116,16590,84,11044,1041,250,4146,77.0789
Borsod-Abaúj-Zemplén,Kelemér,335,0,0,335,229,0,229,0,229,0,4,225,0,90,6,0,128,68.3582
Borsod-Abaúj-Zemplén,Kenézlő,867,0,0,867,539,0,539,0,539,0,1,538,2,243,27,4,259,62.1684
Borsod-Abaúj-Zemplén,Keresztéte,31,0,0,31,29,0,29,0,30,0,3,27,0,17,3,0,7,93.5484
Borsod-Abaúj-Zemplén,Kesznyéten,1293,0,0,1293,843,0,843,0,843,0,16,827,1,243,41,2,499,65.1972
Borsod-Abaúj-Zemplén,Királd,531,0,0,531,349,0,349,0,349,0,0,349,1,179,24,5,139,65.725
Borsod-Abaúj-Zemplén,Kiscsécs,129,0,0,129,88,0,88,0,88,0,3,85,1,9,3,0,55,68.2171
Borsod-Abaúj-Zemplén,Kisgyőr,1228,0,0,1228,898,0,898,0,899,0,12,887,4,415,111,4,352,73.127
Borsod-Abaúj-Zemplén,Kishuta,212,0,0,212,177,0,177,0,177,0,0,177,2,107,9,2,57,83.4906
Borsod-Abaúj-Zemplén,Kiskinizs,250,0,0,250,185,0,185,0,185,0,1,184,3,83,4,0,90,74.0
Borsod-Abaúj-Zemplén,Kisrozvágy,148,0,0,148,91,0,91,0,91,0,0,91,0,35,4,1,47,61.4865
Borsod-Abaúj-Zemplén,Kissikátor,226,0,0,226,190,0,190,0,190,0,1,189,2,113,12,1,61,84.0708
Borsod-Abaúj-Zemplén,Kistokaj,1806,0,0,1806,1531,0,1531,0,1531,0,3,1528,17,975,104,11,420,84.773
Borsod-Abaúj-Zemplén,Komjáti,110,0,0,110,91,0,91,0,91,0,0,91,0,45,1,0,44,82.7273
Borsod-Abaúj-Zemplén,Komlóska,177,0,0,177,152,0,152,0,152,0,2,150,1,86,8,0,52,85.8757
Borsod-Abaúj-Zemplén,Kondó,439,0,0,439,340,0,340,0,340,0,2,338,1,178,29,5,125,77.4487
Borsod-Abaúj-Zemplén,Korlát,228,0,0,228,178,0,178,0,178,0,7,171,0,86,8,0,77,78.0702
Borsod-Abaúj-Zemplén,Kovácsvágás,450,0,0,450,278,0,278,0,278,0,3,275,0,101,8,1,157,61.7778
Borsod-Abaúj-Zemplén,Krasznokvajda,290,0,0,290,205,0,205,0,205,0,5,200,2,73,9,0,116,70.6897
Borsod-Abaúj-Zemplén,Kupa,119,0,0,119,91,0,91,0,91,0,0,91,2,21,2,0,64,76.4706
Borsod-Abaúj-Zemplén,Kurityán,1111,0,0,1111,799,0,799,0,799,0,7,792,3,437,48,12,265,71.9172
Borsod-Abaúj-Zemplén,Kács,405,0,0,405,326,0,326,0,326,0,1,325,1,153,19,1,151,80.4938
Borsod-Abaúj-Zemplén,Kány,45,0,0,45,37,0,37,0,37,0,0,37,0,19,0,0,18,82.2222
Borsod-Abaúj-Zemplén,Kánó,120,0,0,120,103,0,103,0,103,0,1,102,0,41,5,0,56,85.8333
Borsod-Abaúj-Zemplén,Kázsmárk,694,0,0,694,449,0,449,0,449,0,19,430,1,153,17,1,239,64.6974
Borsod-Abaúj-Zemplén,Kéked,112,0,0,112,76,0,76,0,76,0,0,76,0,36,3,1,36,67.8571
Borsod-Abaúj-Zemplén,Köröm,851,0,0,851,480,0,480,0,479,0,11,468,1,108,15,0,330,56.4042
Borsod-Abaúj-Zemplén,Lak,424,0,0,424,335,0,335,0,334,0,14,320,0,60,3,0,247,79.0094
Borsod-Abaúj-Zemplén,Legyesbénye,1079,0,0,1079,816,0,816,0,816,0,10,806,4,473,49,3,277,75.6256
Borsod-Abaúj-Zemplén,Litka,29,0,0,29,26,0,26,0,26,0,0,26,0,15,2,0,9,89.6552
Borsod-Abaúj-Zemplén,Lácacséke,193,0,0,193,100,0,100,0,100,0,4,96,0,35,5,2,53,51.8135
Borsod-Abaúj-Zemplén,Ládbesenyő,199,0,0,199,163,0,163,0,163,0,0,163,0,63,10,2,87,81.9095
Borsod-Abaúj-Zemplén,Léh,310,0,0,310,198,0,198,0,197,0,3,194,0,53,10,0,119,63.871
Borsod-Abaúj-Zemplén,Lénárddaróc,196,0,0,196,153,0,153,0,153,0,0,153,2,64,8,1,78,78.0612
Borsod-Abaúj-Zemplén,Makkoshotyka,616,0,0,616,401,0,401,0,401,0,8,393,1,116,11,2,247,65.0974
Borsod-Abaúj-Zemplén,Martonyi,244,0,0,244,152,0,152,0,152,0,3,149,0,42,3,0,98,62.2951
Borsod-Abaúj-Zemplén,Megyaszó,1876,0,0,1876,1247,0,1247,0,1248,0,49,1199,6,450,70,10,606,66.4712
