country,region,start_yr,end_yr,start,end,scale_for_log,scaling,change,label_color,label_txt_linear,label_txt_log,label_final,sel_var,scale_type
Ukraine,ex-USSR/Balkans,1990,2024,-0.6190706355081191,-1.3480475844157045,100,1,-0.7289769489075854,red,-1%,-0.73,-0.73,% of DE,logratio
China,Asia,1990,2024,-3.2114110343683375,-0.8784109448712516,100,1,2.333000089497086,black,+2%,2.33,2.33,% of W_EUR3,logratio
South Korea,Asia,1990,2023,-1.0948311361483862,-0.12513774567724892,100,1,0.9696933904711373,black,+1%,0.97,0.97,% of W_EUR3,logratio
Poland,CEE,1990,2024,-1.1712726775984397,-0.24084991253988233,100,1,0.9304227650585574,black,+1%,0.93,0.93,% of W_EUR3,logratio
Dominican Republic,Latin America,1990,2024,-1.7307279588571103,-0.8624419024903844,100,1,0.8682860563667258,black,+1%,0.87,0.87,% of W_EUR3,logratio
Panama,Latin America,1990,2024,-1.2944154895904976,-0.45472846241915243,100,1,0.8396870271713451,black,+1%,0.84,0.84,% of W_EUR3,logratio
Malaysia,Asia,1990,2024,-1.2363458791788609,-0.5215371687877082,100,1,0.7148087103911527,black,+1%,0.71,0.71,% of W_EUR3,logratio
Chile,Latin America,1990,2024,-1.3288113289267438,-0.6427396868135268,100,1,0.686071642113217,black,+1%,0.69,0.69,% of W_EUR3,logratio
Thailand,Asia,1990,2024,-1.558845650835684,-0.9709874206995367,100,1,0.5878582301361474,black,+1%,0.59,0.59,% of W_EUR3,logratio
Romania,CEE,1990,2024,-0.9302451877189141,-0.3459785740905974,100,1,0.5842666136283167,black,+1%,0.58,0.58,% of W_EUR3,logratio
Costa Rica,Latin America,1990,2024,-1.3287409876879255,-0.7551589501577265,100,1,0.573582037530199,black,+1%,0.57,0.57,% of W_EUR3,logratio
Belarus,ex-USSR/Balkans,1990,2024,-1.2086047898968573,-0.6814223842442807,100,1,0.5271824056525766,black,+1%,0.53,0.53,% of W_EUR3,logratio
Slovakia,CEE,1990,2024,-0.8589936577283676,-0.3525049816523429,100,1,0.5064886760760247,black,+1%,0.51,0.51,% of W_EUR3,logratio
Lithuania,CEE,1990,2024,-0.6977709938656778,-0.19627441022900644,100,1,0.5014965836366714,black,+1%,0.5,0.5,% of W_EUR3,logratio
Bulgaria,CEE,1990,2024,-1.017342498864142,-0.5211483514255412,100,1,0.4961941474386008,black,+0%,0.5,0.5,% of W_EUR3,logratio
Uruguay,Latin America,1990,2024,-1.0789992723917867,-0.5830646687490498,100,1,0.4959346036427369,black,+0%,0.5,0.5,% of W_EUR3,logratio
Latvia,CEE,1990,2024,-0.8596904600985519,-0.3880910476579326,100,1,0.47159941244061926,black,+0%,0.47,0.47,% of W_EUR3,logratio
Estonia,CEE,1990,2024,-0.7591828076368561,-0.32320734590219,100,1,0.43597546173466606,black,+0%,0.44,0.44,% of W_EUR3,logratio
Kazakhstan,ex-USSR/Balkans,1990,2024,-0.8987734199181543,-0.4691226282176336,100,1,0.4296507917005207,black,+0%,0.43,0.43,% of W_EUR3,logratio
Egypt,Africa,1990,2024,-1.6421244113916948,-1.2287426306428555,100,1,0.41338178074883936,black,+0%,0.41,0.41,% of W_EUR3,logratio
Morocco,Africa,1990,2024,-2.2365567723446445,-1.8454898124957146,100,1,0.3910669598489298,black,+0%,0.39,0.39,% of W_EUR3,logratio
Azerbaijan,ex-USSR/Balkans,1990,2024,-1.3450655688352913,-0.9556968540817381,100,1,0.38936871475355317,black,+0%,0.39,0.39,% of W_EUR3,logratio
Georgia,ex-USSR/Balkans,1990,2024,-1.1638417069033244,-0.8311103556557758,100,1,0.3327313512475486,black,+0%,0.33,0.33,% of W_EUR3,logratio
Slovenia,CEE,1990,2024,-0.4895588881185396,-0.16853244023963512,100,1,0.32102644787890444,black,+0%,0.32,0.32,% of W_EUR3,logratio
Hungary,CEE,1990,2024,-0.6638270425914338,-0.34373048294096714,100,1,0.32009655965046663,black,+0%,0.32,0.32,% of W_EUR3,logratio
North Macedonia,ex-USSR/Balkans,1990,2024,-1.164815796068256,-0.8527519412027434,100,1,0.31206385486551247,black,+0%,0.31,0.31,% of W_EUR3,logratio
Tunisia,Africa,1990,2024,-1.8139511152536194,-1.5073431440420335,100,1,0.3066079712115859,black,+0%,0.31,0.31,% of W_EUR3,logratio
Israel,Asia,1990,2024,-0.49019570653327715,-0.19268033366022552,100,1,0.29751537287305163,black,+0%,0.3,0.3,% of W_EUR3,logratio
Colombia,Latin America,1990,2024,-1.419927134804565,-1.1320423625954885,100,1,0.2878847722090765,black,+0%,0.29,0.29,% of W_EUR3,logratio
Croatia,CEE,1990,2024,-0.5696702826251226,-0.29736490148363376,100,1,0.2723053811414889,black,+0%,0.27,0.27,% of W_EUR3,logratio
Iran,Asia,1990,2024,-1.520005969144215,-1.2635176799283663,100,1,0.25648828921584865,black,+0%,0.26,0.26,% of W_EUR3,logratio
Czechia,CEE,1990,2024,-0.39311672251137236,-0.17960642679219913,100,1,0.21351029571917324,black,+0%,0.21,0.21,% of W_EUR3,logratio
Paraguay,Latin America,1990,2024,-1.4235672258763694,-1.2590744028935403,100,1,0.16449282298282908,black,+0%,0.16,0.16,% of W_EUR3,logratio
Argentina,Latin America,1990,2024,-0.8887515421487974,-0.7710928425501132,100,1,0.11765869959868414,black,+0%,0.12,0.12,% of W_EUR3,logratio
Brazil,Latin America,1990,2024,-1.1860580192871302,-1.0720405332155822,100,1,0.11401748607154794,black,+0%,0.11,0.11,% of W_EUR3,logratio
Portugal,Southern Europe,1990,2024,-0.41952300328380565,-0.31511114086430186,100,1,0.10441186241950379,black,+0%,0.1,0.1,% of W_EUR3,logratio
Ecuador,Latin America,1990,2024,-1.5135897863418293,-1.4155691380262905,100,1,0.0980206483155388,black,+0%,0.1,0.1,% of W_EUR3,logratio
Spain,Southern Europe,1990,2024,-0.26376928159528806,-0.17106873699337205,100,1,0.09270054460191601,black,+0%,0.09,0.09,% of W_EUR3,logratio
Russia,ex-USSR/Balkans,1990,2024,-0.3331471848190992,-0.31939739132552925,100,1,0.013749793493569973,black,+0%,0.01,0.01,% of W_EUR3,logratio
Greece,Southern Europe,1990,2024,-0.4296607741184095,-0.4189562876466563,100,1,0.010704486471753205,black,+0%,0.01,0.01,% of W_EUR3,logratio
Algeria,Africa,1990,2024,-1.260367614230661,-1.3129123570838661,100,1,-0.052544742853205095,red,0%,-0.05,-0.05,% of W_EUR3,logratio
Mexico,Latin America,1990,2024,-0.8792533441482357,-0.9574577001670632,100,1,-0.07820435601882747,red,0%,-0.08,-0.08,% of W_EUR3,logratio
South Africa,Africa,1990,2024,-1.3405918533322465,-1.4400307510880181,100,1,-0.09943889775577164,red,0%,-0.1,-0.1,% of W_EUR3,logratio
Jamaica,Latin America,1990,2024,-1.5542354026507825,-1.7217591227812152,100,1,-0.1675237201304327,red,0%,-0.17,-0.17,% of W_EUR3,logratio
Moldova,ex-USSR/Balkans,1990,2024,-0.9558921648426877,-1.2487181678921626,100,1,-0.2928260030494749,red,0%,-0.29,-0.29,% of W_EUR3,logratio
Ukraine,ex-USSR/Balkans,1990,2024,-0.5949400633576725,-1.257629650684786,100,1,-0.6626895873271135,red,-1%,-0.66,-0.66,% of W_EUR3,logratio
China,Asia,1990,2024,-3.0804436278001757,-0.7232450355858403,100,1,2.3571985922143353,black,+2%,2.36,2.36,% of S_EUR4,logratio
South Korea,Asia,1990,2023,-0.9638637295802247,0.03800906645684373,100,1,1.0018727960370684,black,+1%,1,1,% of S_EUR4,logratio
Poland,CEE,1990,2024,-1.0403052710302778,-0.08568400325447117,100,1,0.9546212677758066,black,+1%,0.95,0.95,% of S_EUR4,logratio
Dominican Republic,Latin America,1990,2024,-1.5997605522889486,-0.7072759932049733,100,1,0.8924845590839754,black,+1%,0.89,0.89,% of S_EUR4,logratio
Panama,Latin America,1990,2024,-1.1634480830223357,-0.2995625531337411,100,1,0.8638855298885946,black,+1%,0.86,0.86,% of S_EUR4,logratio
Malaysia,Asia,1990,2024,-1.105378472610699,-0.36637125950229693,100,1,0.739007213108402,black,+1%,0.74,0.74,% of S_EUR4,logratio
Chile,Latin America,1990,2024,-1.1978439223585822,-0.4875737775281156,100,1,0.7102701448304666,black,+1%,0.71,0.71,% of S_EUR4,logratio
Thailand,Asia,1990,2024,-1.4278782442675222,-0.8158215114141254,100,1,0.6120567328533968,black,+1%,0.61,0.61,% of S_EUR4,logratio
Romania,CEE,1990,2024,-0.7992777811507522,-0.19081266480518627,100,1,0.6084651163455659,black,+1%,0.61,0.61,% of S_EUR4,logratio
Costa Rica,Latin America,1990,2024,-1.1977735811197636,-0.5999930408723152,100,1,0.5977805402474484,black,+1%,0.6,0.6,% of S_EUR4,logratio
Belarus,ex-USSR/Balkans,1990,2024,-1.0776373833286954,-0.5262564749588695,100,1,0.5513809083698259,black,+1%,0.55,0.55,% of S_EUR4,logratio
Slovakia,CEE,1990,2024,-0.7280262511602057,-0.19733907236693154,100,1,0.5306871787932741,black,+1%,0.53,0.53,% of S_EUR4,logratio
Lithuania,CEE,1990,2024,-0.5668035872975159,-0.04110850094359528,100,1,0.5256950863539206,black,+1%,0.53,0.53,% of S_EUR4,logratio
Bulgaria,CEE,1990,2024,-0.8863750922959801,-0.3659824421401298,100,1,0.5203926501558502,black,+1%,0.52,0.52,% of S_EUR4,logratio
Uruguay,Latin America,1990,2024,-0.948031865823625,-0.4278987594636387,100,1,0.5201331063599863,black,+1%,0.52,0.52,% of S_EUR4,logratio
Latvia,CEE,1990,2024,-0.72872305353039,-0.23292513837252132,100,1,0.4957979151578687,black,+0%,0.5,0.5,% of S_EUR4,logratio
Estonia,CEE,1990,2024,-0.6282154010686942,-0.16804143661677876,100,1,0.4601739644519155,black,+0%,0.46,0.46,% of S_EUR4,logratio
Kazakhstan,ex-USSR/Balkans,1990,2024,-0.7678060133499927,-0.31395671893222243,100,1,0.4538492944177702,black,+0%,0.45,0.45,% of S_EUR4,logratio
Egypt,Africa,1990,2024,-1.511157004823533,-1.0735767213574443,100,1,0.4375802834660887,black,+0%,0.44,0.44,% of S_EUR4,logratio
Morocco,Africa,1990,2024,-2.105589365776483,-1.6903239032103035,100,1,0.4152654625661796,black,+0%,0.42,0.42,% of S_EUR4,logratio
Azerbaijan,ex-USSR/Balkans,1990,2024,-1.2140981622671294,-0.800530944796327,100,1,0.4135672174708024,black,+0%,0.41,0.41,% of S_EUR4,logratio
Georgia,ex-USSR/Balkans,1990,2024,-1.0328743003351626,-0.6759444463703644,100,1,0.35692985396479815,black,+0%,0.36,0.36,% of S_EUR4,logratio
Slovenia,CEE,1990,2024,-0.3585914815503777,-0.013366530954223821,100,1,0.3452249505961539,black,+0%,0.35,0.35,% of S_EUR4,logratio
Hungary,CEE,1990,2024,-0.532859636023272,-0.18856457365555576,100,1,0.34429506236771623,black,+0%,0.34,0.34,% of S_EUR4,logratio
North Macedonia,ex-USSR/Balkans,1990,2024,-1.0338483895000943,-0.69758603191733215,100,1,0.33626235758276213,black,+0%,0.34,0.34,% of S_EUR4,logratio
Tunisia,Africa,1990,2024,-1.6829837086854573,-1.3521772347566223,100,1,0.330806473928835,black,+0%,0.33,0.33,% of S_EUR4,logratio
Israel,Asia,1990,2024,-0.35922829996511535,-0.03751442437481434,100,1,0.321713875590301,black,+0%,0.32,0.32,% of S_EUR4,logratio
Colombia,Latin America,1990,2024,-1.288959728236403,-0.9768764533100772,100,1,0.3120832749263257,black,+0%,0.31,0.31,% of S_EUR4,logratio
Croatia,CEE,1990,2024,-0.43870287605696073,-0.1421989921982224,100,1,0.2965038838587383,black,+0%,0.3,0.3,% of S_EUR4,logratio
Iran,Asia,1990,2024,-1.3890385625760533,-1.108351770642955,100,1,0.2806867919330982,black,+0%,0.28,0.28,% of S_EUR4,logratio
Czechia,CEE,1990,2024,-0.26214931594321056,-0.024440517506787825,100,1,0.23770879843642273,black,+0%,0.24,0.24,% of S_EUR4,logratio
Paraguay,Latin America,1990,2024,-1.2925998193082073,-1.103908493608129,100,1,0.1886913257000784,black,+0%,0.19,0.19,% of S_EUR4,logratio
Argentina,Latin America,1990,2024,-0.7577841355806356,-0.6159269332647019,100,1,0.14185720231593368,black,+0%,0.14,0.14,% of S_EUR4,logratio
Brazil,Latin America,1990,2024,-1.0550906127189685,-0.9168746239301712,100,1,0.13821598878879737,black,+0%,0.14,0.14,% of S_EUR4,logratio
Ecuador,Latin America,1990,2024,-1.3826223797736674,-1.2604032287408793,100,1,0.12221915103278813,black,+0%,0.12,0.12,% of S_EUR4,logratio
Russia,ex-USSR/Balkans,1990,2024,-0.20217977825093741,-0.16423148204011787,100,1,0.03794829621081955,black,+0%,0.04,0.04,% of S_EUR4,logratio
Algeria,Africa,1990,2024,-1.1294002076624992,-1.157746447798455,100,1,-0.02834624013595577,red,0%,-0.03,-0.03,% of S_EUR4,logratio
Mexico,Latin America,1990,2024,-0.7482859375800739,-0.8022917908816519,100,1,-0.05400585330157803,red,0%,-0.05,-0.05,% of S_EUR4,logratio
South Africa,Africa,1990,2024,-1.2096244467640849,-1.2848648418026067,100,1,-0.07524039503852187,red,0%,-0.08,-0.08,% of S_EUR4,logratio
Jamaica,Latin America,1990,2024,-1.423267996082621,-1.5665932134958043,100,1,-0.14332521741318338,red,0%,-0.14,-0.14,% of S_EUR4,logratio
Moldova,ex-USSR/Balkans,1990,2024,-0.8249247582745258,-1.0935522586067514,100,1,-0.2686275003322256,red,0%,-0.27,-0.27,% of S_EUR4,logratio
Ukraine,ex-USSR/Balkans,1990,2024,-0.46397265678951055,-1.1024637413993748,100,1,-0.6384910846098641,red,-1%,-0.64,-0.64,% of S_EUR4,logratio
China,Asia,1990,2024,-3.1959135764827984,-0.9712285756415825,100,1,2.224685000841216,black,+2%,2.22,2.22,% of G7,logratio
South Korea,Asia,1990,2023,-1.079333678262847,-0.2133261877990912,100,1,0.8660074904637559,black,+1%,0.87,0.87,% of G7,logratio
Poland,CEE,1990,2024,-1.1557752197129003,-0.3336675433102133,100,1,0.822107676402687,black,+1%,0.82,0.82,% of G7,logratio
Dominican Republic,Latin America,1990,2024,-1.7152305009715711,-0.9552595332607152,100,1,0.7599709677108559,black,+1%,0.76,0.76,% of G7,logratio
Panama,Latin America,1990,2024,-1.2789180317049582,-0.5475460931894833,100,1,0.7313719385154749,black,+1%,0.73,0.73,% of G7,logratio
Malaysia,Asia,1990,2024,-1.2208484212933215,-0.614354799558039,100,1,0.6064936217352825,black,+1%,0.61,0.61,% of G7,logratio
Chile,Latin America,1990,2024,-1.3133138710412045,-0.7355573175838576,100,1,0.5777565534573469,black,+1%,0.58,0.58,% of G7,logratio
Thailand,Asia,1990,2024,-1.5433481929501447,-1.0638050514698676,100,1,0.4795431414802771,black,+0%,0.48,0.48,% of G7,logratio
Romania,CEE,1990,2024,-0.9147477298333746,-0.4387962048609283,100,1,0.4759515249724463,black,+0%,0.48,0.48,% of G7,logratio
Costa Rica,Latin America,1990,2024,-1.3132435298023863,-0.8479765809280574,100,1,0.46526694887432896,black,+0%,0.47,0.47,% of G7,logratio
Belarus,ex-USSR/Balkans,1990,2024,-1.193107332011318,-0.7742400150146115,100,1,0.41886731699670643,black,+0%,0.42,0.42,% of G7,logratio
Slovakia,CEE,1990,2024,-0.8434961998428281,-0.4453226124226736,100,1,0.39817358742015446,black,+0%,0.4,0.4,% of G7,logratio
Lithuania,CEE,1990,2024,-0.6822735359801385,-0.28909204099933733,100,1,0.3931814949808012,black,+0%,0.39,0.39,% of G7,logratio
Bulgaria,CEE,1990,2024,-1.0018450409786028,-0.6139659821958718,100,1,0.387879058782731,black,+0%,0.39,0.39,% of G7,logratio
Uruguay,Latin America,1990,2024,-1.0635018145062474,-0.6758822995193807,100,1,0.38761951498686664,black,+0%,0.39,0.39,% of G7,logratio
Latvia,CEE,1990,2024,-0.8441930022130127,-0.48090867842826346,100,1,0.3632843237847493,black,+0%,0.36,0.36,% of G7,logratio
Estonia,CEE,1990,2024,-0.7436853497513167,-0.4160249766725208,100,1,0.3276603730787959,black,+0%,0.33,0.33,% of G7,logratio
Kazakhstan,ex-USSR/Balkans,1990,2024,-0.883275962032615,-0.5619402589879646,100,1,0.3213357030446504,black,+0%,0.32,0.32,% of G7,logratio
Egypt,Africa,1990,2024,-1.6266269535061555,-1.3215602614131863,100,1,0.3050666920929692,black,+0%,0.31,0.31,% of G7,logratio
Morocco,Africa,1990,2024,-2.2210593144591053,-1.9383074432660456,100,1,0.28275187119305967,black,+0%,0.28,0.28,% of G7,logratio
Azerbaijan,ex-USSR/Balkans,1990,2024,-1.329568110949752,-1.048514484852069,100,1,0.2810536260976828,black,+0%,0.28,0.28,% of G7,logratio
Georgia,ex-USSR/Balkans,1990,2024,-1.1483442490177853,-0.9239279864261066,100,1,0.22441626259167868,black,+0%,0.22,0.22,% of G7,logratio
Slovenia,CEE,1990,2024,-0.4740614302330003,-0.26135007100996593,100,1,0.21271135922303436,black,+0%,0.21,0.21,% of G7,logratio
Hungary,CEE,1990,2024,-0.6483295847058946,-0.4365481137112978,100,1,0.21178147099459682,black,+0%,0.21,0.21,% of G7,logratio
North Macedonia,ex-USSR/Balkans,1990,2024,-1.1493183381827168,-0.9455695719730742,100,1,0.20374876620964255,black,+0%,0.2,0.2,% of G7,logratio
Tunisia,Africa,1990,2024,-1.7984536573680798,-1.6001607748123643,100,1,0.19829288255571553,black,+0%,0.2,0.2,% of G7,logratio
Israel,Asia,1990,2024,-0.4746982486477378,-0.2854979644305564,100,1,0.18920028421718138,black,+0%,0.19,0.19,% of G7,logratio
Colombia,Latin America,1990,2024,-1.4044296769190256,-1.2248599933658193,100,1,0.17956968355320635,black,+0%,0.18,0.18,% of G7,logratio
Croatia,CEE,1990,2024,-0.5541728247395834,-0.3901825322539645,100,1,0.16399029248561892,black,+0%,0.16,0.16,% of G7,logratio
Iran,Asia,1990,2024,-1.5045085112586758,-1.356335310698697,100,1,0.14817320055997873,black,+0%,0.15,0.15,% of G7,logratio
Czechia,CEE,1990,2024,-0.37761926462583306,-0.2724240575625299,100,1,0.10519520706330315,black,+0%,0.11,0.11,% of G7,logratio
Paraguay,Latin America,1990,2024,-1.40806976799083,-1.351892033663871,100,1,0.05617773432695916,black,+0%,0.06,0.06,% of G7,logratio
Argentina,Latin America,1990,2024,-0.8732540842632581,-0.8639104733204439,100,1,0.009343610942814218,black,+0%,0.01,0.01,% of G7,logratio
Brazil,Latin America,1990,2024,-1.1705605614015908,-1.1648581639859132,100,1,0.005702397415677574,black,+0%,0.01,0.01,% of G7,logratio
Portugal,Southern Europe,1990,2024,-0.4040255453982663,-0.4079287716346326,100,1,-0.0039032262363662973,red,0%,0,0,% of G7,logratio
Ecuador,Latin America,1990,2024,-1.49809232845629,-1.5083867687966215,100,1,-0.010294440340331557,red,0%,-0.01,-0.01,% of G7,logratio
Spain,Southern Europe,1990,2024,-0.2482718237097487,-0.2638863677637027,100,1,-0.015614544053954016,red,0%,-0.02,-0.02,% of G7,logratio
Russia,ex-USSR/Balkans,1990,2024,-0.3176497269335597,-0.41221502209586014,100,1,-0.09456529516230044,red,0%,-0.09,-0.09,% of G7,logratio
Greece,Southern Europe,1990,2024,-0.41416331623287017,-0.5117739184169874,100,1,-0.09761060218411721,red,0%,-0.1,-0.1,% of G7,logratio
Algeria,Africa,1990,2024,-1.2448701563451219,-1.405729987854197,100,1,-0.160859831509075,red,0%,-0.16,-0.16,% of G7,logratio
Mexico,Latin America,1990,2024,-0.8637558862626964,-1.050275330937394,100,1,-0.1865194446746976,red,0%,-0.19,-0.19,% of G7,logratio
South Africa,Africa,1990,2024,-1.3250943954467074,-1.532848381858349,100,1,-0.20775398641164156,red,0%,-0.21,-0.21,% of G7,logratio
Jamaica,Latin America,1990,2024,-1.5387379447652434,-1.8145767535515462,100,1,-0.27583880878630285,red,0%,-0.28,-0.28,% of G7,logratio
Moldova,ex-USSR/Balkans,1990,2024,-0.9403947069571482,-1.3415357986624936,100,1,-0.4011410917053454,red,0%,-0.4,-0.4,% of G7,logratio
Ukraine,ex-USSR/Balkans,1990,2024,-0.5794426054721332,-1.350447281455117,100,1,-0.7710046759829837,red,-1%,-0.77,-0.77,% of G7,logratio
China,Asia,1990,2024,-1.9066003134428362,0.11441176099645377,100,1,2.02101207443929,black,+2%,2.02,2.02,% of World,logratio
South Korea,Asia,1990,2023,0.20997958477711492,0.8860279270318279,100,1,0.676048342254713,black,+1%,0.68,0.68,% of World,logratio
Poland,CEE,1990,2024,0.13353804332706154,0.7519727933278229,100,1,0.6184347500007613,black,+1%,0.62,0.62,% of World,logratio
Dominican Republic,Latin America,1990,2024,-0.42591723793160907,0.13038080337732083,100,1,0.5562980413089299,black,+1%,0.56,0.56,% of World,logratio
Panama,Latin America,1990,2024,0.010395231335003719,0.5380942434485531,100,1,0.5276990121135493,black,+1%,0.53,0.53,% of World,logratio
Malaysia,Asia,1990,2024,0.0684648417466405,0.4712855370799972,100,1,0.40282069533335674,black,+0%,0.4,0.4,% of World,logratio
Chile,Latin America,1990,2024,-0.024000608001242586,0.3500830190541786,100,1,0.3740836270554212,black,+0%,0.37,0.37,% of World,logratio
Thailand,Asia,1990,2024,-0.25403492991018267,0.021835285168168805,100,1,0.27587021507835147,black,+0%,0.28,0.28,% of World,logratio
Romania,CEE,1990,2024,0.3745655332065872,0.6468441317771079,100,1,0.27227859857052067,black,+0%,0.27,0.27,% of World,logratio
Costa Rica,Latin America,1990,2024,-0.023930266762424372,0.237663755709979,100,1,0.2615940224724034,black,+0%,0.26,0.26,% of World,logratio
Belarus,ex-USSR/Balkans,1990,2024,0.0962059310286441,0.3114003216234247,100,1,0.21519439059478057,black,+0%,0.22,0.22,% of World,logratio
Slovakia,CEE,1990,2024,0.44581706319713377,0.6403177242153626,100,1,0.19450066101822883,black,+0%,0.19,0.19,% of World,logratio
Lithuania,CEE,1990,2024,0.6070397270598233,0.7965482956386989,100,1,0.18950856857887555,black,+0%,0.19,0.19,% of World,logratio
Bulgaria,CEE,1990,2024,0.2874682220613592,0.4716743544421644,100,1,0.1842061323808052,black,+0%,0.18,0.18,% of World,logratio
Uruguay,Latin America,1990,2024,0.2258114485337144,0.40975803711865555,100,1,0.18394658858494115,black,+0%,0.18,0.18,% of World,logratio
Latvia,CEE,1990,2024,0.4451202608269493,0.6047316582097728,100,1,0.15961139738282354,black,+0%,0.16,0.16,% of World,logratio
Estonia,CEE,1990,2024,0.5456279132886452,0.6696153599655156,100,1,0.12398744667687034,black,+0%,0.12,0.12,% of World,logratio
Kazakhstan,ex-USSR/Balkans,1990,2024,0.4060373010073469,0.5237000776500718,100,1,0.11766277664272484,black,+0%,0.12,0.12,% of World,logratio
Egypt,Africa,1990,2024,-0.3373136904661934,-0.23591992477515009,100,1,0.10139376569104333,black,+0%,0.1,0.1,% of World,logratio
Morocco,Africa,1990,2024,-0.9317460514191434,-0.8526671066280093,100,1,0.07907894479113409,black,+0%,0.08,0.08,% of World,logratio
Azerbaijan,ex-USSR/Balkans,1990,2024,-0.040254847909790024,0.03712585178596721,100,1,0.07738069969575723,black,+0%,0.08,0.08,% of World,logratio
Georgia,ex-USSR/Balkans,1990,2024,0.14096901402217674,0.16171235021192973,100,1,0.020743336189752992,black,+0%,0.02,0.02,% of World,logratio
Slovenia,CEE,1990,2024,0.8152518328069617,0.8242902656280704,100,1,0.009038432821108722,black,+0%,0.01,0.01,% of World,logratio
Hungary,CEE,1990,2024,0.6409836783340673,0.6490922229267383,100,1,0.008108544592670963,black,+0%,0.01,0.01,% of World,logratio
North Macedonia,ex-USSR/Balkans,1990,2024,0.13999492485724507,0.140070764664962,100,1,7.583980771691534e-5,black,+0%,0,0,% of World,logratio
Tunisia,Africa,1990,2024,-0.5091403943281181,-0.514520438174328,100,1,-0.0053800438462099365,red,0%,-0.01,-0.01,% of World,logratio
Israel,Asia,1990,2024,0.8146150143922241,0.8001423722074799,100,1,-0.0144726421847442,red,0%,-0.01,-0.01,% of World,logratio
Colombia,Latin America,1990,2024,-0.11511641387906364,-0.13921965672778308,100,1,-0.02410324284871944,red,0%,-0.02,-0.02,% of World,logratio
Croatia,CEE,1990,2024,0.7351404383003786,0.6954578043840718,100,1,-0.039682633916306775,red,0%,-0.04,-0.04,% of World,logratio
Iran,Asia,1990,2024,-0.21519524821871386,-0.270694974060661,100,1,-0.05549972584194715,red,0%,-0.06,-0.06,% of World,logratio
Czechia,CEE,1990,2024,0.9116939984141289,0.8132162790755064,100,1,-0.09847771933862248,red,0%,-0.1,-0.1,% of World,logratio
Paraguay,Latin America,1990,2024,-0.11875650495086815,-0.26625169702583495,100,1,-0.1474951920749668,red,0%,-0.15,-0.15,% of World,logratio
Argentina,Latin America,1990,2024,0.41605917877670384,0.22172986331759223,100,1,-0.1943293154591116,red,0%,-0.19,-0.19,% of World,logratio
Brazil,Latin America,1990,2024,0.11875270163837112,-0.07921782734787693,100,1,-0.19797052898624806,red,0%,-0.2,-0.2,% of World,logratio
Portugal,Southern Europe,1990,2024,0.8852877176416958,0.6777115650034036,100,1,-0.2075761526382922,red,0%,-0.21,-0.21,% of World,logratio
Ecuador,Latin America,1990,2024,-0.20877906541632807,-0.42274643215858526,100,1,-0.2139673667422572,red,0%,-0.21,-0.21,% of World,logratio
Spain,Southern Europe,1990,2024,1.0410414393302134,0.8217539688743334,100,1,-0.21928747045588004,red,0%,-0.22,-0.22,% of World,logratio
Russia,ex-USSR/Balkans,1990,2024,0.971663536106402,0.6734253145421762,100,1,-0.29823822156422575,red,0%,-0.3,-0.3,% of World,logratio
Greece,Southern Europe,1990,2024,0.8751499468070918,0.573866418221049,100,1,-0.3012835285860428,red,0%,-0.3,-0.3,% of World,logratio
Algeria,Africa,1990,2024,0.04444310669484016,-0.32008965121616073,100,1,-0.36453275791100087,red,0%,-0.36,-0.36,% of World,logratio
Mexico,Latin America,1990,2024,0.4255573767772656,0.03536500570064206,100,1,-0.3901923710766235,red,0%,-0.39,-0.39,% of World,logratio
South Africa,Africa,1990,2024,-0.03578113240674529,-0.44720804522031277,100,1,-0.41142691281356747,red,0%,-0.41,-0.41,% of World,logratio
Italy,Southern Europe,1990,2024,1.3356028281796488,0.9152731377558849,100,1,-0.4203296904237639,red,0%,-0.42,-0.42,% of World,logratio
Jamaica,Latin America,1990,2024,-0.24942468172528126,-0.72893641691351,100,1,-0.4795117351882287,red,0%,-0.48,-0.48,% of World,logratio
Moldova,ex-USSR/Balkans,1990,2024,0.3489185560828137,-0.2558954620244573,100,1,-0.604814018107271,red,-1%,-0.6,-0.6,% of World,logratio
Ukraine,ex-USSR/Balkans,1990,2024,0.7098706575678286,-0.2648069448170806,100,1,-0.9746776023849093,red,-1%,-0.97,-0.97,% of World,logratio
China,Asia,1990,2024,-2.094817016602607,0.11464633220011511,100,1,2.209463348802722,black,+2%,2.21,2.21,% of LAT_AM,logratio
South Korea,Asia,1990,2023,0.021762881617343962,0.8768999225172858,100,1,0.8551370408999418,black,+1%,0.86,0.86,% of LAT_AM,logratio
Poland,CEE,1990,2024,-0.054678659832709184,0.7522073645314843,100,1,0.8068860243641934,black,+1%,0.81,0.81,% of LAT_AM,logratio
Malaysia,Asia,1990,2024,-0.11975186141313057,0.47152010828365865,100,1,0.5912719696967892,black,+1%,0.59,0.59,% of LAT_AM,logratio
Thailand,Asia,1990,2024,-0.4422516330699536,0.022069856371829937,100,1,0.46432148944178353,black,+0%,0.46,0.46,% of LAT_AM,logratio
Romania,CEE,1990,2024,0.1863488300468163,0.6470787029807693,100,1,0.460729872933953,black,+0%,0.46,0.46,% of LAT_AM,logratio
Belarus,ex-USSR/Balkans,1990,2024,-0.09201077213112693,0.311634892827086,100,1,0.40364566495821297,black,+0%,0.4,0.4,% of LAT_AM,logratio
