cntr_group,region,country,Code,year,year_end,varname,value,value_end,pop,min_yr,max_yr,trans_rec_end_yr,era,era_col,era_num,era_low,era_high,cntr_region,change_val,change_lab,change_sign,sel_var
CEE,CEE,Slovakia,SVK,1989,1995,% of S_EUR4,92.39748808506774,92.73867963991995,5249882,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Slovakia,0.341191554852216,+0.3,no change,% of S_EUR4
CEE,CEE,Slovakia,SVK,1995,2023,% of S_EUR4,92.73867963991995,93.88989364395302,5354244,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Slovakia,1.151214004033065,+1.2,convergence,% of S_EUR4
Yugosl.,CEE,Slovenia,SVN,1950,1965,% of S_EUR4,96.79640676761215,97.86658909595877,1446309,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Slovenia,1.0701823283466183,+1.1,convergence,% of S_EUR4
Yugosl.,CEE,Slovenia,SVN,1965,1989,% of S_EUR4,97.86658909595877,95.46179582736102,1675272,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Slovenia,-2.404793268597757,-2.4,divergence,% of S_EUR4
Yugosl.,CEE,Slovenia,SVN,1989,1995,% of S_EUR4,95.46179582736102,95.51761712392964,1995417,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Slovenia,0.05582129656862378,+0.1,no change,% of S_EUR4
Yugosl.,CEE,Slovenia,SVN,1995,2023,% of S_EUR4,95.51761712392964,97.79930594787628,1988051,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Slovenia,2.281688823946638,+2.3,convergence,% of S_EUR4
USSR,ex-USSR/Balkans,Ukraine,UKR,1950,1965,% of S_EUR4,95.79297820219966,101.34602222852064,37310845,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Ukraine,5.5530440263209755,+5.6,convergence,% of S_EUR4
USSR,ex-USSR/Balkans,Ukraine,UKR,1965,1989,% of S_EUR4,101.34602222852064,92.26905964700342,45386845,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Ukraine,-9.076962581517222,-9.1,divergence,% of S_EUR4
USSR,ex-USSR/Balkans,Ukraine,UKR,1989,1995,% of S_EUR4,92.26905964700342,86.1415428914735,51917779,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Ukraine,-6.127516755529911,-6.1,divergence,% of S_EUR4
USSR,ex-USSR/Balkans,Ukraine,UKR,1995,2023,% of S_EUR4,86.1415428914735,87.99473478994683,51665488,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Ukraine,1.8531918984733267,+1.9,convergence,% of S_EUR4
USSR,ex-USSR/Balkans,Belarus,BLR,1950,1965,% of World,126.39801355335989,132.6565118755498,7127548,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Belarus,6.258498322189908,+6.3,convergence,% of World
USSR,ex-USSR/Balkans,Belarus,BLR,1965,1989,% of World,132.6565118755498,112.10645059633093,8679894,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Belarus,-20.550061279218866,-20.6,divergence,% of World
USSR,ex-USSR/Balkans,Belarus,BLR,1989,1995,% of World,112.10645059633093,105.96531841798227,10158729,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Belarus,-6.141132178348656,-6.1,divergence,% of World
USSR,ex-USSR/Balkans,Belarus,BLR,1995,2023,% of World,105.96531841798227,101.72818145290245,10197421,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Belarus,-4.237136965079827,-4.2,divergence,% of World
CEE,CEE,Bulgaria,BGR,1950,1965,% of World,132.49249909471834,132.0548173526552,7248464,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Bulgaria,-0.43768174206314825,-0.4,no change,% of World
CEE,CEE,Bulgaria,BGR,1965,1989,% of World,132.0548173526552,112.06991974186953,8202371,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Bulgaria,-19.984897610785666,-20,divergence,% of World
CEE,CEE,Bulgaria,BGR,1989,1995,% of World,112.06991974186953,109.37136357401242,8936335,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Bulgaria,-2.698556167857106,-2.7,divergence,% of World
CEE,CEE,Bulgaria,BGR,1995,2023,% of World,109.37136357401242,103.37149136114279,8357522,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Bulgaria,-5.999872212869633,-6,divergence,% of World
Yugosl.,CEE,Croatia,HRV,1950,1965,% of World,125.99106788750369,126.81161164868743,3864936,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Croatia,0.8205437611837425,+0.8,convergence,% of World
Yugosl.,CEE,Croatia,HRV,1965,1989,% of World,126.81161164868743,113.66395063160749,4346657,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Croatia,-13.14766101707994,-13.1,divergence,% of World
Yugosl.,CEE,Croatia,HRV,1989,1995,% of World,113.66395063160749,111.83615719070247,4820680,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Croatia,-1.827793440905026,-1.8,divergence,% of World
Yugosl.,CEE,Croatia,HRV,1995,2023,% of World,111.83615719070247,107.39503125623553,4619314,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Croatia,-4.441125934466939,-4.4,divergence,% of World
CEE,CEE,Czechia,CZE,1950,1965,% of World,138.82235787077752,130.11417195240517,8916664,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Czechia,-8.708185918372351,-8.7,divergence,% of World
CEE,CEE,Czechia,CZE,1965,1989,% of World,130.11417195240517,112.49998040190212,9706802,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Czechia,-17.61419155050305,-17.6,divergence,% of World
CEE,CEE,Czechia,CZE,1989,1995,% of World,112.49998040190212,112.78557744325443,10305562,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Czechia,0.2855970413523039,+0.3,no change,% of World
CEE,CEE,Czechia,CZE,1995,2023,% of World,112.78557744325443,109.10858910965514,10311979,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Czechia,-3.676988333599283,-3.7,divergence,% of World
Baltics,CEE,Estonia,EST,1950,1965,% of World,143.03903057265532,130.9597666558637,1102004,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Estonia,-12.079263916791632,-12.1,divergence,% of World
Baltics,CEE,Estonia,EST,1965,1989,% of World,130.9597666558637,110.53013638708282,1292753,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Estonia,-20.42963026878087,-20.4,divergence,% of World
Baltics,CEE,Estonia,EST,1989,1995,% of World,110.53013638708282,104.51991855947055,1567538,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Estonia,-6.010217827612266,-6,divergence,% of World
Baltics,CEE,Estonia,EST,1995,2023,% of World,104.51991855947055,108.17841884722301,1452730,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Estonia,3.65850028775246,+3.7,convergence,% of World
CEE,CEE,Hungary,HUN,1950,1965,% of World,133.93513010190887,128.05907680911153,9337826,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Hungary,-5.876053292797337,-5.9,divergence,% of World
CEE,CEE,Hungary,HUN,1965,1989,% of World,128.05907680911153,108.80001630561742,10141073,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Hungary,-19.259060503494112,-19.3,divergence,% of World
CEE,CEE,Hungary,HUN,1989,1995,% of World,108.80001630561742,107.84073167010114,10403359,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Hungary,-0.9592846355162834,-1,divergence,% of World
CEE,CEE,Hungary,HUN,1995,2023,% of World,107.84073167010114,105.268049211829,10322744,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Hungary,-2.5726824582721406,-2.6,divergence,% of World
Baltics,CEE,Latvia,LVA,1950,1965,% of World,139.18145293397478,131.9018473077457,1918675,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Latvia,-7.279605626229085,-7.3,divergence,% of World
Baltics,CEE,Latvia,LVA,1965,1989,% of World,131.9018473077457,110.381974767057,2252726,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Latvia,-21.519872540688695,-21.5,divergence,% of World
Baltics,CEE,Latvia,LVA,1989,1995,% of World,110.381974767057,101.71650866114791,2664789,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Latvia,-8.66546610590909,-8.7,divergence,% of World
Baltics,CEE,Latvia,LVA,1995,2023,% of World,101.71650866114791,104.12795512878336,2485908,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Latvia,2.411446467635443,+2.4,convergence,% of World
Baltics,CEE,Lithuania,LTU,1950,1965,% of World,142.40554894556243,132.77336913746007,2432951,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Lithuania,-9.632179808102364,-9.6,divergence,% of World
Baltics,CEE,Lithuania,LTU,1965,1989,% of World,132.77336913746007,112.31607185133039,2965212,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Lithuania,-20.457297286129673,-20.5,divergence,% of World
Baltics,CEE,Lithuania,LTU,1989,1995,% of World,112.31607185133039,106.37575772521375,3696048,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Lithuania,-5.940314126116647,-5.9,divergence,% of World
Baltics,CEE,Lithuania,LTU,1995,2023,% of World,106.37575772521375,103.90272436291676,3626997,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Lithuania,-2.473033362296988,-2.5,divergence,% of World
CEE,CEE,Poland,POL,1950,1965,% of World,125.7330626110048,128.49650446779944,24780120,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Poland,2.7634418567946426,+2.8,convergence,% of World
CEE,CEE,Poland,POL,1965,1989,% of World,128.49650446779944,111.02886878211149,31288294,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Poland,-17.467635685687952,-17.5,divergence,% of World
CEE,CEE,Poland,POL,1989,1995,% of World,111.02886878211149,110.90769816450555,37938044,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Poland,-0.12117061760594083,-0.1,no change,% of World
CEE,CEE,Poland,POL,1995,2023,% of World,110.90769816450555,107.46691923126336,38364630,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Poland,-3.4407789332421856,-3.4,divergence,% of World
CEE,CEE,Romania,ROU,1950,1965,% of World,130.42155949856019,126.64734478448075,16397220,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Romania,-3.7742147140794344,-3.8,divergence,% of World
CEE,CEE,Romania,ROU,1965,1989,% of World,126.64734478448075,109.03770203679112,18713016,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Romania,-17.609642747689634,-17.6,divergence,% of World
CEE,CEE,Romania,ROU,1989,1995,% of World,109.03770203679112,106.84522754490095,22887592,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Romania,-2.1924744918901666,-2.2,divergence,% of World
CEE,CEE,Romania,ROU,1995,2023,% of World,106.84522754490095,103.78395886805141,22657664,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Romania,-3.0612686768495365,-3.1,divergence,% of World
USSR,ex-USSR/Balkans,Russia,RUS,1950,1965,% of World,119.56680116565792,128.3101995462753,103392314,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Russia,8.743398380617379,+8.7,convergence,% of World
USSR,ex-USSR/Balkans,Russia,RUS,1965,1989,% of World,128.3101995462753,109.25829822660732,126634148,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Russia,-19.051901319667977,-19.1,divergence,% of World
USSR,ex-USSR/Balkans,Russia,RUS,1989,1995,% of World,109.25829822660732,98.63258823366219,148281823,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Russia,-10.625709992945133,-10.6,divergence,% of World
USSR,ex-USSR/Balkans,Russia,RUS,1995,2023,% of World,98.63258823366219,99.97908961943108,148291356,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Russia,1.3465013857688888,+1.3,convergence,% of World
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1950,1965,% of World,118.7373907195696,127.25978054539561,6009148,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Serbia,8.52238982582601,+8.5,convergence,% of World
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1965,1989,% of World,127.25978054539561,113.41748495258044,7031084,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Serbia,-13.842295592815177,-13.8,divergence,% of World
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1989,1995,% of World,113.41748495258044,112.09077444025048,7881211,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Serbia,-1.326710512329953,-1.3,divergence,% of World
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1995,2023,% of World,112.09077444025048,104.91995287647569,7823230,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Serbia,-7.170821563774794,-7.2,divergence,% of World
CEE,CEE,Slovakia,SVK,1950,1965,% of World,130.99770661976444,130.16084077966573,3465707,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Slovakia,-0.8368658400987101,-0.8,divergence,% of World
CEE,CEE,Slovakia,SVK,1965,1989,% of World,130.16084077966573,111.21920550879014,4364999,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Slovakia,-18.941635270875594,-18.9,divergence,% of World
CEE,CEE,Slovakia,SVK,1989,1995,% of World,111.21920550879014,111.36221769774836,5249882,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Slovakia,0.14301218895822387,+0.1,no change,% of World
CEE,CEE,Slovakia,SVK,1995,2023,% of World,111.36221769774836,107.06852864722137,5354244,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Slovakia,-4.293689050526993,-4.3,divergence,% of World
Yugosl.,CEE,Slovenia,SVN,1950,1965,% of World,133.23849430103633,127.2292235751655,1446309,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Slovenia,-6.00927072587082,-6,divergence,% of World
Yugosl.,CEE,Slovenia,SVN,1965,1989,% of World,127.2292235751655,114.90772431590878,1675272,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Slovenia,-12.321499259256726,-12.3,divergence,% of World
Yugosl.,CEE,Slovenia,SVN,1989,1995,% of World,114.90772431590878,114.69921410813836,1995417,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Slovenia,-0.2085102077704164,-0.2,no change,% of World
Yugosl.,CEE,Slovenia,SVN,1995,2023,% of World,114.69921410813836,111.5266764521781,1988051,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Slovenia,-3.1725376559602694,-3.2,divergence,% of World
USSR,ex-USSR/Balkans,Ukraine,UKR,1950,1965,% of World,131.85729312158364,131.75258113801564,37310845,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Ukraine,-0.10471198356799505,-0.1,no change,% of World
USSR,ex-USSR/Balkans,Ukraine,UKR,1965,1989,% of World,131.75258113801564,111.06461571265739,45386845,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Ukraine,-20.687965425358257,-20.7,divergence,% of World
USSR,ex-USSR/Balkans,Ukraine,UKR,1989,1995,% of World,111.06461571265739,103.44026127552146,51917779,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Ukraine,-7.624354437135921,-7.6,divergence,% of World
USSR,ex-USSR/Balkans,Ukraine,UKR,1995,2023,% of World,103.44026127552146,100.34590962888859,51665488,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Ukraine,-3.094351646632873,-3.1,divergence,% of World
