year,ksh_kod,megye_kod,megye,telepules,telepules_tipus,ferfi,no,osszesen
2019,25265,SZO,Jász-Nagykun-Szolnok,Alattyán,község,978,1055,2033
2019,34005,SZO,Jász-Nagykun-Szolnok,Berekfürdő,község,628,673,1301
2019,34175,SZO,Jász-Nagykun-Szolnok,Csataszög,község,165,175,340
2019,13170,SZO,Jász-Nagykun-Szolnok,Csépa,község,831,881,1712
2019,05795,SZO,Jász-Nagykun-Szolnok,Cserkeszőlő,község,1117,1189,2306
2019,34050,SZO,Jász-Nagykun-Szolnok,Hunyadfalva,község,109,99,208
2019,22859,SZO,Jász-Nagykun-Szolnok,Jánoshida,község,1236,1327,2563
2019,22929,SZO,Jász-Nagykun-Szolnok,Jászágó,község,330,360,690
2019,30711,SZO,Jász-Nagykun-Szolnok,Jászalsószentgyörgy,község,1674,1753,3427
2019,15811,SZO,Jász-Nagykun-Szolnok,Jászboldogháza,község,833,846,1679
2019,17978,SZO,Jász-Nagykun-Szolnok,Jászdózsa,község,993,1132,2125
2019,23579,SZO,Jász-Nagykun-Szolnok,Jászfelsőszentgyörgy,község,935,918,1853
2019,24086,SZO,Jász-Nagykun-Szolnok,Jászivány,község,205,199,404
2019,25186,SZO,Jász-Nagykun-Szolnok,Jászjákóhalma,község,1445,1468,2913
2019,13514,SZO,Jász-Nagykun-Szolnok,Jászszentandrás,község,1189,1255,2444
2019,23135,SZO,Jász-Nagykun-Szolnok,Jásztelek,község,797,783,1580
2019,07418,SZO,Jász-Nagykun-Szolnok,Kengyel,község,1758,1786,3544
2019,19813,SZO,Jász-Nagykun-Szolnok,Kétpó,község,348,304,652
2019,11235,SZO,Jász-Nagykun-Szolnok,Kőtelek,község,752,816,1568
2019,05254,SZO,Jász-Nagykun-Szolnok,Kuncsorba,község,302,310,612
2019,30234,SZO,Jász-Nagykun-Szolnok,Mesterszállás,község,344,342,686
2019,26286,SZO,Jász-Nagykun-Szolnok,Mezőhék,község,162,170,332
2019,21689,SZO,Jász-Nagykun-Szolnok,Nagyiván,község,542,580,1122
2019,15574,SZO,Jász-Nagykun-Szolnok,Nagykörű,község,815,807,1622
2019,06318,SZO,Jász-Nagykun-Szolnok,Nagyrév,község,346,327,673
2019,29382,SZO,Jász-Nagykun-Szolnok,Örményes,község,509,508,1017
2019,15246,SZO,Jász-Nagykun-Szolnok,Pusztamonostor,község,777,814,1591
2019,12423,SZO,Jász-Nagykun-Szolnok,Rákócziújfalu,község,1021,1002,2023
2019,05874,SZO,Jász-Nagykun-Szolnok,Szajol,község,1923,1920,3843
2019,05777,SZO,Jász-Nagykun-Szolnok,Szászberek,község,496,514,1010
2019,20428,SZO,Jász-Nagykun-Szolnok,Szelevény,község,512,497,1009
2019,10773,SZO,Jász-Nagykun-Szolnok,Tiszabő,község,1190,1096,2286
2019,22770,SZO,Jász-Nagykun-Szolnok,Tiszabura,község,1650,1561,3211
2019,16230,SZO,Jász-Nagykun-Szolnok,Tiszaderzs,község,558,600,1158
2019,30304,SZO,Jász-Nagykun-Szolnok,Tiszagyenda,község,500,527,1027
2019,28699,SZO,Jász-Nagykun-Szolnok,Tiszaigar,község,413,412,825
2019,20446,SZO,Jász-Nagykun-Szolnok,Tiszainoka,község,205,204,409
2019,29346,SZO,Jász-Nagykun-Szolnok,Tiszajenő,község,744,795,1539
2019,30386,SZO,Jász-Nagykun-Szolnok,Tiszakürt,község,687,705,1392
2019,15787,SZO,Jász-Nagykun-Szolnok,Tiszaörs,község,684,670,1354
2019,03373,SZO,Jász-Nagykun-Szolnok,Tiszapüspöki,község,1035,1058,2093
2019,20181,SZO,Jász-Nagykun-Szolnok,Tiszaroff,község,817,840,1657
2019,21494,SZO,Jász-Nagykun-Szolnok,Tiszasas,község,527,550,1077
2019,17695,SZO,Jász-Nagykun-Szolnok,Tiszasüly,község,764,759,1523
2019,22789,SZO,Jász-Nagykun-Szolnok,Tiszaszentimre,község,1000,1053,2053
2019,07852,SZO,Jász-Nagykun-Szolnok,Tiszaszőlős,község,792,752,1544
2019,09627,SZO,Jász-Nagykun-Szolnok,Tiszatenyő,község,831,832,1663
2019,31866,SZO,Jász-Nagykun-Szolnok,Tiszavárkony,község,788,769,1557
2019,09557,SZO,Jász-Nagykun-Szolnok,Tomajmonostora,község,393,354,747
2019,07490,SZO,Jász-Nagykun-Szolnok,Tószeg,község,2277,2288,4565
2019,21157,SZO,Jász-Nagykun-Szolnok,Vezseny,község,330,342,672
2019,14836,SZO,Jász-Nagykun-Szolnok,Zagyvarékas,község,1784,1909,3693
2019,22761,TOL,Tolna,Szekszárd,megyeszékhely,15194,17294,32488
2019,08864,TOL,Tolna,Bátaszék,város,3107,3394,6501
2019,06497,TOL,Tolna,Bonyhád,város,6229,6831,13060
2019,07685,TOL,Tolna,Dombóvár,város,8753,9802,18555
2019,31501,TOL,Tolna,Dunaföldvár,város,4122,4388,8510
2019,30289,TOL,Tolna,Gyönk,város,822,944,1766
2019,14030,TOL,Tolna,Nagymányok,város,1115,1188,2303
2019,04862,TOL,Tolna,Paks,város,8986,9680,18666
2019,20783,TOL,Tolna,Simontornya,város,1882,2035,3917
2019,24563,TOL,Tolna,Tamási,város,3894,4221,8115
2019,25274,TOL,Tolna,Tolna,város,5609,5998,11607
2019,24989,TOL,Tolna,Decs,nagyközség,1962,2151,4113
2019,18980,TOL,Tolna,Fadd,nagyközség,2102,2131,4233
2019,26055,TOL,Tolna,Hőgyész,nagyközség,1331,1472,2803
2019,18388,TOL,Tolna,Nagydorog,nagyközség,1318,1343,2661
2019,19585,TOL,Tolna,Pincehely,nagyközség,1038,1134,2172
2019,29665,TOL,Tolna,Alsónána,község,342,367,709
2019,11563,TOL,Tolna,Alsónyék,község,362,376,738
2019,26125,TOL,Tolna,Aparhant,község,507,522,1029
2019,32735,TOL,Tolna,Attala,község,395,393,788
2019,11712,TOL,Tolna,Báta,község,764,832,1596
2019,28909,TOL,Tolna,Bátaapáti,község,219,190,409
2019,28662,TOL,Tolna,Belecska,község,174,184,358
2019,11970,TOL,Tolna,Bikács,község,225,205,430
2019,03425,TOL,Tolna,Bogyiszló,község,1077,1105,2182
2019,14818,TOL,Tolna,Bonyhádvarasd,község,213,229,442
2019,06558,TOL,Tolna,Bölcske,község,1344,1395,2739
2019,19284,TOL,Tolna,Cikó,község,441,469,910
2019,11998,TOL,Tolna,Csibrák,község,151,166,317
2019,30094,TOL,Tolna,Csikóstőttős,község,418,422,840
2019,29230,TOL,Tolna,Dalmand,község,617,658,1275
2019,11688,TOL,Tolna,Diósberény,község,160,178,338
2019,02565,TOL,Tolna,Döbrököz,község,952,1008,1960
2019,09539,TOL,Tolna,Dunaszentgyörgy,község,1276,1310,2586
2019,19202,TOL,Tolna,Dúzs,község,123,111,234
2019,08448,TOL,Tolna,Értény,község,408,336,744
2019,24192,TOL,Tolna,Fácánkert,község,344,358,702
2019,15820,TOL,Tolna,Felsőnána,község,328,309,637
2019,17914,TOL,Tolna,Felsőnyék,község,549,528,1077
2019,17950,TOL,Tolna,Fürged,község,354,365,719
2019,05731,TOL,Tolna,Gerjen,község,631,627,1258
2019,26727,TOL,Tolna,Grábóc,község,92,79,171
2019,25539,TOL,Tolna,Györe,község,327,332,659
2019,12326,TOL,Tolna,Györköny,község,499,498,997
2019,30359,TOL,Tolna,Gyulaj,község,482,476,958
2019,14164,TOL,Tolna,Harc,község,420,435,855
2019,04701,TOL,Tolna,Iregszemcse,község,1333,1323,2656
2019,27711,TOL,Tolna,Izmény,község,270,239,509
2019,09326,TOL,Tolna,Jágónak,község,131,119,250
2019,14100,TOL,Tolna,Kajdacs,község,585,565,1150
2019,02033,TOL,Tolna,Kakasd,község,828,887,1715
2019,23791,TOL,Tolna,Kalaznó,község,86,66,152
2019,23296,TOL,Tolna,Kapospula,község,422,441,863
2019,18962,TOL,Tolna,Kaposszekcső,község,715,781,1496
2019,17640,TOL,Tolna,Keszőhidegkút,község,102,104,206
2019,21731,TOL,Tolna,Kéty,község,340,364,704
2019,17710,TOL,Tolna,Kisdorog,község,371,359,730
2019,06512,TOL,Tolna,Kismányok,község,173,158,331
2019,27766,TOL,Tolna,Kisszékely,község,148,162,310
2019,03869,TOL,Tolna,Kistormás,község,163,171,334
2019,31185,TOL,Tolna,Kisvejke,község,224,195,419
2019,22433,TOL,Tolna,Kocsola,község,634,631,1265
2019,21184,TOL,Tolna,Koppányszántó,község,166,165,331
2019,10463,TOL,Tolna,Kölesd,község,743,760,1503
2019,20507,TOL,Tolna,Kurd,község,575,571,1146
2019,14605,TOL,Tolna,Lápafő,község,83,75,158
2019,24411,TOL,Tolna,Lengyel,község,247,273,520
2019,29337,TOL,Tolna,Madocsa,község,927,971,1898
2019,06017,TOL,Tolna,Magyarkeszi,község,570,611,1181
2019,30562,TOL,Tolna,Medina,község,411,399,810
2019,02811,TOL,Tolna,Miszla,község,156,126,282
2019,20701,TOL,Tolna,Mórágy,község,384,369,753
2019,33349,TOL,Tolna,Mőcsény,község,162,176,338
2019,13620,TOL,Tolna,Mucsfa,község,186,168,354
2019,07029,TOL,Tolna,Mucsi,község,248,225,473
2019,18917,TOL,Tolna,Murga,község,34,24,58
2019,27182,TOL,Tolna,Nagykónyi,község,526,537,1063
2019,06761,TOL,Tolna,Nagyszékely,község,214,208,422
2019,13709,TOL,Tolna,Nagyszokoly,község,438,448,886
2019,16452,TOL,Tolna,Nagyvejke,község,81,78,159
2019,02796,TOL,Tolna,Nak,község,272,254,526
2019,15006,TOL,Tolna,Németkér,község,882,864,1746
2019,05661,TOL,Tolna,Ozora,község,824,812,1636
2019,08961,TOL,Tolna,Őcsény,község,1202,1229,2431
2019,09371,TOL,Tolna,Pálfa,község,744,770,1514
2019,09618,TOL,Tolna,Pári,község,316,353,669
2019,33570,TOL,Tolna,Pörböly,község,276,281,557
2019,19938,TOL,Tolna,Pusztahencse,község,516,520,1036
2019,15459,TOL,Tolna,Regöly,község,531,596,1127
2019,04747,TOL,Tolna,Sárpilis,község,354,353,707
2019,20817,TOL,Tolna,Sárszentlőrinc,község,512,551,1063
2019,25645,TOL,Tolna,Sióagárd,község,613,678,1291
2019,15316,TOL,Tolna,Szakadát,község,107,136,243
2019,04464,TOL,Tolna,Szakály,község,647,651,1298
2019,10083,TOL,Tolna,Szakcs,község,420,418,838
2019,14711,TOL,Tolna,Szálka,község,319,325,644
2019,18263,TOL,Tolna,Szárazd,község,138,130,268
2019,16814,TOL,Tolna,Szedres,község,1074,1097,2171
2019,06901,TOL,Tolna,Tengelic,község,1116,1108,2224
2019,31459,TOL,Tolna,Tevel,község,671,703,1374
2019,11031,TOL,Tolna,Tolnanémedi,község,466,552,1018
2019,21360,TOL,Tolna,Udvari,község,172,145,317
2019,20561,TOL,Tolna,Újireg,község,137,157,294
2019,32850,TOL,Tolna,Váralja,község,390,433,823
2019,09414,TOL,Tolna,Várdomb,község,593,597,1190
2019,29124,TOL,Tolna,Várong,község,84,75,159
2019,06637,TOL,Tolna,Varsád,község,187,204,391
2019,14304,TOL,Tolna,Závod,község,148,151,299
2019,21625,TOL,Tolna,Zomba,község,981,1048,2029
2019,03009,VAS,Vas,Szombathely,megyeszékhely,35955,40379,76334
2019,02431,VAS,Vas,Bük,város,1723,1776,3499
2019,27094,VAS,Vas,Celldömölk,város,4959,5593,10552
2019,12140,VAS,Vas,Csepreg,város,1536,1707,3243
2019,11679,VAS,Vas,Jánosháza,város,1192,1287,2479
2019,13532,VAS,Vas,Körmend,város,5315,5780,11095
2019,16832,VAS,Vas,Kőszeg,város,5542,5948,11490
2019,10630,VAS,Vas,Őriszentpéter,város,565,601,1166
2019,30881,VAS,Vas,Répcelak,város,1261,1343,2604
2019,21306,VAS,Vas,Sárvár,város,7069,7636,14705
2019,31583,VAS,Vas,Szentgotthárd,város,4174,4342,8516
2019,04695,VAS,Vas,Vasvár,város,2025,2114,4139
2019,26426,VAS,Vas,Vép,város,1676,1688,3364
2019,07214,VAS,Vas,Acsád,község,291,369,660
2019,22549,VAS,Vas,Alsószölnök,község,169,188,357
2019,22725,VAS,Vas,Alsóújlak,község,278,300,578
2019,12317,VAS,Vas,Andrásfa,község,129,108,237
2019,08873,VAS,Vas,Apátistvánfalva,község,179,217,396
2019,17020,VAS,Vas,Bajánsenye,község,238,257,495
2019,05102,VAS,Vas,Balogunyom,község,573,583,1156
2019,10384,VAS,Vas,Bejcgyertyános,község,208,228,436
2019,32124,VAS,Vas,Bérbaltavár,község,273,266,539
2019,29203,VAS,Vas,Boba,község,419,416,835
2019,03090,VAS,Vas,Borgáta,község,87,94,181
2019,05023,VAS,Vas,Bozsok,község,183,184,367
2019,06390,VAS,Vas,Bozzai,község,154,135,289
2019,05476,VAS,Vas,Bő,község,364,349,713
2019,11651,VAS,Vas,Bögöt,község,201,195,396
2019,07296,VAS,Vas,Bögöte,község,152,162,314
2019,32984,VAS,Vas,Bucsu,község,289,299,588
2019,08271,VAS,Vas,Cák,község,130,137,267
2019,09876,VAS,Vas,Chernelházadamonya,község,112,94,206
2019,03911,VAS,Vas,Csákánydoroszló,község,858,868,1726
2019,26772,VAS,Vas,Csánig,község,173,167,340
2019,19488,VAS,Vas,Csehi,község,129,122,251
2019,12724,VAS,Vas,Csehimindszent,község,191,188,379
2019,23816,VAS,Vas,Csempeszkopács,község,162,165,327
2019,09070,VAS,Vas,Csénye,község,345,351,696
2019,26064,VAS,Vas,Csipkerek,község,149,177,326
2019,22390,VAS,Vas,Csönge,község,201,202,403
2019,04224,VAS,Vas,Csörötnek,község,449,422,871
2019,15990,VAS,Vas,Daraboshegy,község,50,50,100
2019,16151,VAS,Vas,Dozmat,község,131,126,257
2019,20695,VAS,Vas,Döbörhegy,község,65,66,131
2019,03036,VAS,Vas,Döröske,község,45,47,92
2019,02927,VAS,Vas,Duka,község,135,123,258
2019,28796,VAS,Vas,Egervölgy,község,176,171,347
2019,10232,VAS,Vas,Egyházashetye,község,160,157,317
2019,30429,VAS,Vas,Egyházashollós,község,272,277,549
2019,25946,VAS,Vas,Egyházasrádóc,község,647,619,1266
2019,13587,VAS,Vas,Felsőcsatár,község,232,241,473
2019,08013,VAS,Vas,Felsőjánosfa,község,92,112,204
2019,29841,VAS,Vas,Felsőmarác,község,126,125,251
2019,23287,VAS,Vas,Felsőszölnök,község,287,290,577
2019,30906,VAS,Vas,Gasztony,község,219,202,421
2019,24183,VAS,Vas,Gencsapáti,község,1322,1354,2676
2019,26152,VAS,Vas,Gérce,község,558,599,1157
2019,30942,VAS,Vas,Gersekarát,község,346,328,674
2019,11156,VAS,Vas,Gór,község,161,148,309
2019,27030,VAS,Vas,Gyanógeregye,község,73,79,152
2019,11943,VAS,Vas,Gyöngyösfalu,község,550,549,1099
2019,09724,VAS,Vas,Győrvár,község,310,320,630
2019,29452,VAS,Vas,Halastó,község,40,41,81
2019,10676,VAS,Vas,Halogy,község,136,141,277
2019,05713,VAS,Vas,Harasztifalu,község,73,84,157
2019,32188,VAS,Vas,Hegyfalu,község,367,388,755
2019,14997,VAS,Vas,Hegyháthodász,község,80,73,153
2019,30216,VAS,Vas,Hegyhátsál,község,58,85,143
2019,18032,VAS,Vas,Hegyhátszentjakab,község,138,124,262
2019,21838,VAS,Vas,Hegyhátszentmárton,község,36,33,69
2019,08226,VAS,Vas,Hegyhátszentpéter,község,81,78,159
2019,12733,VAS,Vas,Horvátlövő,község,97,100,197
2019,16887,VAS,Vas,Horvátzsidány,község,395,431,826
2019,20880,VAS,Vas,Hosszúpereszteg,község,322,340,662
2019,11387,VAS,Vas,Ikervár,község,856,899,1755
2019,29504,VAS,Vas,Iklanberény,község,26,28,54
2019,07977,VAS,Vas,Ispánk,község,51,58,109
2019,31680,VAS,Vas,Ivánc,község,345,333,678
2019,13958,VAS,Vas,Ják,község,1291,1302,2593
2019,06406,VAS,Vas,Jákfa,község,254,250,504
2019,29957,VAS,Vas,Káld,község,493,541,1034
2019,04640,VAS,Vas,Kám,község,218,243,461
2019,10913,VAS,Vas,Karakó,község,104,112,216
2019,26620,VAS,Vas,Katafa,község,173,166,339
2019,32036,VAS,Vas,Keléd,község,45,33,78
2019,16911,VAS,Vas,Kemeneskápolna,község,49,46,95
2019,12247,VAS,Vas,Kemenesmagasi,község,431,461,892
2019,13426,VAS,Vas,Kemenesmihályfa,község,264,244,508
2019,20996,VAS,Vas,Kemenespálfa,község,212,201,413
2019,24484,VAS,Vas,Kemenessömjén,község,277,293,570
2019,20084,VAS,Vas,Kemenesszentmárton,község,101,112,213
2019,22716,VAS,Vas,Kemestaródfa,község,110,119,229
2019,02574,VAS,Vas,Kenéz,község,129,143,272
2019,09937,VAS,Vas,Kenyeri,község,401,416,817
2019,26596,VAS,Vas,Kercaszomor,község,112,115,227
2019,19761,VAS,Vas,Kerkáskápolna,község,38,35,73
2019,19345,VAS,Vas,Kétvölgy,község,55,59,114
2019,11147,VAS,Vas,Kisrákos,község,98,86,184
2019,05953,VAS,Vas,Kissomlyó,község,121,120,241
2019,02501,VAS,Vas,Kisunyom,község,217,235,452
2019,15486,VAS,Vas,Kiszsidány,község,40,54,94
2019,13028,VAS,Vas,Kondorfa,község,252,251,503
2019,04190,VAS,Vas,Köcsk,község,138,125,263
2019,05740,VAS,Vas,Kőszegdoroszló,község,121,113,234
2019,26046,VAS,Vas,Kőszegpaty,község,120,85,205
2019,20109,VAS,Vas,Kőszegszerdahely,község,261,241,502
2019,29081,VAS,Vas,Lócs,község,62,69,131
2019,14021,VAS,Vas,Lukácsháza,község,561,553,1114
2019,03221,VAS,Vas,Magyarlak,község,385,419,804
2019,27289,VAS,Vas,Magyarnádalja,község,122,118,240
2019,17288,VAS,Vas,Magyarszecsőd,község,219,215,434
2019,25423,VAS,Vas,Magyarszombatfa,község,120,142,262
2019,25760,VAS,Vas,Meggyeskovácsi,község,338,332,670
2019,30872,VAS,Vas,Megyehíd,község,147,165,312
2019,14809,VAS,Vas,Mersevát,község,295,295,590
2019,31875,VAS,Vas,Mesterháza,község,81,80,161
2019,15723,VAS,Vas,Mesteri,község,135,138,273
2019,32832,VAS,Vas,Meszlen,község,106,107,213
2019,30599,VAS,Vas,Mikosszéplak,község,156,155,311
2019,03294,VAS,Vas,Molnaszecsőd,község,220,197,417
2019,06716,VAS,Vas,Nádasd,község,636,690,1326
2019,09283,VAS,Vas,Nagygeresd,község,139,135,274
2019,32920,VAS,Vas,Nagykölked,község,81,81,162
2019,15060,VAS,Vas,Nagymizdó,község,61,51,112
2019,29869,VAS,Vas,Nagyrákos,község,141,131,272
2019,26143,VAS,Vas,Nagysimonyi,község,475,494,969
2019,24837,VAS,Vas,Nagytilaj,község,66,72,138
2019,17367,VAS,Vas,Nárai,község,724,742,1466
2019,02042,VAS,Vas,Narda,község,229,255,484
2019,24509,VAS,Vas,Nemesbőd,község,345,292,637
2019,23320,VAS,Vas,Nemescsó,község,149,145,294
2019,03674,VAS,Vas,Nemeskeresztúr,község,140,152,292
2019,02839,VAS,Vas,Nemeskocs,község,163,154,317
2019,24059,VAS,Vas,Nemeskolta,község,180,191,371
2019,26240,VAS,Vas,Nemesládony,község,68,76,144
2019,31556,VAS,Vas,Nemesmedves,község,14,12,26
2019,09672,VAS,Vas,Nemesrempehollós,község,139,130,269
2019,10843,VAS,Vas,Nick,község,271,277,548
2019,22318,VAS,Vas,Nyőgér,község,168,174,342
2019,19743,VAS,Vas,Olaszfa,község,191,207,398
2019,22044,VAS,Vas,Ólmod,község,61,58,119
2019,17093,VAS,Vas,Orfalu,község,38,35,73
2019,32629,VAS,Vas,Ostffyasszonyfa,község,387,402,789
2019,07667,VAS,Vas,Oszkó,község,314,304,618
2019,12043,VAS,Vas,Ölbő,község,351,397,748
2019,13453,VAS,Vas,Őrimagyarósd,község,114,115,229
2019,07162,VAS,Vas,Pácsony,község,150,148,298
2019,23108,VAS,Vas,Pankasz,község,219,231,450
2019,14067,VAS,Vas,Pápoc,község,140,150,290
2019,14988,VAS,Vas,Pecöl,község,398,398,796
2019,13684,VAS,Vas,Perenye,község,327,347,674
2019,08882,VAS,Vas,Peresznye,község,307,323,630
2019,11572,VAS,Vas,Petőmihályfa,község,103,106,209
2019,06248,VAS,Vas,Pinkamindszent,község,93,94,187
2019,20367,VAS,Vas,Pornóapáti,község,165,198,363
2019,29896,VAS,Vas,Porpác,község,65,72,137
2019,15671,VAS,Vas,Pósfa,község,140,129,269
2019,10311,VAS,Vas,Pusztacsó,község,73,83,156
2019,07278,VAS,Vas,Püspökmolnári,község,403,465,868
2019,26736,VAS,Vas,Rábagyarmat,község,384,366,750
2019,03197,VAS,Vas,Rábahídvég,község,471,499,970
2019,26073,VAS,Vas,Rábapaty,község,823,849,1672
2019,17996,VAS,Vas,Rábatöttös,község,125,106,231
2019,07551,VAS,Vas,Rádóckölked,község,146,141,287
2019,23861,VAS,Vas,Rátót,község,123,113,236
2019,28626,VAS,Vas,Répceszentgyörgy,község,55,62,117
2019,26806,VAS,Vas,Rönök,község,211,206,417
2019,10597,VAS,Vas,Rum,község,558,563,1121
2019,10579,VAS,Vas,Sajtoskál,község,204,198,402
2019,18883,VAS,Vas,Salköveskút,község,245,235,480
2019,09788,VAS,Vas,Sárfimizdó,község,50,55,105
2019,10278,VAS,Vas,Sé,község,684,718,1402
2019,26763,VAS,Vas,Simaság,község,280,274,554
2019,30748,VAS,Vas,Sitke,község,369,373,742
2019,07171,VAS,Vas,Sorkifalud,község,327,346,673
2019,27960,VAS,Vas,Sorkikápolna,község,123,119,242
2019,29692,VAS,Vas,Sorokpolány,község,399,431,830
2019,22983,VAS,Vas,Sótony,község,324,302,626
2019,24800,VAS,Vas,Söpte,község,387,408,795
2019,16504,VAS,Vas,Szaknyér,község,27,27,54
2019,20932,VAS,Vas,Szakonyfalu,község,196,186,382
2019,10223,VAS,Vas,Szalafő,község,98,107,205
2019,17729,VAS,Vas,Szarvaskend,község,115,112,227
2019,02440,VAS,Vas,Szatta,község,36,31,67
2019,33172,VAS,Vas,Szeleste,község,329,332,661
2019,27997,VAS,Vas,Szemenye,község,162,190,352
2019,21254,VAS,Vas,Szentpéterfa,község,506,520,1026
2019,27793,VAS,Vas,Szergény,község,150,151,301
2019,19521,VAS,Vas,Szőce,község,160,162,322
2019,16212,VAS,Vas,Tanakajd,község,365,361,726
2019,32045,VAS,Vas,Táplánszentkereszt,község,1278,1333,2611
2019,29568,VAS,Vas,Telekes,község,245,265,510
2019,09229,VAS,Vas,Tokorcs,község,183,183,366
2019,12335,VAS,Vas,Tompaládony,község,171,153,324
2019,34087,VAS,Vas,Tormásliget,község,148,147,295
2019,29878,VAS,Vas,Torony,község,984,1019,2003
2019,05166,VAS,Vas,Tömörd,község,147,137,284
2019,21537,VAS,Vas,Uraiújfalu,község,404,431,835
2019,31051,VAS,Vas,Vámoscsalád,község,150,157,307
2019,02884,VAS,Vas,Vasalja,község,161,177,338
2019,09195,VAS,Vas,Vásárosmiske,község,176,181,357
2019,20394,VAS,Vas,Vasasszonyfa,község,202,177,379
2019,15334,VAS,Vas,Vasegerszeg,község,162,192,354
2019,20349,VAS,Vas,Vashosszúfalu,község,182,179,361
2019,30702,VAS,Vas,Vaskeresztes,község,177,162,339
2019,25982,VAS,Vas,Vassurány,község,394,394,788
2019,29373,VAS,Vas,Vasszécseny,község,670,690,1360
2019,11633,VAS,Vas,Vasszentmihály,község,167,181,348
2019,12104,VAS,Vas,Vasszilvágy,község,211,200,411
2019,02246,VAS,Vas,Vát,község,338,332,670
2019,26000,VAS,Vas,Velem,község,189,217,406
2019,18430,VAS,Vas,Velemér,község,40,31,71
2019,07940,VAS,Vas,Viszák,község,137,125,262
2019,03142,VAS,Vas,Vönöck,község,364,359,723
2019,21643,VAS,Vas,Zsédeny,község,107,109,216
2019,12292,VAS,Vas,Zsennye,község,57,51,108
2019,11767,VES,Veszprém,Veszprém,megyeszékhely,26384,29552,55936
2019,06673,VES,Veszprém,Ajka,város,13656,14799,28455
2019,22327,VES,Veszprém,Badacsonytomaj,város,1059,1121,2180
2019,05838,VES,Veszprém,Balatonalmádi,város,4815,5008,9823
2019,21175,VES,Veszprém,Balatonfüred,város,6386,7251,13637
2019,02219,VES,Veszprém,Balatonfűzfő,város,2180,2321,4501
2019,05148,VES,Veszprém,Balatonkenese,város,1325,1363,2688
2019,33127,VES,Veszprém,Berhida,város,2929,2988,5917
2019,32276,VES,Veszprém,Devecser,város,2186,2229,4415
2019,23658,VES,Veszprém,Herend,város,1731,1752,3483
2019,31945,VES,Veszprém,Pápa,város,14305,15748,30053
2019,25593,VES,Veszprém,Sümeg,város,2967,3219,6186
2019,29434,VES,Veszprém,Tapolca,város,7452,8254,15706
2019,11439,VES,Veszprém,Várpalota,város,9797,10506,20303
2019,26499,VES,Veszprém,Zirc,város,3303,3457,6760
2019,34254,VES,Veszprém,Pétfürdő,nagyközség,2259,2515,4774
2019,05625,VES,Veszprém,Révfülöp,nagyközség,560,613,1173
2019,04561,VES,Veszprém,Ábrahámhegy,község,287,273,560
2019,07302,VES,Veszprém,Adásztevel,község,420,420,840
2019,31307,VES,Veszprém,Adorjánháza,község,202,195,397
2019,30526,VES,Veszprém,Alsóörs,község,917,963,1880
2019,28370,VES,Veszprém,Apácatorna,község,85,85,170
2019,07339,VES,Veszprém,Aszófő,község,249,216,465
2019,03267,VES,Veszprém,Badacsonytördemic,község,450,470,920
2019,23746,VES,Veszprém,Bakonybél,község,570,602,1172
2019,29513,VES,Veszprém,Bakonyjákó,község,374,352,726
2019,07287,VES,Veszprém,Bakonykoppány,község,107,103,210
2019,25991,VES,Veszprém,Bakonynána,község,500,527,1027
2019,30410,VES,Veszprém,Bakonyoszlop,község,234,227,461
2019,06327,VES,Veszprém,Bakonypölöske,község,208,202,410
