year,ksh_kod,megye_kod,megye,telepules,telepules_tipus,ferfi,no,osszesen
2019,13930,SOM,Somogy,Porrogszentkirály,község,138,145,283
2019,28510,SOM,Somogy,Porrogszentpál,község,39,45,84
2019,28361,SOM,Somogy,Potony,község,102,100,202
2019,19026,SOM,Somogy,Pusztakovácsi,község,420,427,847
2019,23311,SOM,Somogy,Pusztaszemes,község,193,194,387
2019,30863,SOM,Somogy,Ráksi,község,230,225,455
2019,05078,SOM,Somogy,Rinyabesenyő,község,114,86,200
2019,32674,SOM,Somogy,Rinyakovácsi,község,91,81,172
2019,26754,SOM,Somogy,Rinyaszentkirály,község,221,193,414
2019,20622,SOM,Somogy,Rinyaújlak,község,156,156,312
2019,20321,SOM,Somogy,Rinyaújnép,község,28,21,49
2019,14942,SOM,Somogy,Ságvár,község,889,1011,1900
2019,31121,SOM,Somogy,Sántos,község,246,256,502
2019,02051,SOM,Somogy,Sávoly,község,273,235,508
2019,27368,SOM,Somogy,Segesd,község,1240,1257,2497
2019,32133,SOM,Somogy,Sérsekszőlős,község,71,72,143
2019,32780,SOM,Somogy,Simonfa,község,170,203,373
2019,23092,SOM,Somogy,Siójut,község,336,309,645
2019,04127,SOM,Somogy,Som,község,364,339,703
2019,13824,SOM,Somogy,Somodor,község,218,200,418
2019,30580,SOM,Somogy,Somogyacsa,község,97,88,185
2019,05500,SOM,Somogy,Somogyaracs,község,94,79,173
2019,31219,SOM,Somogy,Somogyaszaló,község,388,380,768
2019,32470,SOM,Somogy,Somogybabod,község,239,237,476
2019,25043,SOM,Somogy,Somogybükkösd,község,44,43,87
2019,11484,SOM,Somogy,Somogycsicsó,község,72,85,157
2019,15981,SOM,Somogy,Somogydöröcske,község,73,79,152
2019,20057,SOM,Somogy,Somogyegres,község,104,88,192
2019,18078,SOM,Somogy,Somogyfajsz,község,286,263,549
2019,20330,SOM,Somogy,Somogygeszti,község,228,221,449
2019,28963,SOM,Somogy,Somogyjád,község,735,825,1560
2019,12876,SOM,Somogy,Somogymeggyes,község,244,228,472
2019,15626,SOM,Somogy,Somogysámson,község,363,361,724
2019,28723,SOM,Somogy,Somogysárd,község,657,652,1309
2019,27535,SOM,Somogy,Somogysimonyi,község,54,48,102
2019,06600,SOM,Somogy,Somogyszentpál,község,413,401,814
2019,03416,SOM,Somogy,Somogyszil,község,355,373,728
2019,18546,SOM,Somogy,Somogyszob,község,752,780,1532
2019,32601,SOM,Somogy,Somogytúr,község,239,246,485
2019,04853,SOM,Somogy,Somogyudvarhely,község,487,527,1014
2019,21856,SOM,Somogy,Somogyvámos,község,395,398,793
2019,19442,SOM,Somogy,Somogyvár,község,879,873,1752
2019,04835,SOM,Somogy,Somogyzsitfa,község,281,283,564
2019,14854,SOM,Somogy,Szabadi,község,147,158,305
2019,28574,SOM,Somogy,Szabás,község,319,257,576
2019,34236,SOM,Somogy,Szántód,község,332,358,690
2019,18607,SOM,Somogy,Szegerdő,község,114,107,221
2019,15103,SOM,Somogy,Szenna,község,371,396,767
2019,11509,SOM,Somogy,Szenta,község,199,203,402
2019,25706,SOM,Somogy,Szentbalázs,község,159,162,321
2019,32841,SOM,Somogy,Szentborbás,község,63,67,130
2019,12973,SOM,Somogy,Szentgáloskér,község,268,260,528
2019,30146,SOM,Somogy,Szenyér,község,183,165,348
2019,32461,SOM,Somogy,Szilvásszentmárton,község,103,104,207
2019,15194,SOM,Somogy,Szólád,község,295,291,586
2019,05193,SOM,Somogy,Szorosad,község,43,56,99
2019,05810,SOM,Somogy,Szőkedencs,község,128,138,266
2019,11101,SOM,Somogy,Szőlősgyörök,község,650,655,1305
2019,10986,SOM,Somogy,Szulok,község,306,300,606
2019,24615,SOM,Somogy,Tapsony,község,327,358,685
2019,16735,SOM,Somogy,Tarany,község,555,614,1169
2019,13693,SOM,Somogy,Táska,község,200,200,400
2019,04932,SOM,Somogy,Taszár,község,971,1047,2018
2019,23968,SOM,Somogy,Teleki,község,121,111,232
2019,32416,SOM,Somogy,Tengőd,község,224,223,447
2019,17844,SOM,Somogy,Tikos,község,77,64,141
2019,10153,SOM,Somogy,Torvaj,község,137,120,257
2019,16407,SOM,Somogy,Tótújfalu,község,134,122,256
2019,20093,SOM,Somogy,Törökkoppány,község,192,210,402
2019,07205,SOM,Somogy,Újvárfalva,község,139,125,264
2019,09274,SOM,Somogy,Varászló,község,71,84,155
2019,26781,SOM,Somogy,Várda,község,219,240,459
2019,08183,SOM,Somogy,Vése,község,357,378,735
2019,19017,SOM,Somogy,Visnye,község,133,115,248
2019,06877,SOM,Somogy,Visz,község,103,95,198
2019,29780,SOM,Somogy,Vízvár,község,258,280,538
2019,09645,SOM,Somogy,Vörs,község,244,265,509
2019,14623,SOM,Somogy,Zákány,község,538,578,1116
2019,34403,SOM,Somogy,Zákányfalu,község,243,272,515
2019,11466,SOM,Somogy,Zala,község,127,120,247
2019,33057,SOM,Somogy,Zics,község,173,169,342
2019,27614,SOM,Somogy,Zimány,község,282,278,560
2019,26842,SOM,Somogy,Zselickisfalud,község,129,105,234
2019,24110,SOM,Somogy,Zselickislak,község,193,237,430
2019,17491,SOM,Somogy,Zselicszentpál,község,218,203,421
2019,17206,SZA,Szabolcs-Szatmár-Bereg,Nyíregyháza,megyeszékhely,56386,63381,119767
2019,08776,SZA,Szabolcs-Szatmár-Bereg,Ajak,város,1816,1935,3751
2019,02325,SZA,Szabolcs-Szatmár-Bereg,Baktalórántháza,város,1850,1920,3770
2019,26958,SZA,Szabolcs-Szatmár-Bereg,Balkány,város,3121,3117,6238
2019,30641,SZA,Szabolcs-Szatmár-Bereg,Csenger,város,2543,2692,5235
2019,17756,SZA,Szabolcs-Szatmár-Bereg,Demecser,város,2089,2239,4328
2019,14508,SZA,Szabolcs-Szatmár-Bereg,Dombrád,város,2045,2055,4100
2019,18971,SZA,Szabolcs-Szatmár-Bereg,Fehérgyarmat,város,3882,4200,8082
2019,25636,SZA,Szabolcs-Szatmár-Bereg,Ibrány,város,3393,3540,6933
2019,19992,SZA,Szabolcs-Szatmár-Bereg,Kemecse,város,2500,2573,5073
2019,09265,SZA,Szabolcs-Szatmár-Bereg,Kisvárda,város,8159,8934,17093
2019,17826,SZA,Szabolcs-Szatmár-Bereg,Mándok,város,2103,2231,4334
2019,19655,SZA,Szabolcs-Szatmár-Bereg,Máriapócs,város,997,1099,2096
2019,18874,SZA,Szabolcs-Szatmár-Bereg,Mátészalka,város,8049,8861,16910
2019,06488,SZA,Szabolcs-Szatmár-Bereg,Nagyecsed,város,3158,3309,6467
2019,27155,SZA,Szabolcs-Szatmár-Bereg,Nagyhalász,város,2860,2913,5773
2019,24785,SZA,Szabolcs-Szatmár-Bereg,Nagykálló,város,4721,5009,9730
2019,14845,SZA,Szabolcs-Szatmár-Bereg,Nyírbátor,város,5874,6325,12199
2019,11271,SZA,Szabolcs-Szatmár-Bereg,Nyírlugos,város,1342,1428,2770
2019,12274,SZA,Szabolcs-Szatmár-Bereg,Nyírmada,város,2487,2597,5084
2019,13550,SZA,Szabolcs-Szatmár-Bereg,Nyírtelek,város,3549,3530,7079
2019,14739,SZA,Szabolcs-Szatmár-Bereg,Rakamaz,város,2233,2420,4653
2019,23524,SZA,Szabolcs-Szatmár-Bereg,Tiszalök,város,2600,2779,5379
2019,07597,SZA,Szabolcs-Szatmár-Bereg,Tiszavasvári,város,6490,6648,13138
2019,26611,SZA,Szabolcs-Szatmár-Bereg,Újfehértó,város,6263,6532,12795
2019,18591,SZA,Szabolcs-Szatmár-Bereg,Vaja,város,1825,1858,3683
2019,18324,SZA,Szabolcs-Szatmár-Bereg,Vásárosnamény,város,4405,4650,9055
2019,16203,SZA,Szabolcs-Szatmár-Bereg,Záhony,város,2154,2314,4468
2019,05801,SZA,Szabolcs-Szatmár-Bereg,Gávavencsellő,nagyközség,1719,1838,3557
2019,13019,SZA,Szabolcs-Szatmár-Bereg,Hodász,nagyközség,1687,1703,3390
2019,31404,SZA,Szabolcs-Szatmár-Bereg,Kállósemjén,nagyközség,1813,1907,3720
2019,16665,SZA,Szabolcs-Szatmár-Bereg,Kölcse,nagyközség,697,747,1444
2019,30979,SZA,Szabolcs-Szatmár-Bereg,Levelek,nagyközség,1485,1507,2992
2019,07463,SZA,Szabolcs-Szatmár-Bereg,Mérk,nagyközség,1047,1147,2194
2019,15802,SZA,Szabolcs-Szatmár-Bereg,Nyírbéltek,nagyközség,1431,1460,2891
2019,31158,SZA,Szabolcs-Szatmár-Bereg,Nyírbogát,nagyközség,1519,1569,3088
2019,31769,SZA,Szabolcs-Szatmár-Bereg,Ököritófülpös,nagyközség,915,945,1860
2019,17215,SZA,Szabolcs-Szatmár-Bereg,Porcsalma,nagyközség,1461,1426,2887
2019,04312,SZA,Szabolcs-Szatmár-Bereg,Tarpa,nagyközség,1389,1372,2761
2019,17817,SZA,Szabolcs-Szatmár-Bereg,Tiszabecs,nagyközség,830,766,1596
2019,12593,SZA,Szabolcs-Szatmár-Bereg,Tiszadob,nagyközség,1403,1343,2746
2019,09919,SZA,Szabolcs-Szatmár-Bereg,Tuzsér,nagyközség,1820,1763,3583
2019,31398,SZA,Szabolcs-Szatmár-Bereg,Tyukod,nagyközség,988,1051,2039
2019,29975,SZA,Szabolcs-Szatmár-Bereg,Anarcs,község,1010,1012,2022
2019,20303,SZA,Szabolcs-Szatmár-Bereg,Apagy,község,1205,1226,2431
2019,09353,SZA,Szabolcs-Szatmár-Bereg,Aranyosapáti,község,1084,1148,2232
2019,15963,SZA,Szabolcs-Szatmár-Bereg,Balsa,község,371,389,760
2019,26480,SZA,Szabolcs-Szatmár-Bereg,Barabás,község,589,533,1122
2019,02990,SZA,Szabolcs-Szatmár-Bereg,Bátorliget,község,340,335,675
2019,25441,SZA,Szabolcs-Szatmár-Bereg,Benk,község,234,237,471
2019,28246,SZA,Szabolcs-Szatmár-Bereg,Beregdaróc,község,552,496,1048
2019,20677,SZA,Szabolcs-Szatmár-Bereg,Beregsurány,község,571,491,1062
2019,07472,SZA,Szabolcs-Szatmár-Bereg,Berkesz,község,380,400,780
2019,13639,SZA,Szabolcs-Szatmár-Bereg,Besenyőd,község,426,412,838
2019,21227,SZA,Szabolcs-Szatmár-Bereg,Beszterec,község,504,523,1027
2019,02945,SZA,Szabolcs-Szatmár-Bereg,Biri,község,660,705,1365
2019,22239,SZA,Szabolcs-Szatmár-Bereg,Botpalád,község,534,398,932
2019,11299,SZA,Szabolcs-Szatmár-Bereg,Bököny,község,1560,1591,3151
2019,19707,SZA,Szabolcs-Szatmár-Bereg,Buj,község,1132,1159,2291
2019,09681,SZA,Szabolcs-Szatmár-Bereg,Cégénydányád,község,329,346,675
2019,12928,SZA,Szabolcs-Szatmár-Bereg,Csaholc,község,406,323,729
2019,29416,SZA,Szabolcs-Szatmár-Bereg,Csaroda,község,300,340,640
2019,09715,SZA,Szabolcs-Szatmár-Bereg,Császló,község,192,208,400
2019,26107,SZA,Szabolcs-Szatmár-Bereg,Csegöld,község,351,350,701
2019,24095,SZA,Szabolcs-Szatmár-Bereg,Csengersima,község,420,390,810
2019,26851,SZA,Szabolcs-Szatmár-Bereg,Csengerújfalu,község,523,496,1019
2019,18795,SZA,Szabolcs-Szatmár-Bereg,Darnó,község,93,97,190
2019,03647,SZA,Szabolcs-Szatmár-Bereg,Döge,község,1158,1128,2286
2019,32328,SZA,Szabolcs-Szatmár-Bereg,Encsencs,község,993,956,1949
2019,18528,SZA,Szabolcs-Szatmár-Bereg,Eperjeske,község,599,633,1232
2019,10852,SZA,Szabolcs-Szatmár-Bereg,Érpatak,község,924,865,1789
2019,23250,SZA,Szabolcs-Szatmár-Bereg,Fábiánháza,község,969,895,1864
2019,22415,SZA,Szabolcs-Szatmár-Bereg,Fényeslitke,község,1198,1323,2521
2019,10791,SZA,Szabolcs-Szatmár-Bereg,Fülesd,község,252,231,483
2019,14377,SZA,Szabolcs-Szatmár-Bereg,Fülpösdaróc,község,159,197,356
2019,13727,SZA,Szabolcs-Szatmár-Bereg,Gacsály,község,507,524,1031
2019,04996,SZA,Szabolcs-Szatmár-Bereg,Garbolc,község,72,76,148
2019,03629,SZA,Szabolcs-Szatmár-Bereg,Géberjén,község,238,253,491
2019,05670,SZA,Szabolcs-Szatmár-Bereg,Gégény,község,982,956,1938
2019,04613,SZA,Szabolcs-Szatmár-Bereg,Gelénes,község,329,310,639
2019,13000,SZA,Szabolcs-Szatmár-Bereg,Gemzse,község,462,464,926
2019,28893,SZA,Szabolcs-Szatmár-Bereg,Geszteréd,község,871,918,1789
2019,29443,SZA,Szabolcs-Szatmár-Bereg,Gulács,község,566,549,1115
2019,28945,SZA,Szabolcs-Szatmár-Bereg,Győröcske,község,95,81,176
2019,10126,SZA,Szabolcs-Szatmár-Bereg,Győrtelek,község,873,860,1733
2019,07676,SZA,Szabolcs-Szatmár-Bereg,Gyulaháza,község,975,1012,1987
2019,19558,SZA,Szabolcs-Szatmár-Bereg,Gyügye,község,148,149,297
2019,33774,SZA,Szabolcs-Szatmár-Bereg,Gyüre,község,668,660,1328
2019,12061,SZA,Szabolcs-Szatmár-Bereg,Hermánszeg,község,139,145,284
2019,05616,SZA,Szabolcs-Szatmár-Bereg,Hetefejércse,község,133,167,300
2019,09654,SZA,Szabolcs-Szatmár-Bereg,Ilk,község,711,681,1392
2019,17075,SZA,Szabolcs-Szatmár-Bereg,Jánd,község,409,392,801
2019,07843,SZA,Szabolcs-Szatmár-Bereg,Jánkmajtis,község,867,940,1807
2019,17589,SZA,Szabolcs-Szatmár-Bereg,Jármi,község,629,660,1289
2019,13143,SZA,Szabolcs-Szatmár-Bereg,Jéke,község,359,400,759
2019,27225,SZA,Szabolcs-Szatmár-Bereg,Kálmánháza,község,941,941,1882
2019,02671,SZA,Szabolcs-Szatmár-Bereg,Kántorjánosi,község,1021,1105,2126
2019,28431,SZA,Szabolcs-Szatmár-Bereg,Kék,község,1000,1027,2027
2019,14359,SZA,Szabolcs-Szatmár-Bereg,Kékcse,község,752,842,1594
2019,32869,SZA,Szabolcs-Szatmár-Bereg,Kérsemjén,község,157,154,311
2019,19424,SZA,Szabolcs-Szatmár-Bereg,Kisar,község,588,539,1127
2019,08509,SZA,Szabolcs-Szatmár-Bereg,Kishódos,község,49,49,98
2019,28477,SZA,Szabolcs-Szatmár-Bereg,Kisléta,község,906,870,1776
2019,16036,SZA,Szabolcs-Szatmár-Bereg,Kisnamény,község,159,167,326
2019,29300,SZA,Szabolcs-Szatmár-Bereg,Kispalád,község,564,480,1044
2019,09751,SZA,Szabolcs-Szatmár-Bereg,Kisszekeres,község,257,288,545
2019,12672,SZA,Szabolcs-Szatmár-Bereg,Kisvarsány,község,511,538,1049
2019,07445,SZA,Szabolcs-Szatmár-Bereg,Kocsord,község,1496,1559,3055
2019,22336,SZA,Szabolcs-Szatmár-Bereg,Komlódtótfalu,község,66,69,135
2019,27146,SZA,Szabolcs-Szatmár-Bereg,Komoró,község,654,700,1354
2019,23728,SZA,Szabolcs-Szatmár-Bereg,Kótaj,község,2273,2334,4607
2019,23612,SZA,Szabolcs-Szatmár-Bereg,Kömörő,község,319,314,633
2019,21290,SZA,Szabolcs-Szatmár-Bereg,Laskod,község,461,480,941
2019,26091,SZA,Szabolcs-Szatmár-Bereg,Lónya,község,614,532,1146
2019,07995,SZA,Szabolcs-Szatmár-Bereg,Lövőpetri,község,249,273,522
2019,29984,SZA,Szabolcs-Szatmár-Bereg,Magosliget,község,171,158,329
2019,16629,SZA,Szabolcs-Szatmár-Bereg,Magy,község,447,491,938
2019,02088,SZA,Szabolcs-Szatmár-Bereg,Mánd,község,162,154,316
2019,33224,SZA,Szabolcs-Szatmár-Bereg,Márokpapi,község,349,323,672
2019,20668,SZA,Szabolcs-Szatmár-Bereg,Mátyus,község,170,148,318
2019,29799,SZA,Szabolcs-Szatmár-Bereg,Méhtelek,község,389,407,796
2019,32656,SZA,Szabolcs-Szatmár-Bereg,Mezőladány,község,561,511,1072
2019,31750,SZA,Szabolcs-Szatmár-Bereg,Milota,község,503,509,1012
2019,19211,SZA,Szabolcs-Szatmár-Bereg,Nábrád,község,469,458,927
2019,04710,SZA,Szabolcs-Szatmár-Bereg,Nagyar,község,358,346,704
2019,22743,SZA,Szabolcs-Szatmár-Bereg,Nagycserkesz,község,922,824,1746
2019,21485,SZA,Szabolcs-Szatmár-Bereg,Nagydobos,község,1141,1156,2297
2019,26976,SZA,Szabolcs-Szatmár-Bereg,Nagyhódos,község,74,82,156
2019,27988,SZA,Szabolcs-Szatmár-Bereg,Nagyszekeres,község,276,282,558
2019,33783,SZA,Szabolcs-Szatmár-Bereg,Nagyvarsány,község,709,717,1426
2019,08420,SZA,Szabolcs-Szatmár-Bereg,Napkor,község,1882,1921,3803
2019,27119,SZA,Szabolcs-Szatmár-Bereg,Nemesborzova,község,62,61,123
2019,28802,SZA,Szabolcs-Szatmár-Bereg,Nyírbogdány,község,1451,1485,2936
2019,07904,SZA,Szabolcs-Szatmár-Bereg,Nyírcsaholy,község,1157,1173,2330
2019,25973,SZA,Szabolcs-Szatmár-Bereg,Nyírcsászári,község,628,627,1255
2019,05041,SZA,Szabolcs-Szatmár-Bereg,Nyírderzs,község,297,323,620
2019,28440,SZA,Szabolcs-Szatmár-Bereg,Nyírgelse,község,580,570,1150
2019,09238,SZA,Szabolcs-Szatmár-Bereg,Nyírgyulaj,község,1016,1017,2033
2019,14696,SZA,Szabolcs-Szatmár-Bereg,Nyíribrony,község,589,576,1165
2019,31477,SZA,Szabolcs-Szatmár-Bereg,Nyírjákó,község,420,440,860
2019,18290,SZA,Szabolcs-Szatmár-Bereg,Nyírkarász,község,1096,1209,2305
2019,32452,SZA,Szabolcs-Szatmár-Bereg,Nyírkáta,község,1088,1009,2097
2019,25928,SZA,Szabolcs-Szatmár-Bereg,Nyírkércs,község,388,395,783
2019,11095,SZA,Szabolcs-Szatmár-Bereg,Nyírlövő,község,340,368,708
2019,23269,SZA,Szabolcs-Szatmár-Bereg,Nyírmeggyes,község,1353,1360,2713
2019,26365,SZA,Szabolcs-Szatmár-Bereg,Nyírmihálydi,község,1115,1153,2268
2019,10807,SZA,Szabolcs-Szatmár-Bereg,Nyírparasznya,község,495,484,979
2019,33145,SZA,Szabolcs-Szatmár-Bereg,Nyírpazony,község,1827,1861,3688
2019,03878,SZA,Szabolcs-Szatmár-Bereg,Nyírpilis,község,495,464,959
2019,28060,SZA,Szabolcs-Szatmár-Bereg,Nyírtass,község,1028,989,2017
2019,09256,SZA,Szabolcs-Szatmár-Bereg,Nyírtét,község,523,517,1040
2019,12098,SZA,Szabolcs-Szatmár-Bereg,Nyírtura,község,957,988,1945
2019,16522,SZA,Szabolcs-Szatmár-Bereg,Nyírvasvári,község,1037,999,2036
2019,22284,SZA,Szabolcs-Szatmár-Bereg,Ófehértó,község,1284,1300,2584
2019,11129,SZA,Szabolcs-Szatmár-Bereg,Olcsva,község,405,359,764
2019,10834,SZA,Szabolcs-Szatmár-Bereg,Olcsvaapáti,község,158,164,322
2019,27924,SZA,Szabolcs-Szatmár-Bereg,Ópályi,község,1666,1599,3265
2019,26550,SZA,Szabolcs-Szatmár-Bereg,Ömböly,község,241,231,472
2019,09025,SZA,Szabolcs-Szatmár-Bereg,Őr,község,770,776,1546
2019,29559,SZA,Szabolcs-Szatmár-Bereg,Panyola,község,292,289,581
2019,27748,SZA,Szabolcs-Szatmár-Bereg,Pap,község,955,993,1948
2019,32577,SZA,Szabolcs-Szatmár-Bereg,Papos,község,419,447,866
2019,31972,SZA,Szabolcs-Szatmár-Bereg,Paszab,község,671,630,1301
2019,12186,SZA,Szabolcs-Szatmár-Bereg,Pátroha,község,1529,1610,3139
2019,23685,SZA,Szabolcs-Szatmár-Bereg,Pátyod,község,340,351,691
2019,17084,SZA,Szabolcs-Szatmár-Bereg,Penészlek,község,506,515,1021
2019,32692,SZA,Szabolcs-Szatmár-Bereg,Penyige,község,400,394,794
2019,17224,SZA,Szabolcs-Szatmár-Bereg,Petneháza,község,902,885,1787
2019,03391,SZA,Szabolcs-Szatmár-Bereg,Piricse,község,946,964,1910
2019,11244,SZA,Szabolcs-Szatmár-Bereg,Pócspetri,község,810,906,1716
2019,13860,SZA,Szabolcs-Szatmár-Bereg,Pusztadobos,község,745,797,1542
2019,31857,SZA,Szabolcs-Szatmár-Bereg,Ramocsaháza,község,728,791,1519
2019,09061,SZA,Szabolcs-Szatmár-Bereg,Rápolt,község,80,81,161
2019,21573,SZA,Szabolcs-Szatmár-Bereg,Rétközberencs,község,603,600,1203
2019,24581,SZA,Szabolcs-Szatmár-Bereg,Rohod,község,610,668,1278
2019,17428,SZA,Szabolcs-Szatmár-Bereg,Rozsály,község,406,371,777
2019,04491,SZA,Szabolcs-Szatmár-Bereg,Sényő,község,720,731,1451
2019,23889,SZA,Szabolcs-Szatmár-Bereg,Sonkád,község,456,430,886
2019,19169,SZA,Szabolcs-Szatmár-Bereg,Szabolcs,község,168,187,355
2019,22053,SZA,Szabolcs-Szatmár-Bereg,Szabolcsbáka,község,569,604,1173
2019,03586,SZA,Szabolcs-Szatmár-Bereg,Szabolcsveresmart,község,764,753,1517
2019,04774,SZA,Szabolcs-Szatmár-Bereg,Szakoly,község,1425,1372,2797
2019,18005,SZA,Szabolcs-Szatmár-Bereg,Szamosangyalos,község,509,347,856
2019,22017,SZA,Szabolcs-Szatmár-Bereg,Szamosbecs,község,216,201,417
2019,16300,SZA,Szabolcs-Szatmár-Bereg,Szamoskér,község,237,185,422
2019,10436,SZA,Szabolcs-Szatmár-Bereg,Szamossályi,község,375,360,735
2019,13046,SZA,Szabolcs-Szatmár-Bereg,Szamosszeg,község,943,959,1902
2019,30085,SZA,Szabolcs-Szatmár-Bereg,Szamostatárfalva,község,169,155,324
2019,31273,SZA,Szabolcs-Szatmár-Bereg,Szamosújlak,község,174,203,377
2019,31237,SZA,Szabolcs-Szatmár-Bereg,Szatmárcseke,község,844,801,1645
2019,31088,SZA,Szabolcs-Szatmár-Bereg,Székely,község,585,528,1113
2019,34388,SZA,Szabolcs-Szatmár-Bereg,Szorgalmatos,község,531,512,1043
2019,29911,SZA,Szabolcs-Szatmár-Bereg,Tákos,község,180,178,358
2019,33358,SZA,Szabolcs-Szatmár-Bereg,Terem,község,346,326,672
2019,08952,SZA,Szabolcs-Szatmár-Bereg,Tiborszállás,község,492,510,1002
2019,24475,SZA,Szabolcs-Szatmár-Bereg,Timár,község,678,681,1359
2019,09423,SZA,Szabolcs-Szatmár-Bereg,Tiszaadony,község,340,331,671
2019,03850,SZA,Szabolcs-Szatmár-Bereg,Tiszabercel,község,912,957,1869
2019,20172,SZA,Szabolcs-Szatmár-Bereg,Tiszabezdéd,község,996,987,1983
2019,24448,SZA,Szabolcs-Szatmár-Bereg,Tiszacsécse,község,129,128,257
2019,06433,SZA,Szabolcs-Szatmár-Bereg,Tiszadada,község,1103,1122,2225
2019,09113,SZA,Szabolcs-Szatmár-Bereg,Tiszaeszlár,község,1310,1336,2646
2019,08554,SZA,Szabolcs-Szatmár-Bereg,Tiszakanyár,község,794,864,1658
2019,04446,SZA,Szabolcs-Szatmár-Bereg,Tiszakerecseny,község,534,514,1048
2019,08794,SZA,Szabolcs-Szatmár-Bereg,Tiszakóród,község,423,402,825
2019,11907,SZA,Szabolcs-Szatmár-Bereg,Tiszamogyorós,község,348,356,704
2019,27252,SZA,Szabolcs-Szatmár-Bereg,Tiszanagyfalu,község,926,990,1916
2019,10205,SZA,Szabolcs-Szatmár-Bereg,Tiszarád,község,320,293,613
2019,13541,SZA,Szabolcs-Szatmár-Bereg,Tiszaszalka,község,454,495,949
2019,27544,SZA,Szabolcs-Szatmár-Bereg,Tiszaszentmárton,község,618,602,1220
2019,14447,SZA,Szabolcs-Szatmár-Bereg,Tiszatelek,község,674,715,1389
2019,33747,SZA,Szabolcs-Szatmár-Bereg,Tiszavid,község,314,293,607
2019,27261,SZA,Szabolcs-Szatmár-Bereg,Tisztaberek,község,395,350,745
2019,20260,SZA,Szabolcs-Szatmár-Bereg,Tivadar,község,106,106,212
2019,16957,SZA,Szabolcs-Szatmár-Bereg,Tornyospálca,község,1431,1364,2795
2019,13213,SZA,Szabolcs-Szatmár-Bereg,Tunyogmatolcs,község,1306,1243,2549
2019,13602,SZA,Szabolcs-Szatmár-Bereg,Túristvándi,község,414,374,788
2019,08998,SZA,Szabolcs-Szatmár-Bereg,Túrricse,község,367,361,728
2019,33659,SZA,Szabolcs-Szatmár-Bereg,Újdombrád,község,357,343,700
2019,10117,SZA,Szabolcs-Szatmár-Bereg,Újkenéz,község,504,518,1022
2019,28981,SZA,Szabolcs-Szatmár-Bereg,Ura,község,310,325,635
2019,31820,SZA,Szabolcs-Szatmár-Bereg,Uszka,község,308,297,605
2019,06938,SZA,Szabolcs-Szatmár-Bereg,Vállaj,község,661,627,1288
2019,27322,SZA,Szabolcs-Szatmár-Bereg,Vámosatya,község,290,284,574
2019,08934,SZA,Szabolcs-Szatmár-Bereg,Vámosoroszi,község,287,280,567
2019,27100,SZA,Szabolcs-Szatmár-Bereg,Vasmegyer,község,860,886,1746
2019,06275,SZA,Szabolcs-Szatmár-Bereg,Zajta,község,242,232,474
2019,28750,SZA,Szabolcs-Szatmár-Bereg,Zsarolyán,község,215,224,439
2019,13037,SZA,Szabolcs-Szatmár-Bereg,Zsurk,község,372,363,735
2019,27854,SZO,Jász-Nagykun-Szolnok,Szolnok,megyeszékhely,33275,37172,70447
2019,12441,SZO,Jász-Nagykun-Szolnok,Abádszalók,város,2077,2177,4254
2019,11305,SZO,Jász-Nagykun-Szolnok,Besenyszög,város,1633,1676,3309
2019,16647,SZO,Jász-Nagykun-Szolnok,Fegyvernek,város,3310,3383,6693
2019,22202,SZO,Jász-Nagykun-Szolnok,Jászapáti,város,4169,4511,8680
2019,22105,SZO,Jász-Nagykun-Szolnok,Jászárokszállás,város,3726,3993,7719
2019,18209,SZO,Jász-Nagykun-Szolnok,Jászberény,város,12625,13632,26257
2019,23339,SZO,Jász-Nagykun-Szolnok,Jászfényszaru,város,2806,3012,5818
2019,22798,SZO,Jász-Nagykun-Szolnok,Jászkisér,város,2664,2718,5382
2019,04923,SZO,Jász-Nagykun-Szolnok,Karcag,város,9773,10301,20074
2019,17145,SZO,Jász-Nagykun-Szolnok,Kenderes,város,2214,2298,4512
2019,25919,SZO,Jász-Nagykun-Szolnok,Kisújszállás,város,5417,5646,11063
2019,22567,SZO,Jász-Nagykun-Szolnok,Kunhegyes,város,3880,3939,7819
2019,32504,SZO,Jász-Nagykun-Szolnok,Kunszentmárton,város,3925,4180,8105
2019,02626,SZO,Jász-Nagykun-Szolnok,Martfű,város,3056,3320,6376
2019,04260,SZO,Jász-Nagykun-Szolnok,Mezőtúr,város,8215,8715,16930
2019,14207,SZO,Jász-Nagykun-Szolnok,Rákóczifalva,város,2673,2776,5449
2019,13815,SZO,Jász-Nagykun-Szolnok,Tiszaföldvár,város,5361,5505,10866
2019,29726,SZO,Jász-Nagykun-Szolnok,Tiszafüred,város,5548,5891,11439
2019,27313,SZO,Jász-Nagykun-Szolnok,Törökszentmiklós,város,10170,10743,20913
2019,28228,SZO,Jász-Nagykun-Szolnok,Túrkeve,város,4295,4496,8791
2019,15291,SZO,Jász-Nagykun-Szolnok,Újszász,város,3007,3204,6211
2019,22938,SZO,Jász-Nagykun-Szolnok,Cibakháza,nagyközség,2020,1969,3989
2019,21111,SZO,Jász-Nagykun-Szolnok,Jászladány,nagyközség,2812,2841,5653
2019,23171,SZO,Jász-Nagykun-Szolnok,Kunmadaras,nagyközség,2780,2769,5549
2019,28006,SZO,Jász-Nagykun-Szolnok,Öcsöd,nagyközség,1627,1641,3268
