cntr_group,country,Code,cntr_region,era,varname,value,value_end,era_col,scaling,change_val,change_val_lab,change_lab,change_sign,era_num,pop,type_scale,sel_var
Baltics,Lithuania,LTU,Baltics: Lithuania,1965-1989,% of G7,0.01594322939949268,-0.06276914889596799,socialism,0.01,-0.07871237829546067,-0.08,-0.08,divergence,2,2965212,logratio,% of G7
Baltics,Lithuania,LTU,Baltics: Lithuania,1989-1995,% of G7,-0.06276914889596799,-0.1116398496152123,transition,0.01,-0.048870700719244306,-0.05,-0.05,divergence,3,3696048,logratio,% of G7
Baltics,Lithuania,LTU,Baltics: Lithuania,1995-2023,% of G7,-0.1116398496152123,-0.06827430360427138,capitalism,0.01,0.04336554601094092,0.04,+0.04,convergence,4,3626997,logratio,% of G7
CEE,Poland,POL,CEE: Poland,1950-1965,% of G7,-0.12210327926931014,-0.01679875254976691,socialism,0.01,0.10530452671954323,0.11,+0.11,convergence,1,24780120,logratio,% of G7
CEE,Poland,POL,CEE: Poland,1965-1989,% of G7,-0.01679875254976691,-0.07429586911256353,socialism,0.01,-0.057497116562796616,-0.06,-0.06,divergence,2,31288294,logratio,% of G7
CEE,Poland,POL,CEE: Poland,1989-1995,% of G7,-0.07429586911256353,-0.06991925231768793,transition,0.01,0.004376616794875596,0,+0,no change,3,37938044,logratio,% of G7
CEE,Poland,POL,CEE: Poland,1995-2023,% of G7,-0.06991925231768793,-0.03454635024702971,capitalism,0.01,0.03537290207065822,0.04,+0.04,convergence,4,38364630,logratio,% of G7
CEE,Romania,ROU,CEE: Romania,1950-1965,% of G7,-0.08549241880697298,-0.03129404268824445,socialism,0.01,0.054198376118728527,0.05,+0.05,convergence,1,16397220,logratio,% of G7
CEE,Romania,ROU,CEE: Romania,1965-1989,% of G7,-0.03129404268824445,-0.09239240305961507,socialism,0.01,-0.061098360371370626,-0.06,-0.06,divergence,2,18713016,logratio,% of G7
CEE,Romania,ROU,CEE: Romania,1989-1995,% of G7,-0.09239240305961507,-0.10723624386556785,transition,0.01,-0.014843840805952774,-0.01,-0.01,divergence,3,22887592,logratio,% of G7
CEE,Romania,ROU,CEE: Romania,1995-2023,% of G7,-0.10723624386556785,-0.0694180024294788,capitalism,0.01,0.03781824143608904,0.04,+0.04,convergence,4,22657664,logratio,% of G7
USSR,Russia,RUS,USSR: Russia,1950-1965,% of G7,-0.17238916745483765,-0.01824968783530541,socialism,0.01,0.15413947961953223,0.15,+0.15,convergence,1,103392314,logratio,% of G7
USSR,Russia,RUS,USSR: Russia,1965-1989,% of G7,-0.01824968783530541,-0.09037132832952462,socialism,0.01,-0.07212164049421921,-0.07,-0.07,divergence,2,126634148,logratio,% of G7
USSR,Russia,RUS,USSR: Russia,1989-1995,% of G7,-0.09037132832952462,-0.18721584316306916,transition,0.01,-0.09684451483354455,-0.1,-0.1,divergence,3,148281823,logratio,% of G7
USSR,Russia,RUS,USSR: Russia,1995-2023,% of G7,-0.18721584316306916,-0.10676836205832109,capitalism,0.01,0.08044748110474807,0.08,+0.08,convergence,4,148291356,logratio,% of G7
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1950-1965,% of G7,-0.17935013434860927,-0.0264699405852899,socialism,0.01,0.15288019376331938,0.15,+0.15,convergence,1,6009148,logratio,% of G7
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,% of G7,-0.0264699405852899,-0.053010548026089656,socialism,0.01,-0.026540607440799755,-0.03,-0.03,divergence,2,7031084,logratio,% of G7
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,% of G7,-0.053010548026089656,-0.059308530532346394,transition,0.01,-0.0062979825062567385,-0.01,-0.01,divergence,3,7881211,logratio,% of G7
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,% of G7,-0.059308530532346394,-0.05853171651457193,capitalism,0.01,7.768140177744631e-4,0,+0,no change,4,7823230,logratio,% of G7
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,% of G7,-0.08108457188279958,-0.0039295314542756015,socialism,0.01,0.07715504042852397,0.08,+0.08,convergence,1,3465707,logratio,% of G7
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,% of G7,-0.0039295314542756015,-0.07258303741474158,socialism,0.01,-0.06865350596046597,-0.07,-0.07,divergence,2,4364999,logratio,% of G7
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,% of G7,-0.07258303741474158,-0.06582944857593882,transition,0.01,0.006753588838802754,0.01,+0.01,convergence,3,5249882,logratio,% of G7
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,% of G7,-0.06582944857593882,-0.03826033827019104,capitalism,0.01,0.027569110305747782,0.03,+0.03,convergence,4,5354244,logratio,% of G7
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,% of G7,-0.06412367560240965,-0.026710084323386174,socialism,0.01,0.03741359127902348,0.04,+0.04,convergence,1,1446309,logratio,% of G7
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,% of G7,-0.026710084323386174,-0.039956706711010294,socialism,0.01,-0.01324662238762412,-0.01,-0.01,divergence,2,1675272,logratio,% of G7
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,% of G7,-0.039956706711010294,-0.036304387239092316,transition,0.01,0.003652319471917978,0,+0,no change,3,1995417,logratio,% of G7
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,% of G7,-0.036304387239092316,0.002534390600996677,capitalism,0.01,0.03883877784008899,0.04,+0.04,convergence,4,1988051,logratio,% of G7
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,% of G7,-0.07454416316415252,0.008225324480125563,socialism,0.01,0.08276948764427808,0.08,+0.08,convergence,1,37310845,logratio,% of G7
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,% of G7,0.008225324480125563,-0.07397396024670112,socialism,0.01,-0.0821992847268267,-0.08,-0.08,divergence,2,45386845,logratio,% of G7
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,% of G7,-0.07397396024670112,-0.13962329930877107,transition,0.01,-0.06564933906206995,-0.07,-0.07,divergence,3,51917779,logratio,% of G7
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,% of G7,-0.13962329930877107,-0.1031061090113293,capitalism,0.01,0.03651719029744177,0.04,+0.04,convergence,4,51665488,logratio,% of G7
USSR,Belarus,BLR,USSR: Belarus,1950-1965,% of S_EUR4,-0.08526525914236334,0.020207829896259,socialism,0.01,0.10547308903862235,0.11,+0.11,convergence,1,7127548,logratio,% of S_EUR4
USSR,Belarus,BLR,USSR: Belarus,1965-1989,% of S_EUR4,0.020207829896259,-0.0711245995953066,socialism,0.01,-0.09133242949156561,-0.09,-0.09,divergence,2,8679894,logratio,% of S_EUR4
USSR,Belarus,BLR,USSR: Belarus,1989-1995,% of S_EUR4,-0.0711245995953066,-0.1250607995685724,transition,0.01,-0.053936199973265805,-0.05,-0.05,divergence,3,10158729,logratio,% of S_EUR4
USSR,Belarus,BLR,USSR: Belarus,1995-2023,% of S_EUR4,-0.1250607995685724,-0.11421215016307766,capitalism,0.01,0.01084864940549475,0.01,+0.01,convergence,4,10197421,logratio,% of S_EUR4
CEE,Bulgaria,BGR,CEE: Bulgaria,1950-1965,% of S_EUR4,-0.03817499195483154,0.01566177921610317,socialism,0.01,0.05383677117093471,0.05,+0.05,convergence,1,7248464,logratio,% of S_EUR4
CEE,Bulgaria,BGR,CEE: Bulgaria,1965-1989,% of S_EUR4,0.01566177921610317,-0.07145051132926535,socialism,0.01,-0.08711229054536851,-0.09,-0.09,divergence,2,8202371,logratio,% of S_EUR4
CEE,Bulgaria,BGR,CEE: Bulgaria,1989-1995,% of S_EUR4,-0.07145051132926535,-0.09342355860626075,transition,0.01,-0.02197304727699541,-0.02,-0.02,divergence,3,8936335,logratio,% of S_EUR4
CEE,Bulgaria,BGR,CEE: Bulgaria,1995-2023,% of S_EUR4,-0.09342355860626075,-0.09818730671234885,capitalism,0.01,-0.004763748106088095,-0,+0,no change,4,8357522,logratio,% of S_EUR4
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1950-1965,% of S_EUR4,-0.08849001051580617,-0.024852727811921497,socialism,0.01,0.06363728270388468,0.06,+0.06,convergence,1,3864936,logratio,% of S_EUR4
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1965-1989,% of S_EUR4,-0.024852727811921497,-0.057327177656751896,socialism,0.01,-0.0324744498448304,-0.03,-0.03,divergence,2,4346657,logratio,% of S_EUR4
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1989-1995,% of S_EUR4,-0.057327177656751896,-0.07113773739568022,transition,0.01,-0.013810559738928321,-0.01,-0.01,divergence,3,4820680,logratio,% of S_EUR4
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1995-2023,% of S_EUR4,-0.07113773739568022,-0.06000260150031854,capitalism,0.01,0.011135135895361678,0.01,+0.01,convergence,4,4619314,logratio,% of S_EUR4
CEE,Czechia,CZE,CEE: Czechia,1950-1965,% of S_EUR4,0.00849408968862919,8.569706723162605e-4,socialism,0.01,-0.00763711901631293,-0.01,-0.01,divergence,1,8916664,logratio,% of S_EUR4
CEE,Czechia,CZE,CEE: Czechia,1965-1989,% of S_EUR4,8.569706723162605e-4,-0.06762042381093904,socialism,0.01,-0.0684773944832553,-0.07,-0.07,divergence,2,9706802,logratio,% of S_EUR4
CEE,Czechia,CZE,CEE: Czechia,1989-1995,% of S_EUR4,-0.06762042381093904,-0.06268418406440653,transition,0.01,0.004936239746532511,0,+0,no change,3,10305562,logratio,% of S_EUR4
CEE,Czechia,CZE,CEE: Czechia,1995-2023,% of S_EUR4,-0.06268418406440653,-0.04417290191163851,capitalism,0.01,0.018511282152768017,0.02,+0.02,convergence,4,10311979,logratio,% of S_EUR4
Baltics,Estonia,EST,Baltics: Estonia,1950-1965,% of S_EUR4,0.03841650891302214,0.007334811125463459,socialism,0.01,-0.03108169778755868,-0.03,-0.03,divergence,1,1102004,logratio,% of S_EUR4
Baltics,Estonia,EST,Baltics: Estonia,1965-1989,% of S_EUR4,0.007334811125463459,-0.0852852599907444,socialism,0.01,-0.09262007111620786,-0.09,-0.09,divergence,2,1292753,logratio,% of S_EUR4
Baltics,Estonia,EST,Baltics: Estonia,1989-1995,% of S_EUR4,-0.0852852599907444,-0.1387949939419949,transition,0.01,-0.0535097339512505,-0.05,-0.05,divergence,3,1567538,logratio,% of S_EUR4
Baltics,Estonia,EST,Baltics: Estonia,1995-2023,% of S_EUR4,-0.1387949939419949,-0.05273462820357138,capitalism,0.01,0.08606036573842352,0.09,+0.09,convergence,4,1452730,logratio,% of S_EUR4
CEE,Hungary,HUN,CEE: Hungary,1950-1965,% of S_EUR4,-0.027345446154990523,-0.015063645123722689,socialism,0.01,0.012281801031267834,0.01,+0.01,convergence,1,9337826,logratio,% of S_EUR4
CEE,Hungary,HUN,CEE: Hungary,1965-1989,% of S_EUR4,-0.015063645123722689,-0.10106198696044602,socialism,0.01,-0.08599834183672334,-0.09,-0.09,divergence,2,10141073,logratio,% of S_EUR4
CEE,Hungary,HUN,CEE: Hungary,1989-1995,% of S_EUR4,-0.10106198696044602,-0.1075172234923626,transition,0.01,-0.006455236531916583,-0.01,-0.01,divergence,3,10403359,logratio,% of S_EUR4
CEE,Hungary,HUN,CEE: Hungary,1995-2023,% of S_EUR4,-0.1075172234923626,-0.08000657178801787,capitalism,0.01,0.027510651704344732,0.03,+0.03,convergence,4,10322744,logratio,% of S_EUR4
Baltics,Latvia,LVA,Baltics: Latvia,1950-1965,% of S_EUR4,0.011077473433410385,0.014502724852149994,socialism,0.01,0.0034252514187396096,0,+0,no change,1,1918675,logratio,% of S_EUR4
Baltics,Latvia,LVA,Baltics: Latvia,1965-1989,% of S_EUR4,0.014502724852149994,-0.08662662277494657,socialism,0.01,-0.10112934762709656,-0.1,-0.1,divergence,2,2252726,logratio,% of S_EUR4
Baltics,Latvia,LVA,Baltics: Latvia,1989-1995,% of S_EUR4,-0.08662662277494657,-0.16598303847551393,transition,0.01,-0.07935641570056737,-0.08,-0.08,divergence,3,2664789,logratio,% of S_EUR4
Baltics,Latvia,LVA,Baltics: Latvia,1995-2023,% of S_EUR4,-0.16598303847551393,-0.09089603792361269,capitalism,0.01,0.07508700055190125,0.08,+0.08,convergence,4,2485908,logratio,% of S_EUR4
Baltics,Lithuania,LTU,Baltics: Lithuania,1950-1965,% of S_EUR4,0.03397794036024395,0.02108834319049909,socialism,0.01,-0.01288959716974486,-0.01,-0.01,divergence,1,2432951,logratio,% of S_EUR4
Baltics,Lithuania,LTU,Baltics: Lithuania,1965-1989,% of S_EUR4,0.02108834319049909,-0.06925650441774385,socialism,0.01,-0.09034484760824293,-0.09,-0.09,divergence,2,2965212,logratio,% of S_EUR4
Baltics,Lithuania,LTU,Baltics: Lithuania,1989-1995,% of S_EUR4,-0.06925650441774385,-0.12119494538860545,transition,0.01,-0.0519384409708616,-0.05,-0.05,divergence,3,3696048,logratio,% of S_EUR4
Baltics,Lithuania,LTU,Baltics: Lithuania,1995-2023,% of S_EUR4,-0.12119494538860545,-0.0930613998252509,capitalism,0.01,0.028133545563354553,0.03,+0.03,convergence,4,3626997,logratio,% of S_EUR4
CEE,Poland,POL,CEE: Poland,1950-1965,% of S_EUR4,-0.0905399162307269,-0.011653638758760559,socialism,0.01,0.07888627747196633,0.08,+0.08,convergence,1,24780120,logratio,% of S_EUR4
CEE,Poland,POL,CEE: Poland,1965-1989,% of S_EUR4,-0.011653638758760559,-0.08078322463433947,socialism,0.01,-0.06912958587557891,-0.07,-0.07,divergence,2,31288294,logratio,% of S_EUR4
CEE,Poland,POL,CEE: Poland,1989-1995,% of S_EUR4,-0.08078322463433947,-0.0794743480910812,transition,0.01,0.0013088765432582722,0,+0,no change,3,37938044,logratio,% of S_EUR4
CEE,Poland,POL,CEE: Poland,1995-2023,% of S_EUR4,-0.0794743480910812,-0.059333446468009164,capitalism,0.01,0.020140901623072034,0.02,+0.02,convergence,4,38364630,logratio,% of S_EUR4
CEE,Romania,ROU,CEE: Romania,1950-1965,% of S_EUR4,-0.05392905576838978,-0.02614892889723802,socialism,0.01,0.02778012687115176,0.03,+0.03,convergence,1,16397220,logratio,% of S_EUR4
CEE,Romania,ROU,CEE: Romania,1965-1989,% of S_EUR4,-0.02614892889723802,-0.09887975858139092,socialism,0.01,-0.0727308296841529,-0.07,-0.07,divergence,2,18713016,logratio,% of S_EUR4
CEE,Romania,ROU,CEE: Romania,1989-1995,% of S_EUR4,-0.09887975858139092,-0.1167913396389611,transition,0.01,-0.01791158105757018,-0.02,-0.02,divergence,3,22887592,logratio,% of S_EUR4
CEE,Romania,ROU,CEE: Romania,1995-2023,% of S_EUR4,-0.1167913396389611,-0.09420509865045819,capitalism,0.01,0.022586240988502912,0.02,+0.02,convergence,4,22657664,logratio,% of S_EUR4
USSR,Russia,RUS,USSR: Russia,1950-1965,% of S_EUR4,-0.14082580441625447,-0.013104574044299079,socialism,0.01,0.1277212303719554,0.13,+0.13,convergence,1,103392314,logratio,% of S_EUR4
USSR,Russia,RUS,USSR: Russia,1965-1989,% of S_EUR4,-0.013104574044299079,-0.09685868385130039,socialism,0.01,-0.08375410980700132,-0.08,-0.08,divergence,2,126634148,logratio,% of S_EUR4
USSR,Russia,RUS,USSR: Russia,1989-1995,% of S_EUR4,-0.09685868385130039,-0.19677093893646241,transition,0.01,-0.09991225508516202,-0.1,-0.1,divergence,3,148281823,logratio,% of S_EUR4
USSR,Russia,RUS,USSR: Russia,1995-2023,% of S_EUR4,-0.19677093893646241,-0.1315554582793005,capitalism,0.01,0.0652154806571619,0.07,+0.07,convergence,4,148291356,logratio,% of S_EUR4
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1950-1965,% of S_EUR4,-0.14778677131002607,-0.02132482679428345,socialism,0.01,0.1264619445157426,0.13,+0.13,convergence,1,6009148,logratio,% of S_EUR4
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,% of S_EUR4,-0.02132482679428345,-0.05949790354786567,socialism,0.01,-0.03817307675358222,-0.04,-0.04,divergence,2,7031084,logratio,% of S_EUR4
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,% of S_EUR4,-0.05949790354786567,-0.06886362630573972,transition,0.01,-0.009365722757874055,-0.01,-0.01,divergence,3,7881211,logratio,% of S_EUR4
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,% of S_EUR4,-0.06886362630573972,-0.08331881273555139,capitalism,0.01,-0.014455186429811667,-0.01,-0.01,divergence,4,7823230,logratio,% of S_EUR4
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,% of S_EUR4,-0.04952120884421629,0.0012155823367307698,socialism,0.01,0.05073679118094706,0.05,+0.05,convergence,1,3465707,logratio,% of S_EUR4
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,% of S_EUR4,0.0012155823367307698,-0.07907039293651752,socialism,0.01,-0.0802859752732483,-0.08,-0.08,divergence,2,4364999,logratio,% of S_EUR4
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,% of S_EUR4,-0.07907039293651752,-0.07538454434933199,transition,0.01,0.003685848587185528,0,+0,no change,3,5249882,logratio,% of S_EUR4
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,% of S_EUR4,-0.07538454434933199,-0.06304743449117052,capitalism,0.01,0.012337109858161471,0.01,+0.01,convergence,4,5354244,logratio,% of S_EUR4
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,% of S_EUR4,-0.03256031256382651,-0.021564970532379685,socialism,0.01,0.010995342031446823,0.01,+0.01,convergence,1,1446309,logratio,% of S_EUR4
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,% of S_EUR4,-0.021564970532379685,-0.0464440622327863,socialism,0.01,-0.024879091700406614,-0.02,-0.02,divergence,2,1675272,logratio,% of S_EUR4
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,% of S_EUR4,-0.0464440622327863,-0.04585948301248545,transition,0.01,5.845792203008487e-4,0,+0,no change,3,1995417,logratio,% of S_EUR4
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,% of S_EUR4,-0.04585948301248545,-0.022252705619982834,capitalism,0.01,0.023606777392502616,0.02,+0.02,convergence,4,1988051,logratio,% of S_EUR4
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,% of S_EUR4,-0.04298080012556941,0.013370438271132086,socialism,0.01,0.056351238396701496,0.06,+0.06,convergence,1,37310845,logratio,% of S_EUR4
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,% of S_EUR4,0.013370438271132086,-0.08046131576847697,socialism,0.01,-0.09383175403960906,-0.09,-0.09,divergence,2,45386845,logratio,% of S_EUR4
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,% of S_EUR4,-0.08046131576847697,-0.14917839508216432,transition,0.01,-0.06871707931368735,-0.07,-0.07,divergence,3,51917779,logratio,% of S_EUR4
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,% of S_EUR4,-0.14917839508216432,-0.12789320523230865,capitalism,0.01,0.021285189849855668,0.02,+0.02,convergence,4,51665488,logratio,% of S_EUR4
USSR,Belarus,BLR,USSR: Belarus,1950-1965,% of World,0.23426558004231335,0.28259298404698724,socialism,0.01,0.04832740400467389,0.05,+0.05,convergence,1,7127548,logratio,% of World
USSR,Belarus,BLR,USSR: Belarus,1965-1989,% of World,0.28259298404698724,0.11427868566668628,socialism,0.01,-0.16831429838030096,-0.17,-0.17,divergence,2,8679894,logratio,% of World
USSR,Belarus,BLR,USSR: Belarus,1989-1995,% of World,0.11427868566668628,0.057941669851355806,transition,0.01,-0.056337015815330474,-0.06,-0.06,divergence,3,10158729,logratio,% of World
USSR,Belarus,BLR,USSR: Belarus,1995-2023,% of World,0.057941669851355806,0.017134182445284966,capitalism,0.01,-0.04080748740607084,-0.04,-0.04,divergence,4,10197421,logratio,% of World
CEE,Bulgaria,BGR,CEE: Bulgaria,1950-1965,% of World,0.2813558472298454,0.27804693336683123,socialism,0.01,-0.0033089138630141846,-0,+0,no change,1,7248464,logratio,% of World
CEE,Bulgaria,BGR,CEE: Bulgaria,1965-1989,% of World,0.27804693336683123,0.11395277393272747,socialism,0.01,-0.16409415943410377,-0.16,-0.16,divergence,2,8202371,logratio,% of World
CEE,Bulgaria,BGR,CEE: Bulgaria,1989-1995,% of World,0.11395277393272747,0.08957891081366766,transition,0.01,-0.024373863119059813,-0.02,-0.02,divergence,3,8936335,logratio,% of World
CEE,Bulgaria,BGR,CEE: Bulgaria,1995-2023,% of World,0.08957891081366766,0.03315902589601347,capitalism,0.01,-0.056419884917654185,-0.06,-0.06,divergence,4,8357522,logratio,% of World
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1950-1965,% of World,0.23104082866887057,0.23753242633880656,socialism,0.01,0.006491597669935983,0.01,+0.01,convergence,1,3864936,logratio,% of World
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1965-1989,% of World,0.23753242633880656,0.12807610760524107,socialism,0.01,-0.10945631873356548,-0.11,-0.11,divergence,2,4346657,logratio,% of World
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1989-1995,% of World,0.12807610760524107,0.11186473202424824,transition,0.01,-0.016211375580992837,-0.02,-0.02,divergence,3,4820680,logratio,% of World
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1995-2023,% of World,0.11186473202424824,0.0713437311080438,capitalism,0.01,-0.04052100091620443,-0.04,-0.04,divergence,4,4619314,logratio,% of World
CEE,Czechia,CZE,CEE: Czechia,1950-1965,% of World,0.3280249288733061,0.2632421248230443,socialism,0.01,-0.06478280405026177,-0.06,-0.06,divergence,1,8916664,logratio,% of World
CEE,Czechia,CZE,CEE: Czechia,1965-1989,% of World,0.2632421248230443,0.11778286145105381,socialism,0.01,-0.1454592633719905,-0.15,-0.15,divergence,2,9706802,logratio,% of World
CEE,Czechia,CZE,CEE: Czechia,1989-1995,% of World,0.11778286145105381,0.12031828535552194,transition,0.01,0.0025354239044681343,0,+0,no change,3,10305562,logratio,% of World
CEE,Czechia,CZE,CEE: Czechia,1995-2023,% of World,0.12031828535552194,0.08717343069672401,capitalism,0.01,-0.033144854658797934,-0.03,-0.03,divergence,4,10311979,logratio,% of World
Baltics,Estonia,EST,Baltics: Estonia,1950-1965,% of World,0.35794734809769885,0.2697199652761916,socialism,0.01,-0.08822738282150727,-0.09,-0.09,divergence,1,1102004,logratio,% of World
Baltics,Estonia,EST,Baltics: Estonia,1965-1989,% of World,0.2697199652761916,0.10011802527124851,socialism,0.01,-0.16960194000494305,-0.17,-0.17,divergence,2,1292753,logratio,% of World
Baltics,Estonia,EST,Baltics: Estonia,1989-1995,% of World,0.10011802527124851,0.04420747547793337,transition,0.01,-0.05591054979331514,-0.06,-0.06,divergence,3,1567538,logratio,% of World
Baltics,Estonia,EST,Baltics: Estonia,1995-2023,% of World,0.04420747547793337,0.07861170440479094,capitalism,0.01,0.03440422892685757,0.03,+0.03,convergence,4,1452730,logratio,% of World
CEE,Hungary,HUN,CEE: Hungary,1950-1965,% of World,0.29218539302968627,0.24732150902700523,socialism,0.01,-0.04486388400268104,-0.04,-0.04,divergence,1,9337826,logratio,% of World
CEE,Hungary,HUN,CEE: Hungary,1965-1989,% of World,0.24732150902700523,0.08434129830154682,socialism,0.01,-0.1629802107254584,-0.16,-0.16,divergence,2,10141073,logratio,% of World
CEE,Hungary,HUN,CEE: Hungary,1989-1995,% of World,0.08434129830154682,0.07548524592756571,transition,0.01,-0.008856052373981113,-0.01,-0.01,divergence,3,10403359,logratio,% of World
CEE,Hungary,HUN,CEE: Hungary,1995-2023,% of World,0.07548524592756571,0.05133976082034458,capitalism,0.01,-0.02414548510722113,-0.02,-0.02,divergence,4,10322744,logratio,% of World
Baltics,Latvia,LVA,Baltics: Latvia,1950-1965,% of World,0.33060831261808726,0.27688787900287815,socialism,0.01,-0.05372043361520912,-0.05,-0.05,divergence,1,1918675,logratio,% of World
Baltics,Latvia,LVA,Baltics: Latvia,1965-1989,% of World,0.27688787900287815,0.09877666248704628,socialism,0.01,-0.17811121651583187,-0.18,-0.18,divergence,2,2252726,logratio,% of World
Baltics,Latvia,LVA,Baltics: Latvia,1989-1995,% of World,0.09877666248704628,0.017019430944414625,transition,0.01,-0.08175723154263165,-0.08,-0.08,divergence,3,2664789,logratio,% of World
Baltics,Latvia,LVA,Baltics: Latvia,1995-2023,% of World,0.017019430944414625,0.04045029468474986,capitalism,0.01,0.023430863740335234,0.02,+0.02,convergence,4,2485908,logratio,% of World
Baltics,Lithuania,LTU,Baltics: Lithuania,1950-1965,% of World,0.3535087795449209,0.2834734973412273,socialism,0.01,-0.0700352822036936,-0.07,-0.07,divergence,1,2432951,logratio,% of World
Baltics,Lithuania,LTU,Baltics: Lithuania,1965-1989,% of World,0.2834734973412273,0.11614678084424887,socialism,0.01,-0.16732671649697842,-0.17,-0.17,divergence,2,2965212,logratio,% of World
Baltics,Lithuania,LTU,Baltics: Lithuania,1989-1995,% of World,0.11614678084424887,0.0618075240313229,transition,0.01,-0.05433925681292597,-0.05,-0.05,divergence,3,3696048,logratio,% of World
Baltics,Lithuania,LTU,Baltics: Lithuania,1995-2023,% of World,0.0618075240313229,0.03828493278311167,capitalism,0.01,-0.023522591248211225,-0.02,-0.02,divergence,4,3626997,logratio,% of World
CEE,Poland,POL,CEE: Poland,1950-1965,% of World,0.2289909229539499,0.25073151539196764,socialism,0.01,0.021740592438017736,0.02,+0.02,convergence,1,24780120,logratio,% of World
CEE,Poland,POL,CEE: Poland,1965-1989,% of World,0.25073151539196764,0.10462006062765333,socialism,0.01,-0.1461114547643143,-0.15,-0.15,divergence,2,31288294,logratio,% of World
CEE,Poland,POL,CEE: Poland,1989-1995,% of World,0.10462006062765333,0.10352812132884709,transition,0.01,-0.0010919392988062437,-0,+0,no change,3,37938044,logratio,% of World
CEE,Poland,POL,CEE: Poland,1995-2023,% of World,0.10352812132884709,0.0720128861403533,capitalism,0.01,-0.03151523518849379,-0.03,-0.03,divergence,4,38364630,logratio,% of World
CEE,Romania,ROU,CEE: Romania,1950-1965,% of World,0.265601783416287,0.2362362252534902,socialism,0.01,-0.02936555816279679,-0.03,-0.03,divergence,1,16397220,logratio,% of World
CEE,Romania,ROU,CEE: Romania,1965-1989,% of World,0.2362362252534902,0.08652352668060197,socialism,0.01,-0.14971269857288821,-0.15,-0.15,divergence,2,18713016,logratio,% of World
CEE,Romania,ROU,CEE: Romania,1989-1995,% of World,0.08652352668060197,0.06621112978096728,transition,0.01,-0.020312396899634683,-0.02,-0.02,divergence,3,22887592,logratio,% of World
CEE,Romania,ROU,CEE: Romania,1995-2023,% of World,0.06621112978096728,0.03714123395790406,capitalism,0.01,-0.029069895823063227,-0.03,-0.03,divergence,4,22657664,logratio,% of World
USSR,Russia,RUS,USSR: Russia,1950-1965,% of World,0.17870503476842228,0.24928058010642914,socialism,0.01,0.07057554533800686,0.07,+0.07,convergence,1,103392314,logratio,% of World
USSR,Russia,RUS,USSR: Russia,1965-1989,% of World,0.24928058010642914,0.08854460141069248,socialism,0.01,-0.16073597869573666,-0.16,-0.16,divergence,2,126634148,logratio,% of World
USSR,Russia,RUS,USSR: Russia,1989-1995,% of World,0.08854460141069248,-0.01376846951653411,transition,0.01,-0.1023130709272266,-0.1,-0.1,divergence,3,148281823,logratio,% of World
USSR,Russia,RUS,USSR: Russia,1995-2023,% of World,-0.01376846951653411,-2.0912567093807146e-4,capitalism,0.01,0.013559343845596039,0.01,+0.01,convergence,4,148291356,logratio,% of World
