cntr_group,country,Code,cntr_region,era,varname,value,value_end,era_col,scaling,change_val,change_val_lab,change_lab,change_sign,era_num,pop,type_scale,sel_var
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,% of G7,97.38773175777229,94.83700089979422,socialism,1,-2.550730857978067,-3,-3,divergence,2,7031084,linear,% of G7
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,% of G7,94.83700089979422,94.24159601997933,transition,1,-0.5954048798148932,-1,-1,divergence,3,7881211,linear,% of G7
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,% of G7,94.24159601997933,94.31483265476452,capitalism,1,0.07323663478518938,0,+0,no change,4,7823230,linear,% of G7
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,% of G7,92.21157030856743,99.60781790515847,socialism,1,7.396247596591039,7,+7,convergence,1,3465707,linear,% of G7
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,% of G7,99.60781790515847,92.99885196115477,socialism,1,-6.6089659440037,-7,-7,divergence,2,4364999,linear,% of G7
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,% of G7,92.99885196115477,93.62905363593936,transition,1,0.6302016747845869,1,+1,convergence,3,5249882,linear,% of G7
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,% of G7,93.62905363593936,96.24623424910698,capitalism,1,2.617180613167619,3,+3,convergence,4,5354244,linear,% of G7
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,% of G7,93.78889983707538,97.36434751172577,socialism,1,3.575447674650391,4,+4,convergence,1,1446309,linear,% of G7
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,% of G7,97.36434751172577,96.08310357875918,socialism,1,-1.2812439329665892,-1,-1,divergence,2,1675272,linear,% of G7
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,% of G7,96.08310357875918,96.43467139706678,transition,1,0.35156781830760053,0,+0,no change,3,1995417,linear,% of G7
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,% of G7,96.43467139706678,100.25376048836982,capitalism,1,3.8190890913030415,4,+4,convergence,4,1988051,linear,% of G7
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,% of G7,92.81664823851065,100.82592454012713,socialism,1,8.009276301616481,8,+8,convergence,1,37310845,linear,% of G7
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,% of G7,100.82592454012713,92.86958765379448,socialism,1,-7.95633688633265,-8,-8,divergence,2,45386845,linear,% of G7
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,% of G7,92.86958765379448,86.96857849372014,transition,1,-5.901009160074338,-6,-6,divergence,3,51917779,linear,% of G7
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,% of G7,86.96857849372014,90.20312547586661,capitalism,1,3.234546982146469,3,+3,convergence,4,51665488,linear,% of G7
USSR,Belarus,BLR,USSR: Belarus,1950-1965,% of S_EUR4,91.826867293216,102.04133903998571,socialism,1,10.214471746769718,10,+10,convergence,1,7127548,linear,% of S_EUR4
USSR,Belarus,BLR,USSR: Belarus,1965-1989,% of S_EUR4,102.04133903998571,93.13458395829896,socialism,1,-8.906755081686754,-9,-9,divergence,2,8679894,linear,% of S_EUR4
USSR,Belarus,BLR,USSR: Belarus,1989-1995,% of S_EUR4,93.13458395829896,88.24432487847322,transition,1,-4.890259079825739,-5,-5,divergence,3,10158729,linear,% of S_EUR4
USSR,Belarus,BLR,USSR: Belarus,1995-2023,% of S_EUR4,88.24432487847322,89.20686832893762,capitalism,1,0.9625434504643948,1,+1,convergence,4,10197421,linear,% of S_EUR4
CEE,Bulgaria,BGR,CEE: Bulgaria,1950-1965,% of S_EUR4,96.25444886110581,101.5785067678181,socialism,1,5.324057906712284,5,+5,convergence,1,7248464,linear,% of S_EUR4
CEE,Bulgaria,BGR,CEE: Bulgaria,1965-1989,% of S_EUR4,101.5785067678181,93.10423525031824,socialism,1,-8.474271517499858,-8,-8,divergence,2,8202371,linear,% of S_EUR4
CEE,Bulgaria,BGR,CEE: Bulgaria,1989-1995,% of S_EUR4,93.10423525031824,91.0807638170502,transition,1,-2.0234714332680426,-2,-2,divergence,3,8936335,linear,% of S_EUR4
CEE,Bulgaria,BGR,CEE: Bulgaria,1995-2023,% of S_EUR4,91.0807638170502,90.64790982318576,capitalism,1,-0.4328539938644411,-0,+0,no change,4,8357522,linear,% of S_EUR4
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1950-1965,% of S_EUR4,91.53122541876239,97.54535586304468,socialism,1,6.014130444282287,6,+6,convergence,1,3864936,linear,% of S_EUR4
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1965-1989,% of S_EUR4,97.54535586304468,94.42850698439526,socialism,1,-3.116848878649421,-3,-3,divergence,2,4346657,linear,% of S_EUR4
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1989-1995,% of S_EUR4,94.42850698439526,93.13336038276461,transition,1,-1.2951466016306483,-1,-1,divergence,3,4820680,linear,% of S_EUR4
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1995-2023,% of S_EUR4,93.13336038276461,94.17620835867014,capitalism,1,1.0428479759055307,1,+1,convergence,4,4619314,linear,% of S_EUR4
CEE,Czechia,CZE,CEE: Czechia,1950-1965,% of S_EUR4,100.85302668265209,100.08573379765984,socialism,1,-0.7672928849922442,-1,-1,divergence,1,8916664,linear,% of S_EUR4
CEE,Czechia,CZE,CEE: Czechia,1965-1989,% of S_EUR4,100.08573379765984,93.46151639191098,socialism,1,-6.624217405748865,-7,-7,divergence,2,9706802,linear,% of S_EUR4
CEE,Czechia,CZE,CEE: Czechia,1989-1995,% of S_EUR4,93.46151639191098,93.92400538306481,transition,1,0.46248899115383324,0,+0,no change,3,10305562,linear,% of S_EUR4
CEE,Czechia,CZE,CEE: Czechia,1995-2023,% of S_EUR4,93.92400538306481,95.67885126077284,capitalism,1,1.7548458777080356,2,+2,convergence,4,10311979,linear,% of S_EUR4
Baltics,Estonia,EST,Baltics: Estonia,1950-1965,% of S_EUR4,103.91639638071146,100.73617767415023,socialism,1,-3.1802187065612344,-3,-3,divergence,1,1102004,linear,% of S_EUR4
Baltics,Estonia,EST,Baltics: Estonia,1965-1989,% of S_EUR4,100.73617767415023,91.82503069633276,socialism,1,-8.911146977817467,-9,-9,divergence,2,1292753,linear,% of S_EUR4
Baltics,Estonia,EST,Baltics: Estonia,1989-1995,% of S_EUR4,91.82503069633276,87.04064487639282,transition,1,-4.784385819939942,-5,-5,divergence,3,1567538,linear,% of S_EUR4
Baltics,Estonia,EST,Baltics: Estonia,1995-2023,% of S_EUR4,87.04064487639282,94.86317191863606,capitalism,1,7.822527042243237,8,+8,convergence,4,1452730,linear,% of S_EUR4
CEE,Hungary,HUN,CEE: Hungary,1950-1965,% of S_EUR4,97.30250556964293,98.50492440269409,socialism,1,1.202418833051155,1,+1,convergence,1,9337826,linear,% of S_EUR4
CEE,Hungary,HUN,CEE: Hungary,1965-1989,% of S_EUR4,98.50492440269409,90.38770025613015,socialism,1,-8.117224146563942,-8,-8,divergence,2,10141073,linear,% of S_EUR4
CEE,Hungary,HUN,CEE: Hungary,1989-1995,% of S_EUR4,90.38770025613015,89.80610545698829,transition,1,-0.581594799141854,-1,-1,divergence,3,10403359,linear,% of S_EUR4
CEE,Hungary,HUN,CEE: Hungary,1995-2023,% of S_EUR4,89.80610545698829,92.31102798816254,capitalism,1,2.5049225311742447,3,+3,convergence,4,10322744,linear,% of S_EUR4
Baltics,Latvia,LVA,Baltics: Latvia,1950-1965,% of S_EUR4,101.11390558246126,101.46083996055111,socialism,1,0.3469343780898555,0,+0,no change,1,1918675,linear,% of S_EUR4
Baltics,Latvia,LVA,Baltics: Latvia,1965-1989,% of S_EUR4,101.46083996055111,91.70194258885732,socialism,1,-9.758897371693791,-10,-10,divergence,2,2252726,linear,% of S_EUR4
Baltics,Latvia,LVA,Baltics: Latvia,1989-1995,% of S_EUR4,91.70194258885732,84.70606015066872,transition,1,-6.995882438188602,-7,-7,divergence,3,2664789,linear,% of S_EUR4
Baltics,Latvia,LVA,Baltics: Latvia,1995-2023,% of S_EUR4,84.70606015066872,91.31126350504397,capitalism,1,6.605203354375249,7,+7,convergence,4,2485908,linear,% of S_EUR4
Baltics,Lithuania,LTU,Baltics: Lithuania,1950-1965,% of S_EUR4,103.45617844161232,102.13122736369694,socialism,1,-1.3249510779153866,-1,-1,divergence,1,2432951,linear,% of S_EUR4
Baltics,Lithuania,LTU,Baltics: Lithuania,1965-1989,% of S_EUR4,102.13122736369694,93.30873083628273,socialism,1,-8.822496527414202,-9,-9,divergence,2,2965212,linear,% of S_EUR4
Baltics,Lithuania,LTU,Baltics: Lithuania,1989-1995,% of S_EUR4,93.30873083628273,88.58612481934975,transition,1,-4.7226060169329855,-5,-5,divergence,3,3696048,linear,% of S_EUR4
Baltics,Lithuania,LTU,Baltics: Lithuania,1995-2023,% of S_EUR4,88.58612481934975,91.11375548919892,capitalism,1,2.5276306698491737,3,+3,convergence,4,3626997,linear,% of S_EUR4
CEE,Poland,POL,CEE: Poland,1950-1965,% of S_EUR4,91.34378721763899,98.84140018812339,socialism,1,7.497612970484397,7,+7,convergence,1,24780120,linear,% of S_EUR4
CEE,Poland,POL,CEE: Poland,1965-1989,% of S_EUR4,98.84140018812339,92.23936219885063,socialism,1,-6.602037989272759,-7,-7,divergence,2,31288294,linear,% of S_EUR4
CEE,Poland,POL,CEE: Poland,1989-1995,% of S_EUR4,92.23936219885063,92.36017118117232,transition,1,0.1208089823216909,0,+0,no change,3,37938044,linear,% of S_EUR4
CEE,Poland,POL,CEE: Poland,1995-2023,% of S_EUR4,92.36017118117232,94.23924793168867,capitalism,1,1.8790767505163473,2,+2,convergence,4,38364630,linear,% of S_EUR4
CEE,Romania,ROU,CEE: Romania,1950-1965,% of S_EUR4,94.7499323728906,97.41899937630639,socialism,1,2.6690670034157904,3,+3,convergence,1,16397220,linear,% of S_EUR4
CEE,Romania,ROU,CEE: Romania,1965-1989,% of S_EUR4,97.41899937630639,90.58516223595319,socialism,1,-6.833837140353197,-7,-7,divergence,2,18713016,linear,% of S_EUR4
CEE,Romania,ROU,CEE: Romania,1989-1995,% of S_EUR4,90.58516223595319,88.97708336982286,transition,1,-1.6080788661303274,-2,-2,divergence,3,22887592,linear,% of S_EUR4
CEE,Romania,ROU,CEE: Romania,1995-2023,% of S_EUR4,88.97708336982286,91.0096083619117,capitalism,1,2.032524992088838,2,+2,convergence,4,22657664,linear,% of S_EUR4
USSR,Russia,RUS,USSR: Russia,1950-1965,% of S_EUR4,86.86406118778248,98.69809170372801,socialism,1,11.834030515945528,12,+12,convergence,1,103392314,linear,% of S_EUR4
USSR,Russia,RUS,USSR: Russia,1965-1989,% of S_EUR4,98.69809170372801,90.76842675152774,socialism,1,-7.92966495220027,-8,-8,divergence,2,126634148,linear,% of S_EUR4
USSR,Russia,RUS,USSR: Russia,1989-1995,% of S_EUR4,90.76842675152774,82.13787576576503,transition,1,-8.63055098576271,-9,-9,divergence,3,148281823,linear,% of S_EUR4
USSR,Russia,RUS,USSR: Russia,1995-2023,% of S_EUR4,82.13787576576503,87.67306518161666,capitalism,1,5.535189415851633,6,+6,convergence,4,148291356,linear,% of S_EUR4
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1950-1965,% of S_EUR4,86.26150296061219,97.8900939666598,socialism,1,11.628591006047614,12,+12,convergence,1,6009148,linear,% of S_EUR4
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,% of S_EUR4,97.8900939666598,94.22375089449962,socialism,1,-3.6663430721601884,-4,-4,divergence,2,7031084,linear,% of S_EUR4
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,% of S_EUR4,94.22375089449962,93.34539699648147,transition,1,-0.8783538980181476,-1,-1,divergence,3,7881211,linear,% of S_EUR4
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,% of S_EUR4,93.34539699648147,92.00577743212047,capitalism,1,-1.3396195643610014,-1,-1,divergence,4,7823230,linear,% of S_EUR4
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,% of S_EUR4,95.16849737840676,100.12163214563961,socialism,1,4.953134767232854,5,+5,convergence,1,3465707,linear,% of S_EUR4
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,% of S_EUR4,100.12163214563961,92.39748808506774,socialism,1,-7.724144060571874,-8,-8,divergence,2,4364999,linear,% of S_EUR4
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,% of S_EUR4,92.39748808506774,92.73867963991995,transition,1,0.341191554852216,0,+0,no change,3,5249882,linear,% of S_EUR4
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,% of S_EUR4,92.73867963991995,93.88989364395302,capitalism,1,1.151214004033065,1,+1,convergence,4,5354244,linear,% of S_EUR4
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,% of S_EUR4,96.79640676761215,97.86658909595877,socialism,1,1.0701823283466183,1,+1,convergence,1,1446309,linear,% of S_EUR4
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,% of S_EUR4,97.86658909595877,95.46179582736102,socialism,1,-2.404793268597757,-2,-2,divergence,2,1675272,linear,% of S_EUR4
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,% of S_EUR4,95.46179582736102,95.51761712392964,transition,1,0.05582129656862378,0,+0,no change,3,1995417,linear,% of S_EUR4
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,% of S_EUR4,95.51761712392964,97.79930594787628,capitalism,1,2.281688823946638,2,+2,convergence,4,1988051,linear,% of S_EUR4
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,% of S_EUR4,95.79297820219966,101.34602222852064,socialism,1,5.5530440263209755,6,+6,convergence,1,37310845,linear,% of S_EUR4
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,% of S_EUR4,101.34602222852064,92.26905964700342,socialism,1,-9.076962581517222,-9,-9,divergence,2,45386845,linear,% of S_EUR4
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,% of S_EUR4,92.26905964700342,86.1415428914735,transition,1,-6.127516755529911,-6,-6,divergence,3,51917779,linear,% of S_EUR4
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,% of S_EUR4,86.1415428914735,87.99473478994683,capitalism,1,1.8531918984733267,2,+2,convergence,4,51665488,linear,% of S_EUR4
USSR,Belarus,BLR,USSR: Belarus,1950-1965,% of World,126.39801355335989,132.6565118755498,socialism,1,6.258498322189908,6,+6,convergence,1,7127548,linear,% of World
USSR,Belarus,BLR,USSR: Belarus,1965-1989,% of World,132.6565118755498,112.10645059633093,socialism,1,-20.550061279218866,-21,-21,divergence,2,8679894,linear,% of World
USSR,Belarus,BLR,USSR: Belarus,1989-1995,% of World,112.10645059633093,105.96531841798227,transition,1,-6.141132178348656,-6,-6,divergence,3,10158729,linear,% of World
USSR,Belarus,BLR,USSR: Belarus,1995-2023,% of World,105.96531841798227,101.72818145290245,capitalism,1,-4.237136965079827,-4,-4,divergence,4,10197421,linear,% of World
CEE,Bulgaria,BGR,CEE: Bulgaria,1950-1965,% of World,132.49249909471834,132.0548173526552,socialism,1,-0.43768174206314825,-0,+0,no change,1,7248464,linear,% of World
CEE,Bulgaria,BGR,CEE: Bulgaria,1965-1989,% of World,132.0548173526552,112.06991974186953,socialism,1,-19.984897610785666,-20,-20,divergence,2,8202371,linear,% of World
CEE,Bulgaria,BGR,CEE: Bulgaria,1989-1995,% of World,112.06991974186953,109.37136357401242,transition,1,-2.698556167857106,-3,-3,divergence,3,8936335,linear,% of World
CEE,Bulgaria,BGR,CEE: Bulgaria,1995-2023,% of World,109.37136357401242,103.37149136114279,capitalism,1,-5.999872212869633,-6,-6,divergence,4,8357522,linear,% of World
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1950-1965,% of World,125.99106788750369,126.81161164868743,socialism,1,0.8205437611837425,1,+1,convergence,1,3864936,linear,% of World
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1965-1989,% of World,126.81161164868743,113.66395063160749,socialism,1,-13.14766101707994,-13,-13,divergence,2,4346657,linear,% of World
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1989-1995,% of World,113.66395063160749,111.83615719070247,transition,1,-1.827793440905026,-2,-2,divergence,3,4820680,linear,% of World
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1995-2023,% of World,111.83615719070247,107.39503125623553,capitalism,1,-4.441125934466939,-4,-4,divergence,4,4619314,linear,% of World
CEE,Czechia,CZE,CEE: Czechia,1950-1965,% of World,138.82235787077752,130.11417195240517,socialism,1,-8.708185918372351,-9,-9,divergence,1,8916664,linear,% of World
CEE,Czechia,CZE,CEE: Czechia,1965-1989,% of World,130.11417195240517,112.49998040190212,socialism,1,-17.61419155050305,-18,-18,divergence,2,9706802,linear,% of World
CEE,Czechia,CZE,CEE: Czechia,1989-1995,% of World,112.49998040190212,112.78557744325443,transition,1,0.2855970413523039,0,+0,no change,3,10305562,linear,% of World
CEE,Czechia,CZE,CEE: Czechia,1995-2023,% of World,112.78557744325443,109.10858910965514,capitalism,1,-3.676988333599283,-4,-4,divergence,4,10311979,linear,% of World
Baltics,Estonia,EST,Baltics: Estonia,1950-1965,% of World,143.03903057265532,130.9597666558637,socialism,1,-12.079263916791632,-12,-12,divergence,1,1102004,linear,% of World
Baltics,Estonia,EST,Baltics: Estonia,1965-1989,% of World,130.9597666558637,110.53013638708282,socialism,1,-20.42963026878087,-20,-20,divergence,2,1292753,linear,% of World
Baltics,Estonia,EST,Baltics: Estonia,1989-1995,% of World,110.53013638708282,104.51991855947055,transition,1,-6.010217827612266,-6,-6,divergence,3,1567538,linear,% of World
Baltics,Estonia,EST,Baltics: Estonia,1995-2023,% of World,104.51991855947055,108.17841884722301,capitalism,1,3.65850028775246,4,+4,convergence,4,1452730,linear,% of World
CEE,Hungary,HUN,CEE: Hungary,1950-1965,% of World,133.93513010190887,128.05907680911153,socialism,1,-5.876053292797337,-6,-6,divergence,1,9337826,linear,% of World
CEE,Hungary,HUN,CEE: Hungary,1965-1989,% of World,128.05907680911153,108.80001630561742,socialism,1,-19.259060503494112,-19,-19,divergence,2,10141073,linear,% of World
CEE,Hungary,HUN,CEE: Hungary,1989-1995,% of World,108.80001630561742,107.84073167010114,transition,1,-0.9592846355162834,-1,-1,divergence,3,10403359,linear,% of World
CEE,Hungary,HUN,CEE: Hungary,1995-2023,% of World,107.84073167010114,105.268049211829,capitalism,1,-2.5726824582721406,-3,-3,divergence,4,10322744,linear,% of World
Baltics,Latvia,LVA,Baltics: Latvia,1950-1965,% of World,139.18145293397478,131.9018473077457,socialism,1,-7.279605626229085,-7,-7,divergence,1,1918675,linear,% of World
Baltics,Latvia,LVA,Baltics: Latvia,1965-1989,% of World,131.9018473077457,110.381974767057,socialism,1,-21.519872540688695,-22,-22,divergence,2,2252726,linear,% of World
Baltics,Latvia,LVA,Baltics: Latvia,1989-1995,% of World,110.381974767057,101.71650866114791,transition,1,-8.66546610590909,-9,-9,divergence,3,2664789,linear,% of World
Baltics,Latvia,LVA,Baltics: Latvia,1995-2023,% of World,101.71650866114791,104.12795512878336,capitalism,1,2.411446467635443,2,+2,convergence,4,2485908,linear,% of World
Baltics,Lithuania,LTU,Baltics: Lithuania,1950-1965,% of World,142.40554894556243,132.77336913746007,socialism,1,-9.632179808102364,-10,-10,divergence,1,2432951,linear,% of World
Baltics,Lithuania,LTU,Baltics: Lithuania,1965-1989,% of World,132.77336913746007,112.31607185133039,socialism,1,-20.457297286129673,-20,-20,divergence,2,2965212,linear,% of World
Baltics,Lithuania,LTU,Baltics: Lithuania,1989-1995,% of World,112.31607185133039,106.37575772521375,transition,1,-5.940314126116647,-6,-6,divergence,3,3696048,linear,% of World
Baltics,Lithuania,LTU,Baltics: Lithuania,1995-2023,% of World,106.37575772521375,103.90272436291676,capitalism,1,-2.473033362296988,-2,-2,divergence,4,3626997,linear,% of World
CEE,Poland,POL,CEE: Poland,1950-1965,% of World,125.7330626110048,128.49650446779944,socialism,1,2.7634418567946426,3,+3,convergence,1,24780120,linear,% of World
CEE,Poland,POL,CEE: Poland,1965-1989,% of World,128.49650446779944,111.02886878211149,socialism,1,-17.467635685687952,-17,-17,divergence,2,31288294,linear,% of World
CEE,Poland,POL,CEE: Poland,1989-1995,% of World,111.02886878211149,110.90769816450555,transition,1,-0.12117061760594083,-0,+0,no change,3,37938044,linear,% of World
CEE,Poland,POL,CEE: Poland,1995-2023,% of World,110.90769816450555,107.46691923126336,capitalism,1,-3.4407789332421856,-3,-3,divergence,4,38364630,linear,% of World
CEE,Romania,ROU,CEE: Romania,1950-1965,% of World,130.42155949856019,126.64734478448075,socialism,1,-3.7742147140794344,-4,-4,divergence,1,16397220,linear,% of World
CEE,Romania,ROU,CEE: Romania,1965-1989,% of World,126.64734478448075,109.03770203679112,socialism,1,-17.609642747689634,-18,-18,divergence,2,18713016,linear,% of World
CEE,Romania,ROU,CEE: Romania,1989-1995,% of World,109.03770203679112,106.84522754490095,transition,1,-2.1924744918901666,-2,-2,divergence,3,22887592,linear,% of World
CEE,Romania,ROU,CEE: Romania,1995-2023,% of World,106.84522754490095,103.78395886805141,capitalism,1,-3.0612686768495365,-3,-3,divergence,4,22657664,linear,% of World
USSR,Russia,RUS,USSR: Russia,1950-1965,% of World,119.56680116565792,128.3101995462753,socialism,1,8.743398380617379,9,+9,convergence,1,103392314,linear,% of World
USSR,Russia,RUS,USSR: Russia,1965-1989,% of World,128.3101995462753,109.25829822660732,socialism,1,-19.051901319667977,-19,-19,divergence,2,126634148,linear,% of World
USSR,Russia,RUS,USSR: Russia,1989-1995,% of World,109.25829822660732,98.63258823366219,transition,1,-10.625709992945133,-11,-11,divergence,3,148281823,linear,% of World
USSR,Russia,RUS,USSR: Russia,1995-2023,% of World,98.63258823366219,99.97908961943108,capitalism,1,1.3465013857688888,1,+1,convergence,4,148291356,linear,% of World
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1950-1965,% of World,118.7373907195696,127.25978054539561,socialism,1,8.52238982582601,9,+9,convergence,1,6009148,linear,% of World
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,% of World,127.25978054539561,113.41748495258044,socialism,1,-13.842295592815177,-14,-14,divergence,2,7031084,linear,% of World
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,% of World,113.41748495258044,112.09077444025048,transition,1,-1.326710512329953,-1,-1,divergence,3,7881211,linear,% of World
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,% of World,112.09077444025048,104.91995287647569,capitalism,1,-7.170821563774794,-7,-7,divergence,4,7823230,linear,% of World
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,% of World,130.99770661976444,130.16084077966573,socialism,1,-0.8368658400987101,-1,-1,divergence,1,3465707,linear,% of World
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,% of World,130.16084077966573,111.21920550879014,socialism,1,-18.941635270875594,-19,-19,divergence,2,4364999,linear,% of World
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,% of World,111.21920550879014,111.36221769774836,transition,1,0.14301218895822387,0,+0,no change,3,5249882,linear,% of World
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,% of World,111.36221769774836,107.06852864722137,capitalism,1,-4.293689050526993,-4,-4,divergence,4,5354244,linear,% of World
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,% of World,133.23849430103633,127.2292235751655,socialism,1,-6.00927072587082,-6,-6,divergence,1,1446309,linear,% of World
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,% of World,127.2292235751655,114.90772431590878,socialism,1,-12.321499259256726,-12,-12,divergence,2,1675272,linear,% of World
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,% of World,114.90772431590878,114.69921410813836,transition,1,-0.2085102077704164,-0,+0,no change,3,1995417,linear,% of World
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,% of World,114.69921410813836,111.5266764521781,capitalism,1,-3.1725376559602694,-3,-3,divergence,4,1988051,linear,% of World
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,% of World,131.85729312158364,131.75258113801564,socialism,1,-0.10471198356799505,-0,+0,no change,1,37310845,linear,% of World
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,% of World,131.75258113801564,111.06461571265739,socialism,1,-20.687965425358257,-21,-21,divergence,2,45386845,linear,% of World
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,% of World,111.06461571265739,103.44026127552146,transition,1,-7.624354437135921,-8,-8,divergence,3,51917779,linear,% of World
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,% of World,103.44026127552146,100.34590962888859,capitalism,1,-3.094351646632873,-3,-3,divergence,4,51665488,linear,% of World
USSR,Belarus,BLR,USSR: Belarus,1950-1965,value,4.071444342335768,4.271530733243258,socialism,1,0.20008639090749014,0.2,+0.2,increase,1,7127548,logratio,value
USSR,Belarus,BLR,USSR: Belarus,1965-1989,value,4.271530733243258,4.269745001016933,socialism,1,-0.0017857322263257203,-0,+0,no change,2,8679894,logratio,value
USSR,Belarus,BLR,USSR: Belarus,1989-1995,value,4.269745001016933,4.230507281534723,transition,1,-0.039237719482209776,-0.04,-0.04,decrease,3,10158729,logratio,value
USSR,Belarus,BLR,USSR: Belarus,1995-2023,value,4.230507281534723,4.309911483225601,capitalism,1,0.07940420169087847,0.08,+0.08,increase,4,10197421,logratio,value
CEE,Bulgaria,BGR,CEE: Bulgaria,1950-1965,value,4.1185346095233,4.266984682563103,socialism,1,0.14845007303980307,0.15,+0.15,increase,1,7248464,logratio,value
CEE,Bulgaria,BGR,CEE: Bulgaria,1965-1989,value,4.266984682563103,4.269419089282974,socialism,1,0.0024344067198711627,0,+0,no change,2,8202371,logratio,value
CEE,Bulgaria,BGR,CEE: Bulgaria,1989-1995,value,4.269419089282974,4.262144522497035,transition,1,-0.007274566785938852,-0.01,-0.01,decrease,3,8936335,logratio,value
CEE,Bulgaria,BGR,CEE: Bulgaria,1995-2023,value,4.262144522497035,4.32593632667633,capitalism,1,0.06379180417929486,0.06,+0.06,increase,4,8357522,logratio,value
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1950-1965,value,4.068219590962325,4.226470175535078,socialism,1,0.15825058457275265,0.16,+0.16,increase,1,3864936,logratio,value
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1965-1989,value,4.226470175535078,4.283542422955487,socialism,1,0.05707224742040928,0.06,+0.06,increase,2,4346657,logratio,value
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1989-1995,value,4.283542422955487,4.284430343707616,transition,1,8.879207521284016e-4,0,+0,no change,3,4820680,logratio,value
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1995-2023,value,4.284430343707616,4.36412103188836,capitalism,1,0.07969068818074465,0.08,+0.08,increase,4,4619314,logratio,value
CEE,Czechia,CZE,CEE: Czechia,1950-1965,value,4.16520369116676,4.2521798740193155,socialism,1,0.08697618285255526,0.09,+0.09,increase,1,8916664,logratio,value
CEE,Czechia,CZE,CEE: Czechia,1965-1989,value,4.2521798740193155,4.273249176801301,socialism,1,0.021069302781985044,0.02,+0.02,increase,2,9706802,logratio,value
CEE,Czechia,CZE,CEE: Czechia,1989-1995,value,4.273249176801301,4.292883897038889,transition,1,0.01963472023758861,0.02,+0.02,increase,3,10305562,logratio,value
CEE,Czechia,CZE,CEE: Czechia,1995-2023,value,4.292883897038889,4.379950731477041,capitalism,1,0.08706683443815155,0.09,+0.09,increase,4,10311979,logratio,value
