country,iso2c,iso3c,year,gdp_pc_ppp,gdp_pc_const2015,gni_pc_ppp
Slovenia,SI,SVN,1997,26813.1929846304,14400.670888341,27348.5436113192
Slovenia,SI,SVN,1998,27695.0445014189,14874.2904782546,28371.0550608327
Slovenia,SI,SVN,1999,29133.2038578577,15646.6885879812,29950.7304013895
Slovenia,SI,SVN,2000,30063.1185898035,16146.1216848394,30328.5844373574
Slovenia,SI,SVN,2001,30864.8593872124,16576.7158840406,31475.5272081034
Slovenia,SI,SVN,2002,31838.5469043586,17099.658209132,32529.0192871197
Slovenia,SI,SVN,2003,32835.993386037,17635.3608581831,33597.0029556123
Slovenia,SI,SVN,2004,34306.7388496443,18425.2601213581,34758.5736350553
Slovenia,SI,SVN,2005,35567.3052544187,19102.2776603905,35740.6802927047
Slovenia,SI,SVN,2006,37548.8841971027,20166.5323431214,37480.1240526524
Slovenia,SI,SVN,2007,40005.2467444859,21485.780992381,39768.9361365255
Slovenia,SI,SVN,2008,41288.9727557999,22175.2369557321,40575.655063968
Slovenia,SI,SVN,2009,37811.5788513485,20307.6188322273,38273.8383994743
Slovenia,SI,SVN,2010,38065.7361511822,20444.1201295876,37733.3663404159
Slovenia,SI,SVN,2011,38235.7228432228,20535.4155754108,37521.5921305433
Slovenia,SI,SVN,2012,37043.0646872377,19894.8697964548,36032.9279316013
Slovenia,SI,SVN,2013,36688.0834957932,19704.2186005128,35944.1306581516
Slovenia,SI,SVN,2014,37664.6519433353,20228.7081986391,37329.6780056993
Slovenia,SI,SVN,2015,38537.0951946684,20697.2748530619,37767.7676820072
Slovenia,SI,SVN,2016,39677.4171473288,21309.7122138949,39344.2194655277
Slovenia,SI,SVN,2017,41703.303948468,22397.7634988337,41550.4869066543
Slovenia,SI,SVN,2018,43371.9809596182,23293.966665323,43349.031337943
Slovenia,SI,SVN,2019,44580.7777658794,23943.1800949889,44625.7791309069
Slovenia,SI,SVN,2020,42474.2247069866,22811.8050540778,43089.7485700059
Slovenia,SI,SVN,2021,45914.0572392406,24659.2499382582,45501.6628312425
Slovenia,SI,SVN,2022,47064.1517944283,25276.9359105789,45154.5005378242
Slovenia,SI,SVN,2023,47868.3860088974,25708.8692594475,47427.8732753114
Slovenia,SI,SVN,2024,48495.889687081,26045.885218566,NA
