country,year,rel_val-2005,rel_val-2010,var_name
Slovakia,2023,267.4185463659148,127.63157894736842,median_equiv_net_income
Slovakia,2024,286.54135338345867,136.75837320574163,median_equiv_net_income
Slovenia,2005,100,NA,median_equiv_net_income
Slovenia,2006,104.97538222337393,NA,median_equiv_net_income
Slovenia,2007,111.61786300423253,NA,median_equiv_net_income
Slovenia,2008,119.30551956465406,NA,median_equiv_net_income
Slovenia,2009,123.7885462555066,NA,median_equiv_net_income
Slovenia,2010,115.30621058996286,100,median_equiv_net_income
Slovenia,2011,120.41116005873715,104.4272979249382,median_equiv_net_income
Slovenia,2012,123.27027727390515,106.90688441081728,median_equiv_net_income
Slovenia,2013,122.76064610866374,106.46490373810772,median_equiv_net_income
Slovenia,2014,123.76263280642654,107.33388268784178,median_equiv_net_income
Slovenia,2015,130.44830266908525,113.1320698179639,median_equiv_net_income
Slovenia,2016,131.72669949036884,114.24076709865908,median_equiv_net_income
Slovenia,2017,131.6835104085687,114.2033111094464,median_equiv_net_income
Slovenia,2018,136.22700181394143,118.14368117461983,median_equiv_net_income
Slovenia,2019,143.67279951628228,124.60109371488501,median_equiv_net_income
Slovenia,2020,146.73922432409088,127.26046894898494,median_equiv_net_income
Slovenia,2021,151.84417379286518,131.68776687392315,median_equiv_net_income
Slovenia,2022,162.3218450375745,140.7745898569181,median_equiv_net_income
Slovenia,2023,175.11445106677033,151.8690538617125,median_equiv_net_income
Slovenia,2024,186.33497451844173,161.6001198591655,median_equiv_net_income
