year,telepules,ksh_kod,jogallas,megye,terulet_ha,lakonepesseg,lakasok
2010,Alsópetény,16425,község,Nógrád,1968,725,314
2010,Alsórajk,18829,község,Zala,845,368,175
2010,Alsóregmec,23223,község,Borsod-Abaúj-Zemplén,1539,191,92
2010,Alsószenterzsébet,8767,község,Zala,963,73,40
2010,Alsószentiván,25283,község,Fejér,3965,640,289
2010,Alsószentmárton,33279,község,Baranya,1361,1182,311
2010,Alsószölnök,22549,község,Vas,1002,377,173
2010,Alsószuha,28839,község,Borsod-Abaúj-Zemplén,2242,469,186
2010,Alsótelekes,8217,község,Borsod-Abaúj-Zemplén,644,146,93
2010,Alsótold,7621,község,Nógrád,786,252,109
2010,Alsóújlak,22725,község,Vas,2102,585,308
2010,Alsóvadász,29814,község,Borsod-Abaúj-Zemplén,2291,1579,457
2010,Alsózsolca,21032,város,Borsod-Abaúj-Zemplén,2602,5976,1840
2010,Ambrózfalva,16197,község,Csongrád,1122,498,247
2010,Anarcs,29975,község,Szabolcs-Szatmár-Bereg,1706,1951,682
2010,Andocs,28714,község,Somogy,4327,1115,476
2010,Andornaktálya,17987,község,Heves,1675,2766,1026
2010,Andrásfa,12317,község,Vas,823,311,146
2010,Annavölgy,34227,község,Komárom-Esztergom,460,949,402
2010,Apácatorna,28370,község,Veszprém,729,160,84
2010,Apagy,20303,község,Szabolcs-Szatmár-Bereg,3204,2243,871
2010,Apaj,33561,község,Pest,7104,1249,439
2010,Aparhant,26125,község,Tolna,1796,1060,386
2010,Apátfalva,14252,község,Csongrád,5377,3039,1598
2010,Apátistvánfalva,8873,község,Vas,1286,359,167
2010,Apátvarasd,27298,község,Baranya,814,130,42
2010,Apc,7241,község,Heves,2046,2597,1106
2010,Áporka,10108,község,Pest,1747,1172,485
2010,Apostag,21148,község,Bács-Kiskun,3194,1997,974
2010,Aranyosapáti,9353,község,Szabolcs-Szatmár-Bereg,2136,1987,711
2010,Aranyosgadány,6886,község,Baranya,826,334,134
2010,Arka,26198,község,Borsod-Abaúj-Zemplén,953,71,66
2010,Arló,14331,nagyközség,Borsod-Abaúj-Zemplén,4687,3689,1171
2010,Arnót,3771,község,Borsod-Abaúj-Zemplén,1754,2594,809
2010,Ároktő,3823,község,Borsod-Abaúj-Zemplén,4641,1075,529
2010,Árpádhalom,19062,község,Csongrád,4520,514,259
2010,Árpás,32249,község,Győr-Moson-Sopron,1427,242,128
2010,Ártánd,3319,község,Hajdú-Bihar,1982,523,240
2010,Ásotthalom,10339,község,Csongrád,12254,4052,1996
2010,Ásványráró,26921,község,Győr-Moson-Sopron,3916,1914,817
2010,Aszaló,4233,község,Borsod-Abaúj-Zemplén,2540,1958,644
2010,Ászár,23852,község,Komárom-Esztergom,1869,1968,707
2010,Aszód,16188,város,Pest,1620,6393,2427
2010,Aszófő,7339,község,Veszprém,832,403,161
2010,Áta,28583,község,Baranya,809,173,92
2010,Átány,6503,község,Heves,5044,1399,587
2010,Atkár,16090,község,Heves,3376,1726,727
2010,Attala,32735,község,Tolna,2064,869,379
2010,Babarc,5403,község,Baranya,1885,746,327
2010,Babarcszőlős,9663,község,Baranya,425,105,64
2010,Babócsa,30474,község,Somogy,3099,1605,711
2010,Bábolna,19363,város,Komárom-Esztergom,3359,3688,1366
2010,Bábonymegyer,28316,község,Somogy,2193,813,365
2010,Babosdöbréte,21263,község,Zala,1252,522,220
2010,Babót,15042,község,Győr-Moson-Sopron,2167,1120,474
2010,Bácsalmás,10719,város,Bács-Kiskun,10832,6949,3284
2010,Bácsbokod,10180,nagyközség,Bács-Kiskun,6393,2753,1248
2010,Bácsborsód,27234,község,Bács-Kiskun,7752,1237,427
2010,Bácsszentgyörgy,8697,község,Bács-Kiskun,1473,165,98
2010,Bácsszőlős,30155,község,Bács-Kiskun,3883,385,272
2010,Badacsonytomaj,22327,város,Veszprém,3271,2150,1078
2010,Badacsonytördemic,3267,község,Veszprém,1025,841,443
2010,Bag,9131,nagyközség,Pest,2355,3974,1318
2010,Bagamér,20011,nagyközség,Hajdú-Bihar,4702,2506,1023
2010,Baglad,11059,község,Zala,486,46,43
2010,Bagod,30368,község,Zala,1637,1360,473
2010,Bágyogszovát,28769,község,Győr-Moson-Sopron,2406,1306,554
2010,Baj,29212,község,Komárom-Esztergom,2113,2836,1043
2010,Baja,3522,város,Bács-Kiskun,17761,37638,16049
2010,Bajánsenye,17020,község,Vas,2185,487,246
2010,Bajna,16744,község,Komárom-Esztergom,3727,1932,760
2010,Bajót,29355,község,Komárom-Esztergom,1644,1557,539
2010,Bak,4738,község,Zala,2305,1692,611
2010,Bakháza,14395,község,Somogy,592,196,85
2010,Bakóca,22275,község,Baranya,1065,275,160
2010,Bakonszeg,15167,község,Hajdú-Bihar,3503,1155,586
2010,Bakonya,8299,község,Baranya,1507,379,143
2010,Bakonybánk,24244,község,Komárom-Esztergom,1507,453,219
2010,Bakonybél,23746,község,Veszprém,2436,1234,583
2010,Bakonycsernye,8730,község,Fejér,3813,3118,1223
2010,Bakonygyirót,28936,község,Győr-Moson-Sopron,685,147,117
2010,Bakonyjákó,29513,község,Veszprém,4718,655,258
2010,Bakonykoppány,7287,község,Veszprém,683,188,119
2010,Bakonykúti,23153,község,Fejér,1245,120,69
2010,Bakonynána,25991,község,Veszprém,1493,1046,392
2010,Bakonyoszlop,30410,község,Veszprém,1420,515,212
2010,Bakonypéterd,22062,község,Győr-Moson-Sopron,1002,263,124
2010,Bakonypölöske,6327,község,Veszprém,1104,379,163
2010,Bakonyság,29902,község,Veszprém,856,53,49
2010,Bakonysárkány,25229,község,Komárom-Esztergom,1413,940,389
2010,Bakonyszentiván,23922,község,Veszprém,914,220,117
2010,Bakonyszentkirály,22813,község,Veszprém,2790,849,379
2010,Bakonyszentlászló,5944,község,Győr-Moson-Sopron,3851,1764,773
2010,Bakonyszombathely,22381,község,Komárom-Esztergom,3653,1426,607
2010,Bakonyszücs,26417,község,Veszprém,3521,333,157
2010,Bakonytamási,24129,község,Veszprém,2049,642,290
2010,Baks,29106,község,Csongrád,6192,2095,883
2010,Baksa,3975,község,Baranya,1382,780,270
2010,Baktakék,18184,község,Borsod-Abaúj-Zemplén,1885,710,294
2010,Baktalórántháza,2325,város,Szabolcs-Szatmár-Bereg,3525,4282,1207
2010,Baktüttös,15097,község,Zala,971,335,143
2010,Balajt,22521,község,Borsod-Abaúj-Zemplén,903,476,149
2010,Balassagyarmat,13657,város,Nógrád,2374,16520,6738
2010,Balástya,23676,község,Csongrád,11000,3452,1934
2010,Balaton,11527,község,Heves,1320,1105,456
2010,Balatonakali,25308,község,Veszprém,3620,604,278
2010,Balatonalmádi,5838,város,Veszprém,4988,9036,4209
2010,Balatonberény,27377,község,Somogy,2609,1171,675
2010,Balatonboglár,33853,város,Somogy,3204,5920,2797
2010,Balatoncsicsó,3072,község,Veszprém,1320,213,98
2010,Balatonederics,12238,község,Veszprém,1858,1048,460
2010,Balatonendréd,19460,község,Somogy,4002,1370,559
2010,Balatonfenyves,20729,község,Somogy,5193,1878,1095
2010,Balatonfőkajár,29461,község,Veszprém,2192,1337,543
2010,Balatonföldvár,7117,város,Somogy,1532,2073,1181
2010,Balatonfüred,21175,város,Veszprém,4645,13401,5686
2010,Balatonfűzfő,2219,város,Veszprém,925,4314,1907
2010,Balatongyörök,17002,község,Zala,3759,1074,454
2010,Balatonhenye,3638,község,Veszprém,1173,113,66
2010,Balatonkenese,5148,város,Veszprém,6557,3216,1680
2010,Balatonkeresztúr,7375,község,Somogy,2106,1479,693
2010,Balatonlelle,33862,város,Somogy,4323,4921,2308
2010,Balatonmagyaród,26462,község,Zala,3153,476,259
2010,Balatonmáriafürdő,14562,község,Somogy,2677,656,403
2010,Balatonőszöd,11916,község,Somogy,1508,512,339
2010,Balatonrendes,33844,község,Veszprém,676,120,70
2010,Balatonszabadi,16601,község,Somogy,4134,3017,1140
2010,Balatonszárszó,24907,nagyközség,Somogy,3013,1899,923
2010,Balatonszemes,22822,község,Somogy,3602,1772,784
2010,Balatonszentgyörgy,21324,község,Somogy,2368,1611,696
2010,Balatonszepezd,17154,község,Veszprém,2506,404,215
2010,Balatonszőlős,28501,község,Veszprém,1281,629,176
2010,Balatonudvari,15565,község,Veszprém,1880,296,150
2010,Balatonújlak,16470,község,Somogy,1081,525,261
2010,Balatonvilágos,3559,község,Veszprém,2921,1186,601
2010,Balinka,31103,község,Fejér,1862,977,382
2010,Balkány,26958,város,Szabolcs-Szatmár-Bereg,8999,6362,2497
2010,Ballószög,13408,község,Bács-Kiskun,3500,3424,1072
2010,Balmazújváros,2918,város,Hajdú-Bihar,20545,17480,6697
2010,Balogunyom,5102,község,Vas,1212,1230,429
2010,Balotaszállás,25937,község,Bács-Kiskun,10494,1525,821
2010,Balsa,15963,község,Szabolcs-Szatmár-Bereg,2251,841,431
2010,Bálványos,24457,község,Somogy,2369,544,266
2010,Bana,31422,község,Komárom-Esztergom,2514,1650,564
2010,Bánd,14173,község,Veszprém,984,694,236
2010,Bánfa,7603,község,Baranya,1206,197,80
2010,Bánhorváti,25159,község,Borsod-Abaúj-Zemplén,2848,1369,593
2010,Bánk,24341,község,Nógrád,990,686,269
2010,Bánokszentgyörgy,8439,község,Zala,3254,652,298
2010,Bánréve,21953,község,Borsod-Abaúj-Zemplén,663,1329,556
2010,Bár,24378,község,Baranya,900,545,218
2010,Barabás,26480,község,Szabolcs-Szatmár-Bereg,3819,759,382
2010,Baracs,7047,község,Fejér,5518,3587,1303
2010,Baracska,8581,község,Fejér,3968,2741,981
2010,Báránd,26693,község,Hajdú-Bihar,4257,2586,1187
2010,Baranyahídvég,20464,község,Baranya,849,207,86
2010,Baranyajenő,24749,község,Baranya,1555,511,169
2010,Baranyaszentgyörgy,5485,község,Baranya,727,140,76
2010,Barbacs,6196,község,Győr-Moson-Sopron,1365,730,312
2010,Barcs,32799,város,Somogy,12290,11584,4522
2010,Bárdudvarnok,3735,község,Somogy,4856,1208,548
2010,Barlahida,27447,község,Zala,610,128,86
2010,Bárna,20048,község,Nógrád,1539,1122,457
2010,Barnag,15778,község,Veszprém,1201,115,83
2010,Bársonyos,8624,község,Komárom-Esztergom,1687,736,304
2010,Basal,15495,község,Baranya,404,192,71
2010,Baskó,8846,község,Borsod-Abaúj-Zemplén,2963,180,117
2010,Báta,11712,község,Tolna,6617,1729,823
2010,Bátaapáti,28909,község,Tolna,2044,396,137
2010,Bátaszék,8864,város,Tolna,6354,6583,2569
2010,Baté,32337,község,Somogy,1028,813,300
2010,Bátmonostor,3656,község,Bács-Kiskun,3795,1542,702
2010,Bátonyterenye,33534,város,Nógrád,7892,12967,5826
2010,Bátor,24022,község,Heves,2732,420,196
2010,Bátorliget,2990,község,Szabolcs-Szatmár-Bereg,3330,689,353
2010,Battonya,18102,város,Békés,14571,5726,3099
2010,Bátya,11961,község,Bács-Kiskun,3386,2081,970
2010,Batyk,24864,község,Zala,809,399,191
2010,Bázakerettye,18698,község,Zala,803,831,392
2010,Bazsi,7427,község,Veszprém,910,389,205
2010,Béb,22901,község,Veszprém,704,260,107
2010,Becsehely,23144,község,Zala,3607,2076,757
2010,Becske,12016,község,Nógrád,1566,552,286
2010,Becskeháza,27049,község,Borsod-Abaúj-Zemplén,500,37,40
2010,Becsvölgye,18360,község,Zala,2140,815,355
2010,Bedegkér,20710,község,Somogy,2600,469,248
2010,Bedő,33446,község,Hajdú-Bihar,1020,257,141
2010,Bejcgyertyános,10384,község,Vas,3143,465,270
2010,Békás,27058,község,Veszprém,652,225,97
2010,Bekecs,6929,község,Borsod-Abaúj-Zemplén,2572,2460,931
2010,Békés,9760,város,Békés,12723,20182,8269
2010,Békéscsaba,15200,"megyeszékhely, megyei jogú város",Békés,19393,64429,29349
2010,Békéssámson,26189,község,Békés,7121,2371,1136
2010,Békésszentandrás,2680,nagyközség,Békés,7745,3846,1928
2010,Bekölce,4400,község,Heves,1377,673,368
2010,Bélapátfalva,33260,város,Heves,3663,3088,1159
2010,Bélavár,6910,község,Somogy,2278,354,221
2010,Belecska,28662,község,Tolna,1439,433,142
2010,Beled,10588,város,Győr-Moson-Sopron,2647,2657,1105
2010,Beleg,17127,község,Somogy,1799,628,233
2010,Belezna,9168,község,Zala,3093,825,283
2010,Bélmegyer,19390,község,Békés,6305,1035,575
2010,Beloiannisz,8466,község,Fejér,454,1128,436
2010,Belsősárd,20950,község,Zala,979,104,44
2010,Belvárdgyula,19008,község,Baranya,1723,417,183
2010,Benk,25441,község,Szabolcs-Szatmár-Bereg,850,449,189
2010,Bénye,25098,község,Pest,1652,1257,502
2010,Bér,32911,község,Nógrád,2549,393,212
2010,Bérbaltavár,32124,község,Vas,2567,494,308
2010,Bercel,2389,község,Nógrád,3588,2022,739
2010,Beregdaróc,28246,község,Szabolcs-Szatmár-Bereg,2382,734,364
2010,Beregsurány,20677,község,Szabolcs-Szatmár-Bereg,1600,635,237
2010,Berekböszörmény,18467,község,Hajdú-Bihar,4284,1707,787
2010,Berekfürdő,34005,község,Jász-Nagykun-Szolnok,1857,990,477
2010,Beremend,31927,nagyközség,Baranya,4826,2599,1029
2010,Berente,34290,község,Borsod-Abaúj-Zemplén,920,1119,432
2010,Beret,29674,község,Borsod-Abaúj-Zemplén,682,286,95
2010,Berettyóújfalu,12788,város,Hajdú-Bihar,17098,15407,6326
2010,Berhida,33127,város,Veszprém,4273,5995,2043
2010,Berkenye,9034,község,Nógrád,1346,662,255
2010,Berkesd,16461,község,Baranya,1904,863,290
2010,Berkesz,7472,község,Szabolcs-Szatmár-Bereg,1318,884,345
2010,Bernecebaráti,18777,község,Pest,3769,859,456
2010,Berzék,26356,község,Borsod-Abaúj-Zemplén,1059,1111,347
2010,Berzence,30119,nagyközség,Somogy,5376,2536,997
2010,Besence,30049,község,Baranya,958,119,48
2010,Besenyőd,13639,község,Szabolcs-Szatmár-Bereg,945,650,257
2010,Besenyőtelek,27517,község,Heves,4910,2650,1106
2010,Besenyszög,11305,község,Jász-Nagykun-Szolnok,13808,3432,1431
2010,Besnyő,16346,község,Fejér,4464,1814,663
2010,Beszterec,21227,község,Szabolcs-Szatmár-Bereg,1159,1040,381
2010,Bezedek,14119,község,Baranya,1136,241,108
2010,Bezenye,29805,község,Győr-Moson-Sopron,3003,1436,548
2010,Bezeréd,12830,község,Zala,1214,155,156
2010,Bezi,10560,község,Győr-Moson-Sopron,1122,493,199
2010,Biatorbágy,8891,város,Pest,4380,12294,4229
2010,Bicsérd,13310,község,Baranya,1975,1039,351
2010,Bicske,10481,város,Fejér,7708,11579,4009
2010,Bihardancsháza,25256,község,Hajdú-Bihar,831,198,103
2010,Biharkeresztes,19956,város,Hajdú-Bihar,4926,3870,1657
2010,Biharnagybajom,24828,község,Hajdú-Bihar,6135,2775,1141
2010,Bihartorda,29887,község,Hajdú-Bihar,2238,913,435
2010,Biharugra,29610,község,Békés,5284,862,578
2010,Bikács,11970,község,Tolna,3467,438,220
2010,Bikal,4899,község,Baranya,1703,759,333
2010,Biri,2945,község,Szabolcs-Szatmár-Bereg,2259,1331,496
2010,Birján,5139,község,Baranya,907,514,200
2010,Bisse,24925,község,Baranya,1380,241,117
2010,Boba,29203,község,Vas,1095,817,328
2010,Bocfölde,17543,község,Zala,873,1148,407
2010,Boconád,22354,község,Heves,2956,1327,628
2010,Bócsa,8305,község,Bács-Kiskun,9704,1822,944
2010,Bocska,31291,község,Zala,738,376,144
2010,Bocskaikert,34102,község,Hajdú-Bihar,1089,2917,1061
2010,Boda,20899,község,Baranya,1542,456,168
2010,Bodajk,18254,város,Fejér,2898,4101,1484
2010,Bodmér,11624,község,Fejér,717,217,121
2010,Bodolyabér,33002,község,Baranya,909,248,115
2010,Bodonhely,6220,község,Győr-Moson-Sopron,1110,299,134
2010,Bodony,14933,község,Heves,2897,750,458
2010,Bodorfa,4321,község,Veszprém,222,106,55
2010,Bodrog,10506,község,Somogy,1478,443,171
2010,Bodroghalom,23737,község,Borsod-Abaúj-Zemplén,2687,1326,564
2010,Bodrogkeresztúr,30784,község,Borsod-Abaúj-Zemplén,2987,1134,559
2010,Bodrogkisfalud,33808,község,Borsod-Abaúj-Zemplén,1468,878,432
2010,Bodrogolaszi,14401,község,Borsod-Abaúj-Zemplén,2061,943,400
2010,Bódvalenke,27429,község,Borsod-Abaúj-Zemplén,663,190,62
2010,Bódvarákó,33303,község,Borsod-Abaúj-Zemplén,922,101,82
2010,Bódvaszilas,5926,község,Borsod-Abaúj-Zemplén,1922,1042,485
2010,Bogács,25195,község,Borsod-Abaúj-Zemplén,2470,1993,972
2010,Bogád,32151,község,Baranya,784,1101,325
2010,Bogádmindszent,21892,község,Baranya,1158,410,136
2010,Bogdása,10694,község,Baranya,2099,295,128
2010,Bogyiszló,3425,község,Tolna,5593,2235,912
2010,Bogyoszló,4367,község,Győr-Moson-Sopron,2621,611,314
2010,Bojt,14137,község,Hajdú-Bihar,2688,487,246
2010,Bókaháza,19929,község,Zala,670,323,147
2010,Bokod,7311,község,Komárom-Esztergom,2992,2187,807
2010,Bokor,3841,község,Nógrád,675,113,74
2010,Boldog,3452,község,Heves,2674,3041,1180
2010,Boldogasszonyfa,13116,község,Baranya,1722,427,215
2010,Boldogkőújfalu,18944,község,Borsod-Abaúj-Zemplén,1102,540,214
2010,Boldogkőváralja,14474,község,Borsod-Abaúj-Zemplén,2203,1151,435
2010,Boldva,8396,község,Borsod-Abaúj-Zemplén,2834,2352,810
2010,Bolhás,13994,község,Somogy,3143,428,196
2010,Bolhó,18120,község,Somogy,2507,761,401
2010,Bóly,33154,város,Baranya,2538,4002,1529
2010,Boncodfölde,10782,község,Zala,590,356,136
2010,Bonyhád,6497,város,Tolna,7213,13963,5600
2010,Bonyhádvarasd,14818,község,Tolna,1045,412,159
2010,Bonnya,22673,község,Somogy,1462,252,150
2010,Bordány,8192,község,Csongrád,3648,3230,1430
2010,Borgáta,3090,község,Vas,621,134,101
2010,Borjád,6725,község,Baranya,1559,423,160
2010,Borota,19327,község,Bács-Kiskun,8180,1322,738
2010,Borsfa,10056,község,Zala,1183,745,287
2010,Borsodbóta,30669,község,Borsod-Abaúj-Zemplén,814,886,358
2010,Borsodgeszt,16124,község,Borsod-Abaúj-Zemplén,1508,264,180
2010,Borsodivánka,6707,község,Borsod-Abaúj-Zemplén,1591,754,241
2010,Borsodnádasd,5315,város,Borsod-Abaúj-Zemplén,2807,3108,1385
2010,Borsodszentgyörgy,30207,község,Borsod-Abaúj-Zemplén,2152,1161,484
2010,Borsodszirák,16799,község,Borsod-Abaúj-Zemplén,1101,1218,391
2010,Borsosberény,9894,község,Nógrád,2026,1025,396
2010,Borszörcsök,4765,község,Veszprém,1180,376,156
2010,Borzavár,30252,község,Veszprém,1300,711,344
2010,Bosta,14368,község,Baranya,595,137,54
2010,Botpalád,22239,község,Szabolcs-Szatmár-Bereg,1650,605,247
2010,Botykapeterd,13365,község,Baranya,1743,342,134
2010,Bozzai,6390,község,Vas,443,323,118
2010,Bozsok,5023,község,Vas,2091,334,139
2010,Bózsva,31006,község,Borsod-Abaúj-Zemplén,1639,184,125
2010,Bő,5476,község,Vas,1065,644,308
2010,Bőcs,5306,község,Borsod-Abaúj-Zemplén,2432,2785,955
2010,Böde,22877,község,Zala,917,296,129
2010,Bödeháza,4163,község,Zala,667,62,58
2010,Bögöt,11651,község,Vas,499,388,168
2010,Bögöte,7296,község,Vas,2074,312,151
2010,Böhönye,26532,község,Somogy,6417,2370,947
2010,Bököny,11299,község,Szabolcs-Szatmár-Bereg,3547,3279,1271
2010,Bölcske,6558,község,Tolna,5878,2869,1269
2010,Bőny,33950,község,Győr-Moson-Sopron,5042,2184,783
2010,Börcs,6619,község,Győr-Moson-Sopron,1278,1300,423
2010,Börzönce,21139,község,Zala,560,63,35
2010,Bősárkány,15501,nagyközség,Győr-Moson-Sopron,2333,2140,785
2010,Bőszénfa,26277,község,Somogy,4295,581,196
2010,Bucsa,13471,község,Békés,5582,2171,995
2010,Bucsu,32984,község,Vas,1654,594,217
2010,Búcsúszentlászló,20613,község,Zala,154,859,292
2010,Bucsuta,7986,község,Zala,1619,221,111
2010,Budajenő,3407,község,Pest,1242,1780,574
2010,Budakalász,23463,város,Pest,1517,10427,3656
2010,Budakeszi,12052,város,Pest,3710,14179,5396
2010,Budaörs,23278,város,Pest,2359,28894,10475
2010,Budapest I. kerület,9566,fővárosi kerület,főváros,341,24653,16618
2010,Budapest II. kerület,3179,fővárosi kerület,főváros,3634,88043,47901
2010,Budapest III. kerület,18069,fővárosi kerület,főváros,3970,123532,61589
2010,Budapest IV. kerület,5467,fővárosi kerület,főváros,1882,98402,47342
2010,Budapest IX. kerület,29586,fővárosi kerület,főváros,1253,62708,39167
2010,Budapest V. kerület,13392,fővárosi kerület,főváros,259,27081,19269
2010,Budapest VI. kerület,16586,fővárosi kerület,főváros,238,42686,26345
2010,Budapest VII. kerület,29744,fővárosi kerület,főváros,209,64377,36918
2010,Budapest VIII. kerület,25405,fővárosi kerület,főváros,685,83465,42181
2010,Budapest X. kerület,10700,fővárosi kerület,főváros,3249,80357,38074
2010,Budapest XI. kerület,14216,fővárosi kerület,főváros,3349,139892,74906
2010,Budapest XII. kerület,24697,fővárosi kerület,főváros,2667,55980,33487
2010,Budapest XIII. kerület,24299,fővárosi kerület,főváros,1344,115360,71315
2010,Budapest XIV. kerület,16337,fővárosi kerület,főváros,1813,121721,70866
2010,Budapest XIX. kerület,4011,fővárosi kerület,főváros,938,61726,27288
2010,Budapest XV. kerület,11314,fővárosi kerület,főváros,2694,80030,38282
2010,Budapest XVI. kerület,8208,fővárosi kerület,főváros,3351,68368,29698
2010,Budapest XVII. kerület,2112,fővárosi kerület,főváros,5482,78442,31452
2010,Budapest XVIII. kerület,29285,fővárosi kerület,főváros,3860,93652,43545
2010,Budapest XX. kerület,6026,fővárosi kerület,főváros,1218,63561,30464
2010,Budapest XXI. kerület,13189,fővárosi kerület,főváros,2575,76625,33064
2010,Budapest XXII. kerület,10214,fővárosi kerület,főváros,3425,50839,21346
2010,Budapest XXIII. kerület,34139,fővárosi kerület,főváros,4077,20056,8640
2010,Bugac,32823,nagyközség,Bács-Kiskun,13111,2889,1488
2010,Bugacpusztaháza,33631,község,Bács-Kiskun,4300,300,143
2010,Bugyi,32027,nagyközség,Pest,11555,5385,2045
2010,Buj,19707,község,Szabolcs-Szatmár-Bereg,3276,2289,981
2010,Buják,14234,község,Nógrád,5304,2170,922
2010,Buzsák,17358,község,Somogy,5968,1403,706
2010,Bük,2431,város,Vas,2086,3410,1623
2010,Bükkábrány,13596,község,Borsod-Abaúj-Zemplén,1803,1598,700
2010,Bükkaranyos,27890,község,Borsod-Abaúj-Zemplén,2620,1503,531
2010,Bükkmogyorósd,19406,község,Borsod-Abaúj-Zemplén,990,134,108
2010,Bükkösd,23162,község,Baranya,3015,1132,448
2010,Bükkszék,2963,község,Heves,1530,742,406
2010,Bükkszenterzsébet,10621,község,Heves,2486,1061,489
2010,Bükkszentkereszt,8022,község,Borsod-Abaúj-Zemplén,2697,1185,509
2010,Bükkszentmárton,22099,község,Heves,826,331,131
2010,Bükkzsérc,32887,község,Borsod-Abaúj-Zemplén,3725,1002,500
2010,Bürüs,7533,község,Baranya,1630,88,44
2010,Büssü,8703,község,Somogy,1719,346,160
2010,Büttös,23977,község,Borsod-Abaúj-Zemplén,1822,179,108
2010,Cák,8271,község,Vas,648,287,110
2010,Cakóháza,27085,község,Győr-Moson-Sopron,288,47,31
2010,Cece,13152,nagyközség,Fejér,5885,2579,1137
2010,Cégénydányád,9681,község,Szabolcs-Szatmár-Bereg,1220,699,285
2010,Cegléd,11341,város,Pest,24487,38325,15825
2010,Ceglédbercel,20640,község,Pest,2815,4446,1670
2010,Celldömölk,27094,város,Vas,5239,10956,4761
2010,Cered,3665,község,Nógrád,3858,1126,561
2010,Chernelházadamonya,9876,község,Vas,785,196,105
2010,Cibakháza,22938,nagyközség,Jász-Nagykun-Szolnok,3821,4426,1926
